team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,average-points-per-game.average_points_per_game,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Saint-Étienne,0.82,112.5,28,92.74,92.74,3153,180.14,184.44,186.5,178.0,181.33,,47.26,47.26,1607,3.97,3.97,135,42.47,42.47,1444,13.24,13.24,450,34,17,17,34,29,20,13,7,4,24,11,4,0,0,4,7,2,37598324.0,7.34,3,0.09,3,9.88,336,3,57,62,1.38,1.38,47,443.56,407.59,40.76,15081,66.67,1.0,2.0,7,19,0,0.06,0.06,0.0,0.0,2.0,96805.0,80.77,370,10.88,107,215,145,122,154,3,370,17.65,17.65,600,8.7,1.33,1200.0,569.0,569.0,1200.0,3150,1.94,1.94,0,0.0,66,37532885,0.03,0.03,0.0,0.0,1.0,432894.0,France Ligue 1
LOSC Lille,0.91,102.41935483870968,31,112.82,112.82,3836,182.13,183.92,189.67,180.5,182.97,,57.88,57.88,1968,4.94,4.94,168,53.85,53.85,1831,12.06,12.06,410,34,17,17,34,23,9,3,1,0,29,17,5,1,0,4,7,5,2158213.0,7.47,14,0.41,14,8.26,281,5,90,44,1.44,1.44,49,541.44,409.09,42.42,18409,70.0,3.0,7.0,11,22,1,0.03,0.03,0.0,0.0,1.0,537285.0,61.06,434,12.76,120,304,149,166,126,3,434,18.53,18.53,630,8.08,1.53,2681.0,1320.0,1320.0,2681.0,3175,2.24,2.24,1,0.03,76,22536030,0.03,0.03,0.0,0.0,1.0,22536030.0,France Ligue 1
Olympique Marseille,1.44,64.38775510204081,49,112.38,112.38,3821,180.0,185.9,190.0,181.0,183.16,,63.56,63.56,2161,5.18,5.18,176,50.76,50.76,1726,11.59,11.59,394,34,17,17,34,29,12,6,0,0,28,21,13,7,5,3,10,6,100190.0,8.35,8,0.24,8,8.29,282,4,90,74,1.65,1.65,56,642.09,352.11,44.46,21831,80.0,2.0,8.0,9,19,1,0.06,0.06,0.0,0.0,2.0,96691.0,42.64,491,14.44,125,339,164,204,151,5,491,16.41,16.41,558,7.54,1.37,2974.0,1299.0,1299.0,2974.0,3155,1.74,1.74,4,0.12,59,13171199,0.12,0.12,0.0,0.0,4.0,586846.0,France Ligue 1
Nice,1.26,73.18604651162791,43,94.71,94.71,3220,184.5,184.13,190.67,179.92,183.03,,47.56,47.56,1617,5.0,5.0,170,44.65,44.65,1518,11.53,11.53,392,34,17,17,34,26,13,1,1,0,30,18,8,4,2,2,12,5,96660.0,7.53,9,0.26,9,10.97,373,4,90,55,1.65,1.65,56,433.44,263.16,30.14,14737,100.0,0.0,6.0,9,18,1,0.09,0.09,0.0,0.0,3.0,26687.0,47.68,489,14.38,121,348,177,194,139,5,489,18.85,18.85,641,9.71,1.68,3402.0,1493.0,1493.0,3402.0,3147,1.68,1.68,1,0.03,57,10310744,0.06,0.06,0.0,0.0,2.0,2206980.0,France Ligue 1
Auxerre,1.03,90.2,35,86.62,86.62,2945,184.5,183.42,185.75,177.33,182.0,,42.5,42.5,1445,3.94,3.94,134,38.0,38.0,1292,11.91,11.91,405,34,17,17,34,24,17,9,1,0,27,14,5,2,0,2,10,4,96755.0,7.68,9,0.26,9,10.15,345,5,90,56,1.41,1.41,48,376.71,297.86,33.71,12808,80.0,1.0,4.0,8,21,0,0.09,0.09,0.0,0.0,3.0,318784.0,65.77,380,11.18,90,250,136,154,131,3,380,19.44,19.44,661,8.93,1.63,1229.0,781.0,781.0,1229.0,3157,2.0,2.0,0,0.0,68,160223,0.03,0.03,0.0,0.0,1.0,23269652.0,France Ligue 1
Monaco,1.44,64.53061224489795,49,114.71,114.71,3900,184.25,185.25,190.75,178.31,182.76,,55.06,55.06,1872,5.41,5.41,184,50.65,50.65,1722,13.59,13.59,462,34,17,17,34,23,12,3,3,0,29,19,10,2,1,4,10,5,31640130.0,8.29,11,0.32,11,10.68,363,4,90,62,2.09,2.09,71,486.21,290.02,33.06,16531,85.71,1.0,6.0,7,21,0,0.06,0.06,1.0,0.03,2.0,537422.0,50.19,500,14.71,131,358,178,191,136,5,500,19.88,19.88,676,9.94,1.46,3028.0,1268.0,1268.0,3028.0,3162,1.76,1.76,1,0.03,60,37642676,0.06,0.06,0.0,0.0,2.0,37547795.0,France Ligue 1
Paris Saint Germain,2.06,44.91428571428571,70,134.32,134.32,4567,182.57,183.0,191.0,178.67,182.81,,68.38,68.38,2325,6.35,6.35,216,69.15,69.15,2351,9.09,9.09,309,34,17,17,34,27,7,1,0,0,33,23,20,11,3,5,14,8,32403.0,7.91,12,0.35,12,8.35,284,9,90,78,1.59,1.59,54,718.79,294.45,38.49,24439,85.71,1.0,6.0,8,14,4,,,,,,,34.17,635,18.68,144,433,211,285,195,7,635,18.29,18.29,622,16.81,2.03,6065.0,2828.0,2828.0,6065.0,3144,1.09,1.09,0,0.0,37,37562940,,,,,,,France Ligue 1
Brest,0.94,98.40625,32,97.79,97.79,3325,187.0,182.73,190.5,177.09,181.86,,48.38,48.38,1645,4.18,4.18,142,40.0,40.0,1360,12.65,12.65,430,34,17,17,34,24,16,11,4,3,27,17,5,3,0,2,11,8,434242.0,7.75,14,0.41,14,9.24,314,8,90,60,1.24,1.24,42,428.76,323.96,34.88,14578,70.0,3.0,7.0,11,17,0,0.06,0.06,2.0,0.06,2.0,1376.0,60.56,418,12.29,91,278,166,164,135,3,418,19.26,19.26,655,8.97,1.58,1698.0,718.0,718.0,1698.0,3149,2.0,2.0,1,0.03,68,24238,0.03,0.03,0.0,0.0,1.0,1376.0,France Ligue 1
Rennes,1.0,92.91176470588236,34,101.85,101.85,3463,179.25,183.69,187.0,181.17,182.14,,51.12,51.12,1738,5.0,5.0,170,50.65,50.65,1722,13.09,13.09,445,34,17,17,34,23,15,8,4,0,27,13,6,3,2,2,13,9,96285.0,7.85,12,0.35,12,10.24,348,3,90,53,1.41,1.41,48,457.03,337.8,36.05,15539,62.5,3.0,5.0,7,27,2,0.06,0.06,1.0,0.03,2.0,21803059.0,61.94,431,12.68,114,279,154,166,145,4,431,17.5,17.5,595,8.62,1.33,1600.0,520.0,520.0,1600.0,3159,2.03,2.03,1,0.03,69,35281182,,,,,,,France Ligue 1
Montpellier,0.41,225.7142857142857,14,90.68,90.68,3083,181.0,184.9,183.0,178.92,181.52,,44.97,44.97,1529,4.68,4.68,159,42.15,42.15,1433,12.56,12.56,427,34,17,17,34,33,23,12,7,3,14,7,2,0,0,3,4,1,98131.0,7.75,6,0.18,6,8.35,284,2,90,57,1.94,1.94,66,389.44,662.05,35.31,13241,75.0,1.0,3.0,10,17,2,0.15,0.15,1.0,0.03,5.0,95698.0,137.39,375,11.03,107,212,154,119,156,1,375,19.12,19.12,650,6.77,1.52,1493.0,560.0,560.0,1493.0,3160,2.5,2.5,1,0.03,85,37657252,0.06,0.06,0.0,0.0,2.0,163019.0,France Ligue 1
