team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,average-points-per-game.average_points_per_game,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Columbus Crew,1.61,59.672413793103445,58,104.67,104.67,3768,177.25,183.29,190.75,178.0,181.04,2.04,59.72,59.72,2150,4.75,4.75,171,51.08,51.08,1839,8.25,8.25,297,36,18,18,36,24,15,3,1,0,30,22,13,7,2,2,14,10,240195.0,8.04,13,0.36,13,7.72,278,5,90,77,2.03,2.03,73,561.56,284.73,40.27,20216,42.86,4.0,3.0,7,15,7,0.11,0.11,0.0,0.0,4.0,236863.0,46.77,502,13.94,131,320,193,193,180,6,502,13.36,13.36,481,9.62,2.27,879.0,468.0,468.0,879.0,3461,1.31,1.31,0,0.0,47,85953,0.03,0.03,0.0,0.0,1.0,63044.0,EUA MLS
Seattle Sounders,0.87,111.96969696969695,33,94.61,94.61,3595,175.0,185.22,192.0,177.09,181.15,1.8,50.68,50.68,1926,6.18,6.18,235,49.34,49.34,1875,10.37,10.37,394,38,20,18,38,24,12,2,0,0,28,17,6,2,1,1,6,5,6160.0,7.64,4,0.11,4,9.29,353,3,81,52,0.97,0.97,37,484.08,427.79,35.51,18395,88.89,1.0,8.0,3,13,0,0.08,0.08,0.0,0.0,3.0,261629.0,68.43,518,13.63,170,324,191,174,192,3,518,16.13,16.13,613,8.17,2.33,639.0,527.0,527.0,639.0,3695,1.68,1.68,0,0.0,64,215598,0.11,0.11,0.0,0.0,4.0,276507.0,EUA MLS
New England,0.82,117.25,28,94.47,94.47,3212,177.33,182.15,190.5,176.17,180.23,1.61,51.21,51.21,1741,4.71,4.71,160,43.91,43.91,1493,11.74,11.74,399,34,17,17,34,29,21,12,8,3,24,9,2,1,1,0,3,2,4272.0,7.83,8,0.24,8,8.21,279,3,45,62,1.53,1.53,52,473.47,459.94,39.95,16098,0.0,0.0,1.0,9,15,11,0.03,0.03,0.0,0.0,1.0,11063320.0,88.73,403,11.85,104,249,166,140,154,3,403,14.62,14.62,497,7.77,1.56,771.0,520.0,520.0,771.0,3283,1.94,1.94,2,0.06,66,262187,0.06,0.06,0.0,0.0,2.0,134119.0,EUA MLS
St. Louis City,1.03,94.65714285714286,35,91.94,91.94,3126,191.33,183.83,192.67,178.45,183.48,1.32,46.71,46.71,1588,5.26,5.26,179,46.74,46.74,1589,14.68,14.68,499,34,17,17,34,27,19,12,5,0,26,15,8,1,0,1,9,3,37625632.0,7.73,13,0.38,13,9.38,319,4,90,63,1.53,1.53,52,387.79,313.93,26.06,13185,71.43,2.0,5.0,6,11,8,,,,,,,66.26,506,14.88,148,304,203,165,195,3,506,17.91,17.91,609,6.55,1.95,318.0,108.0,108.0,318.0,3313,2.68,2.68,1,0.03,91,275565,0.03,0.03,0.0,0.0,1.0,37614781.0,EUA MLS
New York RB,1.05,91.6829268292683,41,95.49,95.49,3724,180.0,184.0,190.0,173.36,180.1,1.8,43.21,43.21,1685,5.05,5.05,197,42.95,42.95,1675,12.31,12.31,480,39,21,18,39,29,16,4,2,2,32,19,7,4,0,3,8,4,37559293.0,8.06,15,0.38,15,9.18,358,4,90,68,1.64,1.64,64,392.79,300.37,28.63,15319,81.82,2.0,9.0,3,20,3,0.1,0.1,0.0,0.0,4.0,472850.0,60.63,535,13.72,132,346,208,202,187,4,535,14.92,14.92,582,7.86,2.27,517.0,262.0,262.0,517.0,3759,1.69,1.69,6,0.15,66,37525718,0.05,0.05,0.0,0.0,2.0,472850.0,EUA MLS
Sporting KC,1.32,71.6,45,105.38,105.38,3583,179.71,182.5,186.5,176.88,180.41,1.46,50.65,50.65,1722,5.44,5.44,185,50.88,50.88,1730,12.5,12.5,425,34,17,17,34,31,21,11,3,0,28,15,7,1,0,5,10,4,32012836.0,8.36,13,0.38,13,8.88,302,3,19,71,1.79,1.79,61,467.26,311.51,33.95,15887,0.0,3.0,0.0,7,9,11,0.06,0.06,0.0,0.0,2.0,784790.0,63.18,468,13.76,148,272,185,150,196,5,468,17.0,17.0,578,8.26,1.74,273.0,120.0,120.0,273.0,3222,1.91,1.91,0,0.0,65,272345,0.03,0.03,0.0,0.0,1.0,32012836.0,EUA MLS
Houston Dynamo,1.03,94.35135135135135,37,96.06,96.06,3458,179.17,180.89,191.67,175.27,179.52,1.83,58.69,58.69,2113,5.11,5.11,184,50.44,50.44,1816,12.72,12.72,458,36,18,18,36,27,10,3,0,0,27,14,4,3,0,1,9,5,159493.0,8.2,6,0.17,6,6.86,247,3,90,57,2.31,2.31,83,551.08,461.37,40.0,19839,50.0,0.0,2.0,2,17,11,0.08,0.08,0.0,0.0,3.0,159493.0,72.73,496,13.78,147,311,193,176,183,4,496,15.17,15.17,546,6.28,1.48,1204.0,445.0,445.0,1204.0,3491,2.19,2.19,3,0.08,79,334115,0.03,0.03,0.0,0.0,1.0,334115.0,EUA MLS
Los Angeles FC,1.29,74.93877551020408,49,93.03,93.03,3535,179.9,178.33,188.25,179.33,180.45,2.17,47.21,47.21,1794,6.24,6.24,237,48.0,48.0,1824,13.26,13.26,504,38,18,20,38,25,14,7,2,1,32,21,9,2,2,4,12,7,96893.0,7.95,13,0.34,13,10.53,400,7,90,64,1.61,1.61,61,439.76,288.12,27.22,16711,80.0,2.0,8.0,10,16,2,0.05,0.05,0.0,0.0,2.0,10310312.0,54.81,614,16.16,143,395,249,228,216,5,614,17.79,17.79,676,7.86,1.84,616.0,207.0,207.0,616.0,3672,2.13,2.13,1,0.03,81,190239,0.08,0.08,0.0,0.0,3.0,190239.0,EUA MLS
Chicago Fire,0.82,118.35714285714286,28,90.24,90.24,3068,182.6,185.0,187.33,176.2,181.79,1.48,49.12,49.12,1670,4.32,4.32,147,40.38,40.38,1373,12.79,12.79,435,34,17,17,34,30,18,10,4,0,23,10,4,3,0,6,7,2,37527137.0,7.65,13,0.38,13,9.85,335,4,90,60,1.41,1.41,48,460.06,446.91,37.78,15642,80.0,0.0,5.0,5,14,10,0.03,0.03,1.0,0.03,1.0,29710000.0,82.85,414,12.18,104,273,171,154,141,3,414,17.0,17.0,578,8.38,1.54,1036.0,545.0,545.0,1036.0,3314,2.03,2.03,0,0.0,69,36960,,,,,,,EUA MLS
DC United,1.26,76.30232558139535,43,99.82,99.82,3394,183.2,186.0,191.75,177.4,183.34,1.48,47.41,47.41,1612,5.68,5.68,193,47.18,47.18,1604,14.12,14.12,480,34,17,17,34,32,20,11,6,1,26,19,6,1,0,3,7,2,853.0,9.28,14,0.41,14,8.79,299,6,90,63,2.18,2.18,74,384.62,278.23,27.59,13077,80.0,0.0,5.0,4,13,12,0.09,0.09,0.0,0.0,3.0,853.0,63.1,474,13.94,141,310,179,165,165,4,474,17.32,17.32,589,5.89,1.66,439.0,196.0,196.0,439.0,3281,2.71,2.71,5,0.15,92,25063,0.12,0.12,0.0,0.0,4.0,237921.0,EUA MLS
