team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,average-points-per-game.average_points_per_game,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Rubin Kazan,0.93,100.53571428571428,28,77.33,77.33,2320,183.0,187.67,191.25,179.21,183.25,2.0,42.53,42.53,1276,4.37,4.37,131,39.7,39.7,1191,14.43,14.43,433,30,15,15,30,23,13,6,3,0,23,13,4,2,0,5,7,2,1489787.0,7.4,6,0.2,6,11.3,339,4,90,45,1.4,1.4,42,326.2,271.83,29.48,9786,71.43,2.0,5.0,3,17,3,,,,,,,67.02,332,11.07,95,193,129,114,117,3,332,15.73,15.73,472,5.83,1.06,469.0,246.0,246.0,469.0,2815,2.3,2.3,2,0.07,69,1489787,0.17,0.17,0.0,0.0,5.0,1489787.0,Russia Premier League
Krylya Sovetov,0.87,108.3846153846154,26,85.13,85.13,2554,183.89,185.88,193.0,177.87,182.83,1.0,49.17,49.17,1475,4.43,4.43,133,41.83,41.83,1255,11.0,11.0,330,30,15,15,30,26,14,7,3,1,20,10,4,1,1,4,2,1,377250.0,7.31,7,0.23,7,10.33,310,3,90,46,1.57,1.57,47,410.17,384.53,34.86,12305,75.0,1.0,3.0,7,22,4,0.1,0.1,0.0,0.0,3.0,25705.0,78.28,353,11.77,90,215,129,136,126,2,353,16.03,16.03,481,7.29,1.35,637.0,323.0,323.0,637.0,2818,1.9,1.9,0,0.0,57,546805,0.1,0.1,0.0,0.0,3.0,538697.0,Russia Premier League
Orenburg,0.7,134.0952380952381,21,84.67,84.67,2540,179.67,180.91,191.6,177.53,180.88,2.0,51.33,51.33,1540,6.7,6.7,201,48.93,48.93,1468,13.57,13.57,407,30,15,15,30,26,17,6,5,2,19,9,0,0,0,2,3,1,37554596.0,7.6,10,0.33,10,10.47,314,2,62,52,1.5,1.5,45,377.4,435.46,24.88,11322,100.0,0.0,1.0,6,14,1,0.07,0.07,0.0,0.0,2.0,9939050.0,100.57,455,15.17,127,248,199,133,183,2,455,18.0,18.0,540,6.51,1.34,302.0,195.0,195.0,302.0,2816,2.6,2.6,4,0.13,78,333595,0.07,0.07,0.0,0.0,2.0,375830.0,Russia Premier League
Lokomotiv Moskva,1.17,80.25714285714285,35,84.57,84.57,2537,180.8,186.75,190.0,178.67,182.75,2.0,50.27,50.27,1508,5.33,5.33,160,45.57,45.57,1367,13.9,13.9,417,30,15,15,30,22,10,5,2,2,26,13,8,3,1,1,8,5,37674431.0,9.23,5,0.17,5,8.2,246,4,90,47,1.13,1.13,34,376.23,256.52,27.46,11287,83.33,1.0,5.0,4,12,4,,,,,,,55.08,411,13.7,121,250,144,151,128,3,411,14.27,14.27,428,6.11,1.09,649.0,200.0,200.0,649.0,2809,2.4,2.4,1,0.03,72,170211,0.03,0.03,0.0,0.0,1.0,169879.0,Russia Premier League
Fakel,0.3,313.6666666666667,9,81.3,81.3,2439,188.8,184.0,193.0,178.36,183.41,1.0,41.93,41.93,1258,4.67,4.67,140,43.2,43.2,1296,15.27,15.27,458,30,15,15,30,22,12,5,2,1,12,1,1,0,0,3,1,0,169875.0,7.18,2,0.07,2,9.97,299,2,90,32,1.93,1.93,58,294.1,882.3,27.57,8823,100.0,0.0,4.0,5,21,0,0.17,0.17,0.0,0.0,5.0,28359.0,201.64,320,10.67,112,190,141,72,114,600,320,18.0,18.0,540,6.43,1.17,283.0,201.0,201.0,283.0,2823,2.5,2.5,2,0.07,75,50846,0.07,0.07,0.0,0.0,2.0,169599.0,Russia Premier League
FK Nizjni Novgorod,0.7,133.85714285714286,21,102.63,102.63,3079,182.63,184.56,191.8,179.33,183.87,1.0,41.7,41.7,1251,3.8,3.8,114,65.13,65.13,1954,13.67,13.67,410,30,15,15,30,24,18,10,2,0,18,6,1,1,1,0,3,0,37663330.0,7.31,9,0.3,9,10.1,303,2,45,49,1.17,1.17,35,328.33,469.05,37.31,9850,75.0,2.0,6.0,11,22,1,0.1,0.1,0.0,0.0,3.0,466068.0,104.11,264,8.8,65,166,111,89,97,1,264,15.2,15.2,456,6.91,1.11,324.0,165.0,165.0,324.0,2811,2.17,2.17,0,0.0,65,1499086,0.03,0.03,0.0,0.0,1.0,466068.0,Russia Premier League
CSKA Moskva,1.1,85.27272727272727,33,92.9,92.9,2787,182.33,189.17,187.75,178.47,182.47,2.0,53.5,53.5,1605,4.77,4.77,143,44.47,44.47,1334,11.7,11.7,351,30,15,15,30,16,5,0,0,0,24,15,5,2,1,2,9,6,402376.0,7.79,7,0.23,7,8.9,267,4,90,41,1.37,1.37,41,464.6,331.86,33.19,13938,100.0,0.0,3.0,6,22,2,0.03,0.03,0.0,0.0,1.0,231753.0,59.87,420,14.0,91,267,160,173,143,3,420,14.63,14.63,439,7.7,1.27,846.0,327.0,327.0,846.0,2814,1.83,1.83,2,0.07,55,37509454,0.03,0.03,0.0,0.0,1.0,170648.0,Russia Premier League
Zenit,1.53,61.43478260869565,46,130.3,130.3,3909,182.57,183.38,191.25,179.45,182.89,3.0,61.2,61.2,1836,6.23,6.23,187,76.87,76.87,2306,9.7,9.7,291,30,15,15,30,13,4,1,0,0,27,14,9,6,2,2,8,7,221262.0,7.57,5,0.17,5,8.67,260,3,90,40,1.83,1.83,55,535.33,297.41,34.46,16060,100.0,0.0,3.0,7,25,0,0.03,0.03,0.0,0.0,1.0,456676.0,48.72,466,15.53,131,313,161,177,132,5,466,14.7,14.7,441,9.0,1.36,877.0,555.0,555.0,877.0,2826,1.37,1.37,0,0.0,41,37537653,0.07,0.07,0.0,0.0,2.0,26670084.0,Russia Premier League
Krasnodar,1.13,82.79411764705883,34,87.7,87.7,2631,182.0,181.92,187.83,180.56,182.66,1.0,57.0,57.0,1710,4.2,4.2,126,46.87,46.87,1406,14.33,14.33,430,30,15,15,30,15,5,2,1,0,25,18,10,4,2,2,11,6,14399853.0,7.77,5,0.17,5,9.73,292,3,45,50,2.07,2.07,62,407.23,230.51,30.02,12217,80.0,1.0,4.0,3,19,2,,,,,,,47.71,407,13.57,100,280,164,147,122,4,407,14.77,14.77,443,6.15,0.98,899.0,539.0,539.0,899.0,2815,2.33,2.33,4,0.13,70,5283493,0.07,0.07,0.0,0.0,2.0,32652.0,Russia Premier League
Rostov,0.73,127.3181818181818,22,87.43,87.43,2623,187.8,184.38,190.33,175.71,181.91,2.0,51.87,51.87,1556,4.67,4.67,140,50.5,50.5,1515,13.17,13.17,395,30,15,15,30,26,10,5,1,1,20,12,7,2,0,5,8,4,374811.0,7.49,3,0.1,3,10.7,321,2,62,47,1.73,1.73,52,375.83,331.62,24.89,11275,71.43,2.0,5.0,5,23,1,0.03,0.03,0.0,0.0,1.0,373502.0,68.32,453,15.1,115,264,207,134,157,2,453,13.6,13.6,408,6.8,1.08,211.0,77.0,77.0,211.0,2801,1.97,1.97,1,0.03,59,27422475,0.03,0.03,0.0,0.0,1.0,27422475.0,Russia Premier League
