team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Kawasaki Frontale,,,,84.0,84.0,2856,,,,,,55.65,55.65,1892,4.44,4.44,151,55.0,55.0,1870,8.91,8.91,303,,,,,,,,,,,,,,,,,,186055.0,7.55,,,,,,,,,1.94,1.94,66,,,,,83.33,0.0,6.0,,,,0.12,0.12,0.0,0.0,4.0,37527786.0,,349,10.26,30,262.0,161,175,163.0,,349,12.65,12.65,430.0,,,,,,,,1.15,1.15,0,0.0,39,159759,,,,,,,Japan J League
FC Tokyo,,,,75.03,75.03,2551,,,,,,53.59,53.59,1822,4.79,4.79,163,51.18,51.18,1740,9.79,9.79,333,,,,,,,,,,,,,,,,,,37336134.0,7.65,,,,,,,,,1.53,1.53,52,,,,,66.67,0.0,3.0,,,,0.06,0.06,,,2.0,,,332,9.76,5,222.0,175,146,159.0,,332,11.59,11.59,394.0,,,,,,,,1.21,1.21,1,0.03,41,154743,0.06,0.06,0.0,0.0,2.0,309173.0,Japan J League
Yokohama F. Marinos,,,,98.0,98.0,3332,,,,,,60.21,60.21,2047,5.82,5.82,198,62.44,62.44,2123,10.88,10.88,370,,,,,,,,,,,,,,,,,,53803.0,7.65,,,,,,,,,1.47,1.47,50,,,,,75.0,1.0,3.0,,,,0.06,0.06,0.0,0.0,2.0,219365.0,,446,13.12,20,321.0,215,195,202.0,,446,10.94,10.94,372.0,,,,,,,,0.94,0.94,0,0.0,32,53803,0.03,0.03,0.0,0.0,1.0,318994.0,Japan J League
Cerezo Osaka,,,,71.47,71.47,2430,,,,,,49.18,49.18,1672,4.79,4.79,163,50.09,50.09,1703,7.94,7.94,270,,,,,,,,,,,,,,,,,,766688.0,7.34,,,,,,,,,1.56,1.56,53,,,,,66.67,0.0,3.0,,,,0.12,0.12,0.0,0.0,4.0,309976.0,,345,10.15,24,276.0,191,156,170.0,,345,12.56,12.56,427.0,,,,,,,,0.79,0.79,0,0.0,27,309748,,,,,,,Japan J League
Shimizu S-Pulse,,,,63.68,63.68,2165,,,,,,45.35,45.35,1542,3.85,3.85,131,41.18,41.18,1400,8.5,8.5,289,,,,,,,,,,,,,,,,,,28944227.0,7.48,,,,,,,,,0.94,0.94,32,,,,,0.0,0.0,1.0,,,,,,,,,,,308,9.06,11,254.0,176,144,154.0,,308,10.74,10.74,365.0,,,,,,,,0.71,0.71,0,0.0,24,318878,,,,,,,Japan J League
Consadole Sapporo,,,,79.12,79.12,2690,,,,,,52.53,52.53,1786,4.0,4.0,136,50.68,50.68,1723,11.47,11.47,390,,,,,,,,,,,,,,,,,,220122.0,7.43,,,,,,,,,1.53,1.53,52,,,,,33.33,2.0,1.0,,,,0.15,0.15,0.0,0.0,5.0,219158.0,,391,11.5,10,281.0,203,144,159.0,,391,11.18,11.18,380.0,,,,,,,,1.41,1.41,0,0.0,48,308595,,,,,,,Japan J League
Kyoto Sanga,,,,76.79,76.79,2611,,,,,,47.09,47.09,1601,4.26,4.26,145,41.0,41.0,1394,12.18,12.18,414,,,,,,,,,,,,,,,,,,460143.0,9.08,,,,,,,,,1.26,1.26,43,,,,,50.0,1.0,1.0,,,,0.06,0.06,0.0,0.0,2.0,309939.0,,319,9.38,13,220.0,169,109,147.0,,319,12.18,12.18,414.0,,,,,,,,1.53,1.53,0,0.0,52,37468298,0.03,0.03,0.0,0.0,1.0,12790052.0,Japan J League
Urawa Reds,,,,80.29,80.29,2730,,,,,,53.47,53.47,1818,4.97,4.97,169,50.59,50.59,1720,7.18,7.18,244,,,,,,,,,,,,,,,,,,309982.0,7.45,,,,,,,,,1.09,1.09,37,,,,,88.89,1.0,8.0,,,,0.03,0.03,0.0,0.0,1.0,37429229.0,,343,10.09,22,292.0,193,160,165.0,,343,10.68,10.68,363.0,,,,,,,,0.68,0.68,0,0.0,23,31684,0.06,0.06,0.0,0.0,2.0,309982.0,Japan J League
Gamba Osaka,,,,75.47,75.47,2566,,,,,,45.18,45.18,1536,3.47,3.47,118,44.97,44.97,1529,10.35,10.35,352,,,,,,,,,,,,,,,,,,309099.0,7.33,,,,,,,,,1.38,1.38,47,,,,,,,,,,,0.06,0.06,0.0,0.0,2.0,218729.0,,329,9.68,14,202.0,172,115,153.0,,329,12.32,12.32,419.0,,,,,,,,1.29,1.29,0,0.0,44,460893,0.03,0.03,0.0,0.0,1.0,307771.0,Japan J League
Kashima Antlers,,,,87.32,87.32,2969,,,,,,51.47,51.47,1750,4.59,4.59,156,52.47,52.47,1784,10.74,10.74,365,,,,,,,,,,,,,,,,,,310127.0,7.36,,,,,,,,,1.91,1.91,65,,,,,66.67,1.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,226993.0,,361,10.62,17,240.0,203,142,188.0,,361,13.91,13.91,473.0,,,,,,,,1.35,1.35,0,0.0,46,226993,0.03,0.03,0.0,0.0,1.0,310108.0,Japan J League
