team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Volos NFC,,,,65.39,65.39,2354,,,,,,40.86,40.86,1471,3.22,3.22,116,25.58,25.58,921,13.86,13.86,499,,,,,,,,,,,,,,,,,,108267.0,7.23,,,,,,,,,1.56,1.56,56,,,,,60.0,2.0,3.0,,,,0.08,0.08,0.0,0.0,3.0,35285.0,,235,6.53,43,146.0,98,93,120.0,,235,10.08,10.08,363.0,,,,,,,,2.36,2.36,2,0.06,85,2510233,0.06,0.06,1.0,0.03,2.0,91456.0,Greece Super Liga
Asteras Tripolis,,,,71.91,71.91,2373,,,,,,46.94,46.94,1549,3.3,3.3,109,32.42,32.42,1070,13.12,13.12,433,,,,,,,,,,,,,,,,,,10630620.0,7.14,,,,,,,,,1.67,1.67,55,,,,,50.0,0.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,36196.0,,271,8.21,38,179.0,156,94,122.0,,271,11.45,11.45,378.0,,,,,,,,2.61,2.61,2,0.06,86,107663,0.09,0.09,0.0,0.0,3.0,61552.0,Greece Super Liga
Atromitos,,,,75.58,75.58,2494,,,,,,47.0,47.0,1551,3.82,3.82,126,29.94,29.94,988,11.12,11.12,367,,,,,,,,,,,,,,,,,,78033.0,8.36,,,,,,,,,1.21,1.21,40,,,,,66.67,1.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,108695.0,,288,8.73,40,196.0,158,111,125.0,,288,11.27,11.27,372.0,,,,,,,,2.36,2.36,0,0.0,78,61148,0.06,0.06,0.0,0.0,2.0,108640.0,Greece Super Liga
OFI,,,,87.12,87.12,2875,,,,,,53.76,53.76,1774,3.79,3.79,125,37.58,37.58,1240,14.64,14.64,483,,,,,,,,,,,,,,,,,,23277845.0,7.45,,,,,,,,,2.27,2.27,75,,,,,0.0,0.0,1.0,,,,0.06,0.06,0.0,0.0,2.0,101745.0,,313,9.48,49,204.0,153,114,132.0,,313,10.58,10.58,349.0,,,,,,,,2.79,2.79,0,0.0,92,215454,0.03,0.03,0.0,0.0,1.0,190280.0,Greece Super Liga
Lamia,,,,75.18,75.18,2481,,,,,,40.76,40.76,1345,3.7,3.7,122,30.61,30.61,1010,15.55,15.55,513,,,,,,,,,,,,,,,,,,110265.0,7.09,,,,,,,,,1.39,1.39,46,,,,,0.0,2.0,0.0,,,,0.15,0.15,0.0,0.0,5.0,109409.0,,288,8.73,35,193.0,147,103,120.0,,288,10.85,10.85,358.0,,,,,,,,2.48,2.48,0,0.0,82,77364,0.09,0.09,0.0,0.0,3.0,69567.0,Greece Super Liga
AEK Athens,,,,95.58,95.58,3441,,,,,,56.17,56.17,2022,6.36,6.36,229,55.61,55.61,2002,16.25,16.25,585,,,,,,,,,,,,,,,,,,32537.0,7.52,,,,,,,,,2.31,2.31,83,,,,,72.73,3.0,8.0,,,,,,,,,,,573,15.92,95,404.0,269,212,208.0,,573,12.11,12.11,436.0,,,,,,,,2.03,2.03,0,0.0,73,155550,,,,,,,Greece Super Liga
PAOK,,,,92.61,92.61,3334,,,,,,58.39,58.39,2102,5.92,5.92,213,48.42,48.42,1743,13.36,13.36,481,,,,,,,,,,,,,,,,,,219784.0,7.35,,,,,,,,,1.53,1.53,55,,,,,87.5,1.0,7.0,,,,0.08,0.08,1.0,0.03,3.0,109375.0,,429,11.92,69,312.0,202,162,152.0,,429,10.72,10.72,386.0,,,,,,,,2.25,2.25,0,0.0,81,219784,,,,,,,Greece Super Liga
Panaitolikos,,,,65.94,65.94,2176,,,,,,42.33,42.33,1397,2.73,2.73,90,26.58,26.58,877,12.61,12.61,416,,,,,,,,,,,,,,,,,,186524.0,7.1,,,,,,,,,1.18,1.18,39,,,,,80.0,0.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,62610.0,,233,7.06,46,158.0,129,82,113.0,,233,11.42,11.42,377.0,,,,,,,,2.3,2.3,0,0.0,76,159408,0.06,0.06,0.0,0.0,2.0,188883.0,Greece Super Liga
Panathinaikos,,,,101.19,101.19,3643,,,,,,56.0,56.0,2016,5.25,5.25,189,46.94,46.94,1690,13.08,13.08,471,,,,,,,,,,,,,,,,,,186909.0,8.05,,,,,,,,,1.36,1.36,49,,,,,90.91,1.0,10.0,,,,0.06,0.06,0.0,0.0,2.0,24271.0,,429,11.92,77,303.0,202,144,151.0,,429,11.67,11.67,420.0,,,,,,,,1.92,1.92,0,0.0,69,107960,0.06,0.06,0.0,0.0,2.0,24271.0,Greece Super Liga
Ionikos,,,,75.15,75.15,2480,,,,,,43.97,43.97,1451,3.91,3.91,129,32.64,32.64,1077,15.55,15.55,513,,,,,,,,,,,,,,,,,,35160.0,7.17,,,,,,,,,2.03,2.03,67,,,,,50.0,0.0,2.0,,,,0.06,0.06,0.0,0.0,2.0,129559.0,,305,9.24,45,164.0,142,112,156.0,,305,12.48,12.48,412.0,,,,,,,,2.94,2.94,3,0.09,97,94617,0.12,0.12,0.0,0.0,4.0,94617.0,Greece Super Liga
Aris,,,,84.92,84.92,3057,,,,,,55.92,55.92,2013,4.78,4.78,172,34.19,34.19,1231,12.81,12.81,461,,,,,,,,,,,,,,,,,,460314.0,7.43,,,,,,,,,2.39,2.39,86,,,,,66.67,2.0,4.0,,,,0.06,0.06,0.0,0.0,2.0,187013.0,,364,10.11,51,249.0,183,147,167.0,,364,11.78,11.78,424.0,,,,,,,,2.19,2.19,0,0.0,79,219091,0.11,0.11,0.0,0.0,4.0,63093.0,Greece Super Liga
Levadiakos,,,,74.64,74.64,2463,,,,,,40.58,40.58,1339,4.27,4.27,141,32.12,32.12,1060,14.52,14.52,479,,,,,,,,,,,,,,,,,,75320.0,7.17,,,,,,,,,1.12,1.12,37,,,,,75.0,1.0,3.0,,,,0.09,0.09,,,3.0,,,309,9.36,54,171.0,134,114,140.0,,309,11.42,11.42,377.0,,,,,,,,2.52,2.52,0,0.0,83,96693,0.09,0.09,0.0,0.0,3.0,107929.0,Greece Super Liga
Olympiacos F.C.,,,,86.11,86.11,3100,,,,,,54.17,54.17,1950,4.75,4.75,171,42.17,42.17,1518,13.03,13.03,469,,,,,,,,,,,,,,,,,,27813909.0,7.8,,,,,,,,,1.89,1.89,68,,,,,77.78,2.0,7.0,,,,0.03,0.03,0.0,0.0,1.0,11298638.0,,486,13.5,76,326.0,217,194,194.0,,486,12.47,12.47,449.0,,,,,,,,1.83,1.83,0,0.0,66,31049,0.06,0.06,0.0,0.0,2.0,31049.0,Greece Super Liga
PAS Giannina,,,,68.88,68.88,2273,,,,,,43.03,43.03,1420,3.76,3.76,124,28.12,28.12,928,13.03,13.03,430,,,,,,,,,,,,,,,,,,6642550.0,7.55,,,,,,,,,1.45,1.45,48,,,,,57.14,3.0,4.0,,,,0.03,0.03,,,1.0,,,293,8.88,46,196.0,161,91,121.0,,293,13.33,13.33,440.0,,,,,,,,2.33,2.33,1,0.03,77,29227,0.03,0.03,0.0,0.0,1.0,108904.0,Greece Super Liga
