name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Volos NFC vs Lamia,2023-08-18 18:00:00,Game ended in draw.,Greece Super Liga,Volos NFC,Lamia,2,2,14,6,7.0,0.0,2.0,4.0,10.0,13.0,108.0,71.0,38.0,36.0,62.0,38.0,0.0,1.0,5.0,11.0,5.0,2.0,1.0,2.0,1.0,0.0,5.0,12.0,13.0,16.0,5.0,3.0,3.0,3.0,2.51,3.03,3.17,1.79,2.02,,,,,,,2.5,3.1,3.1,1.75,2.0,1.8,2.05,2.1,1.78,,,2023-2024
PAS Giannina vs Kifisia,2023-08-20 16:00:00,PAS Giannina won after full-time.,Greece Super Liga,PAS Giannina,Kifisia,3,0,4,12,7.0,2.0,3.0,2.0,13.0,3.0,103.0,80.0,55.0,57.0,48.0,52.0,1.0,0.0,8.0,2.0,5.0,1.0,5.0,2.0,,,9.0,3.0,16.0,19.0,0.0,2.0,2.0,4.0,2.11,3.04,4.1,1.69,2.17,,,,,,,2.05,3.1,4.2,1.67,2.1,1.88,1.98,2.1,1.78,,,2023-2024
OFI vs Aris,2023-08-20 16:30:00,OFI won after full-time.,Greece Super Liga,OFI,Aris,3,2,14,10,3.0,4.0,7.0,5.0,14.0,17.0,82.0,108.0,38.0,44.0,36.0,64.0,0.0,0.0,10.0,10.0,4.0,7.0,1.0,2.0,,,11.0,11.0,25.0,13.0,4.0,1.0,5.0,3.0,2.9,3.24,2.56,2.0,1.81,,,,,,,2.88,3.4,2.45,1.91,1.91,,,1.85,2.0,2.03,1.83,2023-2024
PAOK vs Asteras Tripolis,2023-08-20 17:00:00,PAOK won after full-time.,Greece Super Liga,PAOK,Asteras Tripolis,3,0,6,13,3.0,1.0,5.0,6.0,13.0,8.0,126.0,83.0,61.0,18.0,63.0,37.0,1.0,1.0,10.0,3.0,3.0,5.0,3.0,4.0,,,10.0,8.0,5.0,12.0,1.0,4.0,2.0,1.0,1.34,4.98,9.75,1.55,2.46,,,,,,,1.3,4.75,11.0,1.53,2.38,,,,,1.95,1.9,2023-2024
Olympiakos Piraeus vs Panserraikos,2023-08-20 19:00:00,Olympiakos Piraeus won after full-time.,Greece Super Liga,Olympiacos F.C.,Panserraikos,2,0,11,7,8.0,3.0,21.0,3.0,31.0,6.0,155.0,61.0,113.0,16.0,72.0,28.0,1.0,1.0,21.0,4.0,10.0,2.0,1.0,1.0,,,20.0,4.0,19.0,7.0,2.0,1.0,3.0,0.0,1.16,7.25,20.53,1.41,2.89,,,,,,,1.17,7.0,21.0,1.4,2.75,,,,,,,2023-2024
Panaitolikos vs PAS Giannina,2023-08-25 18:00:00,Game ended in draw.,Greece Super Liga,Panaitolikos,PAS Giannina,0,0,8,1,2.0,3.0,8.0,5.0,19.0,7.0,101.0,82.0,24.0,32.0,51.0,49.0,0.0,0.0,12.0,3.0,7.0,4.0,0.0,3.0,,,14.0,7.0,16.0,19.0,2.0,7.0,1.0,4.0,2.51,2.93,3.3,1.75,2.08,,,,,,,2.38,3.1,3.2,1.7,2.05,1.93,1.93,2.1,1.78,,,2023-2024
Asteras Tripolis vs OFI,2023-08-26 17:00:00,Asteras Tripolis won after full-time.,Greece Super Liga,Asteras Tripolis,OFI,3,0,13,4,3.0,4.0,4.0,9.0,12.0,17.0,92.0,120.0,34.0,64.0,42.0,58.0,0.0,0.0,10.0,12.0,2.0,5.0,6.0,3.0,0.0,1.0,8.0,14.0,16.0,16.0,6.0,1.0,1.0,3.0,2.31,3.01,3.58,1.74,2.1,,,,,,,2.4,3.1,3.2,1.7,2.05,1.88,1.98,2.1,1.78,,,2023-2024
Panathinaikos vs Volos NFC,2023-08-26 17:00:00,Panathinaikos won after full-time.,Greece Super Liga,Panathinaikos,Volos NFC,3,0,8,6,6.0,1.0,2.0,2.0,13.0,5.0,144.0,57.0,53.0,17.0,80.0,20.0,0.0,0.0,6.0,4.0,7.0,1.0,0.0,2.0,,,10.0,5.0,16.0,19.0,2.0,5.0,1.0,3.0,1.26,6.14,10.24,1.56,2.42,,,,,,,1.25,5.25,12.0,1.62,2.2,,,1.93,1.93,1.85,2.0,2023-2024
AEK Athens vs Panserraikos,2023-08-26 18:30:00,Game ended in draw.,Greece Super Liga,AEK Athens,Panserraikos,1,1,9,12,12.0,1.0,19.0,4.0,36.0,9.0,156.0,56.0,102.0,12.0,82.0,18.0,1.0,0.0,24.0,6.0,12.0,3.0,0.0,3.0,0.0,1.0,26.0,6.0,6.0,20.0,3.0,7.0,1.0,6.0,1.17,7.48,15.24,1.53,2.47,,,,,,,1.2,6.5,15.0,1.5,2.5,,,,,,,2023-2024
Lamia vs Aris,2023-08-27 16:15:00,Lamia won after full-time.,Greece Super Liga,Lamia,Aris,1,0,7,13,2.0,2.0,2.0,1.0,7.0,7.0,81.0,135.0,31.0,46.0,29.0,71.0,0.0,0.0,5.0,4.0,2.0,3.0,3.0,0.0,,,6.0,4.0,22.0,16.0,3.0,2.0,3.0,4.0,3.65,3.09,2.24,1.78,2.04,,,,,,,3.5,3.1,2.25,1.75,2.0,1.83,2.03,2.13,1.75,,,2023-2024
