name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Werder Bremen vs FC Bayern München,2023-08-18 18:30:00,FC Bayern München won after full-time.,Germany Bundesliga,Werder Bremen,FC Bayern München,0,4,18,7,0.0,6.0,5.0,8.0,6.0,25.0,68.0,139.0,22.0,71.0,28.0,72.0,0.0,0.0,3.0,14.0,3.0,11.0,3.0,0.0,13.0,5.0,6.0,16.0,17.0,11.0,6.0,1.0,2.0,1.0,8.9,6.28,1.32,2.3,1.65,,,,,,,7.5,6.5,1.3,2.2,1.62,,,,,,,2023-2024
Bayer 04 Leverkusen vs RB Leipzig,2023-08-19 13:30:00,Bayer 04 Leverkusen won after full-time.,Germany Bundesliga,Bayer 04 Leverkusen,RB Leipzig,3,2,17,3,4.0,5.0,3.0,4.0,11.0,14.0,106.0,99.0,47.0,27.0,44.0,56.0,0.0,0.0,6.0,9.0,5.0,5.0,2.0,0.0,5.0,6.0,11.0,13.0,13.0,10.0,4.0,4.0,1.0,2.0,2.42,3.63,3.0,2.46,1.59,,,,,,,2.38,3.6,2.8,2.25,1.57,,,,,,,2023-2024
VfL Wolfsburg vs Heidenheim,2023-08-19 13:30:00,VfL Wolfsburg won after full-time.,Germany Bundesliga,VfL Wolfsburg,Heidenheim,2,0,8,14,1.0,7.0,7.0,6.0,18.0,14.0,121.0,137.0,33.0,53.0,48.0,52.0,0.0,0.0,14.0,9.0,4.0,5.0,2.0,0.0,7.0,8.0,18.0,13.0,10.0,9.0,1.0,6.0,3.0,0.0,1.66,4.42,5.11,2.43,1.61,,,,,,,1.65,4.0,5.0,2.2,1.62,,,,,,,2023-2024
TSG Hoffenheim vs SC Freiburg,2023-08-19 13:30:00,SC Freiburg won after full-time.,Germany Bundesliga,TSG Hoffenheim,SC Freiburg,1,2,13,6,4.0,2.0,7.0,7.0,22.0,18.0,124.0,98.0,65.0,58.0,50.0,50.0,0.0,0.0,14.0,14.0,8.0,4.0,3.0,0.0,10.0,6.0,24.0,17.0,9.0,9.0,6.0,3.0,0.0,1.0,2.23,3.74,3.27,2.61,1.53,,,,,,,2.15,3.6,3.1,2.25,1.57,,,,,,,2023-2024
FC Augsburg vs Borussia Mönchengladbach,2023-08-19 13:30:00,Game ended in draw.,Germany Bundesliga,FC Augsburg,Borussia Mönchengladbach,4,4,2,9,8.0,7.0,7.0,3.0,20.0,10.0,110.0,85.0,43.0,30.0,56.0,44.0,1.0,1.0,12.0,8.0,8.0,2.0,4.0,1.0,6.0,9.0,20.0,9.0,9.0,14.0,1.0,3.0,1.0,2.0,2.92,3.72,2.44,2.59,1.54,,,,,,,2.8,3.6,2.38,2.5,1.5,,,,,,,2023-2024
VfB Stuttgart vs VfL Bochum 1848,2023-08-19 13:30:00,VfB Stuttgart won after full-time.,Germany Bundesliga,VfB Stuttgart,VfL Bochum 1848,5,0,15,11,7.0,0.0,6.0,2.0,21.0,4.0,122.0,82.0,52.0,16.0,60.0,40.0,0.0,0.0,14.0,4.0,7.0,0.0,2.0,2.0,5.0,7.0,19.0,4.0,5.0,12.0,1.0,4.0,1.0,1.0,1.79,4.14,4.5,2.35,1.64,,,,,,,1.73,4.2,4.2,2.1,1.67,,,,,,,2023-2024
Borussia Dortmund vs FC Köln,2023-08-19 16:30:00,Borussia Dortmund won after full-time.,Germany Bundesliga,Borussia Dortmund,FC Köln,1,0,6,13,6.0,3.0,6.0,5.0,13.0,11.0,153.0,78.0,60.0,42.0,67.0,33.0,0.0,0.0,10.0,6.0,3.0,5.0,1.0,2.0,7.0,7.0,3.0,7.0,11.0,9.0,4.0,1.0,1.0,0.0,1.51,4.98,6.21,2.44,1.6,,,,,,,1.45,5.0,6.0,2.2,1.62,,,,,,,2023-2024
FC Union Berlin vs FSV Mainz 05,2023-08-20 13:30:00,FC Union Berlin won after full-time.,Germany Bundesliga,FC Union Berlin,FSV Mainz 05,4,1,12,9,3.0,1.0,4.0,3.0,11.0,10.0,87.0,125.0,25.0,46.0,46.0,54.0,0.0,2.0,9.0,9.0,2.0,1.0,1.0,0.0,7.0,0.0,10.0,7.0,10.0,16.0,3.0,2.0,1.0,5.0,2.24,3.28,3.69,1.9,1.97,,,,,,,2.1,3.4,3.6,1.91,1.91,,,2.02,1.88,2.1,1.8,2023-2024
Eintracht Frankfurt vs Darmstadt 98,2023-08-20 15:30:00,Eintracht Frankfurt won after full-time.,Germany Bundesliga,Eintracht Frankfurt,Darmstadt 98,1,0,10,11,7.0,3.0,5.0,5.0,9.0,10.0,122.0,87.0,49.0,38.0,61.0,39.0,0.0,0.0,7.0,6.0,2.0,4.0,0.0,2.0,7.0,10.0,9.0,9.0,11.0,16.0,2.0,2.0,2.0,3.0,1.49,4.78,6.68,2.02,1.85,,,,,,,1.45,5.0,5.75,1.95,1.8,,,,,,,2023-2024
RB Leipzig vs VfB Stuttgart,2023-08-25 18:30:00,RB Leipzig won after full-time.,Germany Bundesliga,RB Leipzig,VfB Stuttgart,5,1,11,1,4.0,4.0,6.0,4.0,20.0,9.0,117.0,66.0,41.0,19.0,54.0,46.0,0.0,0.0,11.0,5.0,9.0,4.0,4.0,1.0,7.0,5.0,15.0,5.0,13.0,14.0,2.0,6.0,1.0,1.0,1.61,4.41,5.55,2.27,1.68,,,,,,,1.57,4.5,5.0,2.1,1.67,,,,,,,2023-2024
