name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Rosario Central vs Argentinos Juniors,2023-01-27 22:15:00,Rosario Central won after full-time.,Argentina Liga Profissional de Futebol,Rosario Central,Argentinos Juniors,1,0,,,3.0,3.0,1.0,6.0,6.0,18.0,59.0,137.0,35.0,72.0,24.0,76.0,0.0,0.0,3.0,12.0,3.0,6.0,3.0,3.0,7.0,9.0,4.0,10.0,16.0,13.0,7.0,3.0,3.0,2.0,3.3,2.93,2.57,1.68,2.23,,,,,,,,3.1,,1.62,2.2,2.05,1.8,,,,,2023
Defensa y Justicia vs Huracán,2023-01-28 00:30:00,Huracán won after full-time.,Argentina Liga Profissional de Futebol,Defensa y Justicia,Huracán,2,4,10,14,5.0,7.0,4.0,3.0,14.0,15.0,115.0,97.0,62.0,49.0,62.0,37.0,0.0,0.0,7.0,11.0,7.0,4.0,0.0,3.0,,,8.0,9.0,13.0,10.0,5.0,1.0,2.0,2.0,3.33,2.94,2.55,1.72,2.16,,,,,,,,3.1,,1.67,2.1,2.0,1.85,,,,,2023
San Lorenzo vs Arsenal de Sarandi,2023-01-28 20:00:00,San Lorenzo won after full-time.,Argentina Liga Profissional de Futebol,San Lorenzo,Arsenal de Sarandí,1,0,23,2,6.0,3.0,4.0,5.0,12.0,10.0,98.0,112.0,41.0,50.0,45.0,55.0,0.0,0.0,7.0,4.0,5.0,6.0,0.0,0.0,0.0,15.0,6.0,6.0,15.0,14.0,4.0,2.0,1.0,2.0,1.72,3.32,6.42,1.47,2.77,,,,,,,,3.5,,1.5,2.5,2.05,1.8,,,,,2023
Estudiantes vs Tigre,2023-01-28 22:15:00,Tigre won after full-time.,Argentina Liga Profissional de Futebol,Estudiantes,Tigre,1,2,11,26,8.0,4.0,12.0,6.0,17.0,15.0,152.0,78.0,58.0,22.0,60.0,40.0,0.0,0.0,10.0,6.0,7.0,9.0,2.0,1.0,,,16.0,9.0,12.0,11.0,2.0,3.0,2.0,1.0,2.68,3.13,2.93,1.92,1.92,,,,,,,,3.1,,1.8,1.95,,,2.0,1.85,,,2023
Talleres Córdoba vs Independiente,2023-01-28 22:15:00,Independiente won after full-time.,Argentina Liga Profissional de Futebol,Talleres Córdoba,Independiente,0,1,25,15,2.0,2.0,3.0,5.0,7.0,11.0,92.0,85.0,46.0,20.0,61.0,39.0,0.0,0.0,2.0,5.0,5.0,6.0,3.0,0.0,,,4.0,6.0,14.0,18.0,2.0,1.0,4.0,2.0,2.26,3.02,3.85,1.65,2.18,,,,,,,,3.1,,1.62,2.2,2.05,1.8,,,,,2023
Central Cordoba SdE vs River Plate,2023-01-29 00:30:00,River Plate won after full-time.,Argentina Liga Profissional de Futebol,Central Cordoba SdE,River Plate,0,2,8,21,6.0,6.0,3.0,10.0,10.0,21.0,91.0,120.0,40.0,35.0,36.0,64.0,0.0,0.0,3.0,13.0,7.0,8.0,3.0,3.0,,,6.0,15.0,10.0,14.0,4.0,4.0,0.0,2.0,5.49,3.7,1.71,1.84,2.0,,,,,,,,3.7,,1.95,1.8,,,,,1.93,1.93,2023
Platense vs Newell's Old Boys,2023-01-29 20:00:00,Game ended in draw.,Argentina Liga Profissional de Futebol,Platense,Newell's Old Boys,2,2,19,18,1.0,3.0,3.0,2.0,9.0,10.0,121.0,62.0,52.0,15.0,48.0,52.0,0.0,1.0,6.0,4.0,3.0,6.0,2.0,1.0,5.0,7.0,5.0,7.0,15.0,11.0,6.0,1.0,2.0,1.0,3.17,2.82,2.75,1.6,2.4,,,,,,,,2.8,,1.53,2.38,2.05,1.8,,,,,2023
Racing Club vs Belgrano,2023-01-29 22:15:00,Game ended in draw.,Argentina Liga Profissional de Futebol,Racing Club,Belgrano,0,0,20,6,7.0,3.0,8.0,4.0,14.0,7.0,146.0,67.0,65.0,30.0,70.0,30.0,0.0,0.0,5.0,3.0,9.0,4.0,9.0,1.0,,,11.0,4.0,4.0,15.0,1.0,2.0,1.0,3.0,1.59,3.9,6.62,1.74,2.13,,,,,,,,3.8,,1.67,2.1,,,1.9,1.95,,,2023
Colón vs Lanús,2023-01-29 22:15:00,Lanús won after full-time.,Argentina Liga Profissional de Futebol,Club Atletico Colón,Lanús,0,0,9,17,5.0,2.0,9.0,6.0,11.0,14.0,146.0,85.0,52.0,34.0,61.0,39.0,0.0,0.0,6.0,7.0,5.0,7.0,0.0,1.0,,,,,13.0,15.0,3.0,0.0,2.0,1.0,2.42,3.07,3.41,1.85,1.99,,,,,,,,,,,,,,,,,,2023
Instituto vs Sarmiento,2023-01-29 22:15:00,Game ended in draw.,Argentina Liga Profissional de Futebol,Instituto,Sarmiento,0,0,16,24,6.0,3.0,7.0,2.0,18.0,5.0,115.0,100.0,57.0,31.0,66.0,34.0,0.0,0.0,5.0,3.0,13.0,2.0,0.0,2.0,,,8.0,5.0,10.0,9.0,3.0,2.0,2.0,1.0,2.08,3.08,4.36,1.7,2.27,,,,,,,,3.2,,1.7,2.05,1.93,1.93,,,,,2023
Boca Juniors vs Atlético Tucumán,2023-01-30 00:30:00,Boca Juniors won after full-time.,Argentina Liga Profissional de Futebol,Boca Juniors,Atlético Tucumán,1,0,7,3,5.0,5.0,11.0,6.0,19.0,13.0,106.0,83.0,41.0,50.0,60.0,39.0,0.0,0.0,7.0,8.0,12.0,5.0,1.0,3.0,,,13.0,6.0,11.0,19.0,1.0,3.0,1.0,4.0,1.78,3.41,5.48,1.66,2.27,,,,,,,,3.5,,1.57,2.25,1.88,1.98,,,,,2023
Barracas Central vs Godoy Cruz,2023-01-30 20:00:00,Godoy Cruz won after full-time.,Argentina Liga Profissional de Futebol,Barracas Central,Godoy Cruz,0,1,5,13,2.0,7.0,5.0,3.0,6.0,13.0,101.0,127.0,30.0,60.0,50.0,49.0,0.0,0.0,4.0,8.0,2.0,5.0,1.0,1.0,2.0,7.0,4.0,9.0,12.0,10.0,4.0,0.0,1.0,0.0,2.75,3.15,2.84,1.85,1.99,,,,,,,,3.1,,1.8,1.95,,,2.05,1.8,,,2023
Banfield vs Unión Santa Fe,2023-01-30 23:00:00,Game ended in draw.,Argentina Liga Profissional de Futebol,Banfield,Unión Santa Fe,0,0,4,27,6.0,5.0,9.0,6.0,15.0,16.0,100.0,101.0,51.0,47.0,43.0,57.0,0.0,0.0,10.0,10.0,5.0,6.0,2.0,1.0,,,10.0,10.0,9.0,11.0,5.0,3.0,3.0,2.0,2.56,2.98,3.26,1.77,2.1,,,,,,,,3.1,,1.67,2.1,1.95,1.9,,,,,2023
Vélez Sarsfield vs Gimnasia La Plata,2023-01-30 23:00:00,Vélez Sarsfield won after full-time.,Argentina Liga Profissional de Futebol,Vélez Sarsfield,Gimnasia La Plata,3,1,28,12,5.0,9.0,1.0,3.0,9.0,12.0,102.0,125.0,26.0,57.0,44.0,55.0,0.0,0.0,7.0,6.0,2.0,6.0,5.0,0.0,,,6.0,5.0,16.0,16.0,2.0,3.0,0.0,2.0,2.02,3.15,4.48,1.67,2.24,,,,,,,,3.8,,1.5,2.5,1.78,2.1,,,,,2023
Newell's Old Boys vs Vélez Sarsfield,2023-02-03 23:00:00,Newell's Old Boys won after full-time.,Argentina Liga Profissional de Futebol,Newell's Old Boys,Vélez Sarsfield,1,0,12,2,1.0,2.0,1.0,2.0,2.0,2.0,110.0,93.0,44.0,18.0,53.0,47.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,,2.0,2.0,10.0,14.0,0.0,0.0,3.0,2.0,2.78,2.97,2.98,1.75,2.12,,,,,,,,2.8,,1.7,2.05,2.0,1.85,,,,,2023
Tigre vs Rosario Central,2023-02-03 23:00:00,Game ended in draw.,Argentina Liga Profissional de Futebol,Tigre,Rosario Central,2,2,4,9,10.0,4.0,6.0,3.0,22.0,11.0,104.0,100.0,50.0,50.0,54.0,46.0,0.0,0.0,9.0,6.0,13.0,5.0,2.0,2.0,,,15.0,9.0,13.0,7.0,5.0,10.0,4.0,1.0,1.68,3.75,5.76,1.81,2.04,,,,,,,,3.75,,1.75,2.0,,,1.83,2.03,,,2023
Sarmiento vs Barracas Central,2023-02-04 20:00:00,Barracas Central won after full-time.,Argentina Liga Profissional de Futebol,Sarmiento,Barracas Central,3,5,16,22,4.0,5.0,2.0,5.0,7.0,20.0,69.0,113.0,25.0,55.0,46.0,54.0,2.0,2.0,6.0,9.0,1.0,11.0,1.0,0.0,10.0,3.0,5.0,16.0,17.0,6.0,6.0,0.0,5.0,3.0,1.88,3.3,4.98,1.74,2.14,,,,,,,,3.1,,1.67,2.1,1.83,2.03,,,,,2023
Arsenal de Sarandi vs Estudiantes,2023-02-04 20:00:00,Game ended in draw.,Argentina Liga Profissional de Futebol,Arsenal de Sarandí,Estudiantes,1,1,24,19,5.0,10.0,8.0,12.0,10.0,21.0,93.0,110.0,36.0,51.0,46.0,54.0,0.0,0.0,4.0,12.0,6.0,9.0,2.0,1.0,14.0,11.0,8.0,15.0,9.0,13.0,6.0,1.0,2.0,2.0,3.83,3.11,2.19,1.79,2.07,,,,,,,,3.0,,1.7,2.05,1.85,2.0,,,,,2023
Belgrano vs River Plate,2023-02-04 22:15:00,Belgrano won after full-time.,Argentina Liga Profissional de Futebol,Belgrano,River Plate,2,1,13,5,1.0,8.0,1.0,8.0,3.0,15.0,85.0,143.0,26.0,61.0,34.0,66.0,0.0,0.0,3.0,7.0,0.0,8.0,0.0,2.0,10.0,7.0,3.0,13.0,14.0,17.0,3.0,0.0,1.0,3.0,4.62,3.47,1.88,1.81,2.03,,,,,,,,3.3,,1.8,1.95,,,1.9,1.95,,,2023
Lanús vs San Lorenzo,2023-02-05 00:30:00,Lanús won after full-time.,Argentina Liga Profissional de Futebol,Lanús,San Lorenzo,2,1,8,10,1.0,7.0,2.0,14.0,9.0,24.0,107.0,147.0,27.0,66.0,49.0,50.0,1.0,0.0,4.0,14.0,5.0,10.0,1.0,0.0,16.0,3.0,7.0,18.0,14.0,13.0,2.0,4.0,4.0,4.0,2.92,2.73,3.08,1.61,2.37,,,,,,,,2.7,,1.57,2.25,2.1,1.78,,,,,2023
