name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Al Ahli vs Al Hazm,2023-08-11 18:00:00,Al Ahli Jeddah won after full-time.,Saudi Arabia Liga Profissional,Al Ahli,Al Hazm,3,1,2,6,3.0,8.0,5.0,6.0,15.0,10.0,95.0,98.0,41.0,50.0,59.0,41.0,0.0,0.0,11.0,5.0,4.0,5.0,8.0,2.0,7.0,5.0,11.0,7.0,9.0,16.0,2.0,4.0,1.0,2.0,1.18,7.01,16.58,,,,,,,,,1.14,7.0,17.0,1.5,2.5,,,,,,,2023
Al Tai vs Damac,2023-08-12 15:00:00,Al Tai won after full-time.,Saudi Arabia Liga Profissional,Al Tai,Damac FC,1,0,10,16,2.0,3.0,2.0,2.0,6.0,8.0,83.0,95.0,30.0,57.0,51.0,49.0,0.0,0.0,3.0,4.0,3.0,4.0,1.0,3.0,,,3.0,3.0,12.0,24.0,2.0,1.0,0.0,5.0,1.9,3.42,4.37,2.1,1.74,,,,,,,1.91,3.3,4.0,1.91,1.8,,,,,1.93,1.88,2023
Al Feiha vs Al Khaleej,2023-08-12 18:00:00,Al Feiha won after full-time.,Saudi Arabia Liga Profissional,Al-Fayha,Al Khaleej,3,1,17,11,3.0,9.0,4.0,4.0,7.0,16.0,67.0,136.0,27.0,84.0,37.0,63.0,1.0,0.0,5.0,13.0,2.0,3.0,3.0,3.0,,,8.0,8.0,15.0,10.0,2.0,0.0,3.0,1.0,2.37,3.23,3.19,1.95,1.85,,,,,,,2.38,3.25,3.0,1.83,1.83,,,1.83,1.98,,,2023
Al Fateh vs Al Taawoun,2023-08-13 18:00:00,Game ended in draw.,Saudi Arabia Liga Profissional,Al Fateh,Al Taawoun,1,1,7,13,5.0,11.0,3.0,12.0,10.0,20.0,70.0,96.0,61.0,47.0,47.0,53.0,0.0,0.0,7.0,8.0,3.0,12.0,1.0,0.0,,,9.0,17.0,8.0,6.0,6.0,3.0,2.0,2.0,2.15,3.69,3.25,2.31,1.62,,,,,,,2.15,3.4,3.4,2.25,1.57,,,,,,,2023
Al Riyadh vs Al-Wehda,2023-08-13 18:00:00,Al Riyadh won after full-time.,Saudi Arabia Liga Profissional,Al Riyadh,Al-Wehda,1,0,14,5,3.0,8.0,3.0,8.0,6.0,18.0,80.0,125.0,36.0,70.0,43.0,57.0,0.0,0.0,2.0,12.0,4.0,6.0,1.0,2.0,,,6.0,14.0,14.0,6.0,7.0,2.0,2.0,1.0,1.97,3.54,3.92,1.9,1.9,,,,,,,1.91,3.5,3.75,1.83,1.83,,,1.83,1.98,1.98,1.83,2023
Abha vs Al Hilal,2023-08-14 15:00:00,Al Hilal won after full-time.,Saudi Arabia Liga Profissional,Abha,Al Hilal,1,3,11,12,3.0,8.0,7.0,11.0,12.0,26.0,55.0,138.0,31.0,61.0,28.0,72.0,0.0,0.0,5.0,15.0,7.0,11.0,2.0,1.0,,,9.0,16.0,8.0,7.0,5.0,3.0,0.0,1.0,8.38,5.4,1.32,,,,,,,,,5.5,3.6,1.57,2.1,1.67,,,,,,,2023
Al Raed vs Al Ittihad,2023-08-14 15:00:00,Al Ittihad won after full-time.,Saudi Arabia Liga Profissional,Al Raed,Al Ittihad,0,3,14,9,1.0,10.0,4.0,5.0,5.0,19.0,48.0,157.0,16.0,69.0,32.0,68.0,0.0,0.0,4.0,14.0,1.0,5.0,1.0,2.0,,,5.0,12.0,5.0,6.0,6.0,1.0,0.0,0.0,15.99,8.29,1.15,1.64,2.25,,,,,,,19.0,7.0,1.14,1.57,2.25,,,,,,,2023
Al Ettifaq vs Al Nassr,2023-08-14 18:00:00,Al Ittifaq won after full-time.,Saudi Arabia Liga Profissional,Al Ettifaq,Al Nassr,2,1,11,10,2.0,3.0,2.0,5.0,5.0,10.0,72.0,102.0,24.0,46.0,44.0,56.0,0.0,0.0,4.0,6.0,1.0,4.0,2.0,1.0,,,5.0,9.0,10.0,12.0,1.0,1.0,0.0,0.0,2.3,3.7,2.94,2.42,1.56,,,,,,,2.25,3.1,3.0,2.38,1.53,,,,,,,2023
Al Shabab vs Al Akhdoud,2023-08-14 18:00:00,Game ended in draw.,Saudi Arabia Liga Profissional,Al Shabab,Al Akhdoud,1,1,12,9,5.0,2.0,7.0,4.0,13.0,8.0,148.0,72.0,76.0,23.0,66.0,34.0,0.0,1.0,12.0,5.0,1.0,3.0,5.0,1.0,,,8.0,5.0,8.0,15.0,2.0,3.0,2.0,2.0,1.61,4.34,5.01,2.16,1.7,,,,,,,1.55,4.2,5.25,2.1,1.67,,,,,,,2023
Damac vs Al Riyadh,2023-08-17 15:00:00,Game ended in draw.,Saudi Arabia Liga Profissional,Damac FC,Al Riyadh,2,2,14,6,11.0,0.0,10.0,2.0,22.0,5.0,138.0,80.0,53.0,15.0,57.0,43.0,0.0,0.0,16.0,2.0,6.0,3.0,4.0,1.0,,,12.0,6.0,13.0,10.0,1.0,3.0,2.0,2.0,1.97,3.54,3.91,2.01,1.8,,,,,,,1.91,3.4,4.2,1.91,1.8,,,,,1.93,1.88,2023
