name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
América vs Juárez,2023-07-01 01:00:00,Juárez won after full-time.,Mexico Liga MX,América,Juárez,1,2,1,2,10.0,2.0,6.0,2.0,14.0,8.0,141.0,88.0,53.0,35.0,62.0,38.0,0.0,0.0,6.0,2.0,8.0,6.0,3.0,2.0,3.0,12.0,10.0,6.0,11.0,5.0,4.0,2.0,2.0,2.0,1.48,4.72,7.03,1.98,1.88,,,,,,,,,,,,,,,,,,2023-2024
Mazatlán vs Pachuca,2023-07-01 01:00:00,Game ended in draw.,Mexico Liga MX,Mazatlán,Pachuca,1,1,1,2,2.0,9.0,4.0,6.0,10.0,21.0,96.0,125.0,42.0,37.0,45.0,55.0,0.0,1.0,8.0,15.0,2.0,6.0,1.0,2.0,9.0,10.0,6.0,7.0,10.0,9.0,6.0,4.0,3.0,2.0,3.79,3.53,2.08,2.38,1.61,,,,,,,,,,,,,,,,,,2023-2024
Tijuana vs Pumas UNAM,2023-07-01 03:10:00,Pumas UNAM won after full-time.,Mexico Liga MX,Tijuana,Pumas UNAM,2,3,17,13,5.0,6.0,3.0,2.0,14.0,14.0,120.0,90.0,39.0,33.0,56.0,44.0,0.0,1.0,9.0,7.0,5.0,7.0,1.0,0.0,2.0,4.0,9.0,10.0,16.0,12.0,4.0,5.0,2.0,2.0,2.01,3.82,3.7,2.31,1.65,,,,,,,,,,,,,,,,,,2023-2024
Atlético San Luis vs Monterrey,2023-07-01 23:00:00,Atlético San Luis won after full-time.,Mexico Liga MX,Atlético San Luis,Monterrey,1,1,3,9,5.0,2.0,10.0,9.0,19.0,16.0,88.0,81.0,68.0,44.0,53.0,47.0,2.0,0.0,11.0,10.0,8.0,6.0,0.0,1.0,,,5.0,7.0,3.0,1.0,2.0,6.0,2.0,2.0,3.67,3.53,2.11,2.11,1.77,,,,,,,,,,,,,,,,,,2023-2024
Tigres UANL vs Puebla,2023-07-02 01:00:00,Game ended in draw.,Mexico Liga MX,Tigres UANL,Puebla,1,1,16,12,6.0,3.0,11.0,2.0,23.0,7.0,141.0,92.0,79.0,19.0,58.0,42.0,0.0,0.0,11.0,3.0,12.0,4.0,3.0,2.0,4.0,12.0,11.0,3.0,6.0,11.0,3.0,4.0,3.0,4.0,1.5,4.74,6.44,2.14,1.75,,,,,,,,,,,,,,,,,,2023-2024
Atlas vs Cruz Azul,2023-07-02 03:10:00,Atlas won after full-time.,Mexico Liga MX,Atlas,Cruz Azul,2,0,2,4,8.0,4.0,9.0,5.0,15.0,10.0,108.0,99.0,31.0,35.0,55.0,45.0,0.0,0.0,9.0,7.0,6.0,3.0,2.0,0.0,11.0,9.0,11.0,9.0,9.0,11.0,3.0,3.0,1.0,2.0,1.91,3.59,4.4,1.87,1.98,,,,,,,,,,,,,,,,,,2023-2024
Toluca vs Necaxa,2023-07-02 18:00:00,Game ended in draw.,Mexico Liga MX,Toluca,Necaxa,0,0,18,10,5.0,4.0,6.0,4.0,16.0,9.0,111.0,70.0,49.0,30.0,63.0,37.0,0.0,0.0,10.0,7.0,6.0,2.0,0.0,4.0,10.0,11.0,6.0,8.0,12.0,7.0,3.0,3.0,2.0,5.0,1.64,4.36,5.25,2.27,1.67,,,,,,,,,,,,,,,,,,2023-2024
Santos Laguna vs Querétaro,2023-07-03 01:05:00,Querétaro won after full-time.,Mexico Liga MX,Santos Laguna,Querétaro,0,2,15,14,9.0,8.0,2.0,7.0,13.0,12.0,119.0,95.0,55.0,47.0,56.0,44.0,0.0,0.0,6.0,5.0,7.0,7.0,1.0,1.0,10.0,6.0,7.0,9.0,14.0,10.0,1.0,6.0,1.0,4.0,1.69,4.17,5.02,2.3,1.66,,,,,,,,,,,,,,,,,,2023-2024
León vs Guadalajara,2023-07-04 02:00:00,Guadalajara won after full-time.,Mexico Liga MX,León,Guadalajara,1,2,7,5,16.0,7.0,12.0,4.0,28.0,11.0,126.0,67.0,81.0,39.0,70.0,30.0,0.0,0.0,16.0,9.0,12.0,2.0,4.0,1.0,9.0,12.0,14.0,7.0,8.0,9.0,1.0,7.0,1.0,3.0,1.88,3.53,4.63,1.88,1.97,,,,,,,,,,,,,,,,,,2023-2024
Puebla vs Santos Laguna,2023-07-08 01:00:00,Santos Laguna won after full-time.,Mexico Liga MX,Puebla,Santos Laguna,2,3,11,17,8.0,5.0,7.0,8.0,24.0,22.0,99.0,91.0,55.0,41.0,60.0,40.0,0.0,1.0,9.0,10.0,15.0,12.0,1.0,0.0,9.0,11.0,19.0,15.0,12.0,7.0,5.0,8.0,5.0,2.0,2.71,3.81,2.52,2.74,1.49,,,,,,,,,,,,,,,,,,2023-2024
