team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,average-points-per-game.average_points_per_game,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Hertha BSC,,,,85.5,85.5,2907,,,,,,1.76,47.68,47.68,1621,4.74,4.74,161,39.88,39.88,1356,11.74,11.74,399,,,,,,,,,,,,,,,,,,33121.0,7.76,,,,,,,,,1.94,1.94,66,,,,,87.5,1.0,7.0,9.0,23.0,4.0,0.06,0.06,0.0,0.0,2.0,31909.0,,459,13.5,119,313,174,176,145,,459,15.32,15.32,521,,,,,,,,2.12,2.12,0,0.0,72,5013,0.06,0.06,0.0,0.0,2.0,32428.0,Germany Bundesliga 2
Wehen Wiesbaden,,,,91.0,91.0,3094,,,,,,1.47,44.82,44.82,1524,4.38,4.38,149,36.26,36.26,1233,10.85,10.85,369,,,,,,,,,,,,,,,,,,43246.0,7.75,,,,,,,,,1.74,1.74,59,,,,,75.0,1.0,3.0,4.0,18.0,8.0,0.06,0.06,1.0,0.03,2.0,85657.0,,428,12.59,130,265,173,138,163,,428,19.41,19.41,660,,,,,,,,2.18,2.18,3,0.09,74,84466,0.12,0.12,0.0,0.0,4.0,31867.0,Germany Bundesliga 2
Paderborn,,,,98.85,98.85,3361,,,,,,1.88,53.71,53.71,1826,5.62,5.62,191,43.32,43.32,1473,10.65,10.65,362,,,,,,,,,,,,,,,,,,741531.0,7.96,,,,,,,,,1.47,1.47,50,,,,,80.0,1.0,4.0,5.0,17.0,8.0,0.09,0.09,0.0,0.0,3.0,142392.0,,483,14.21,117,307,209,168,174,,483,13.94,13.94,474,,,,,,,,1.74,1.74,1,0.03,59,13224982,0.06,0.06,0.0,0.0,2.0,31876.0,Germany Bundesliga 2
Osnabrück,,,,95.65,95.65,3252,,,,,,1.35,46.29,46.29,1574,4.88,4.88,166,44.76,44.76,1522,10.68,10.68,363,,,,,,,,,,,,,,,,,,35859.0,7.35,,,,,,,,,1.65,1.65,56,,,,,85.71,1.0,6.0,8.0,16.0,5.0,0.03,0.03,0.0,0.0,1.0,3862112.0,,385,11.32,120,239,161,119,145,,385,16.21,16.21,551,,,,,,,,2.26,2.26,2,0.06,77,35837,0.15,0.15,0.0,0.0,5.0,524645.0,Germany Bundesliga 2
St. Pauli,,,,109.47,109.47,3722,,,,,,2.18,57.38,57.38,1951,5.38,5.38,183,51.47,51.47,1750,8.85,8.85,301,,,,,,,,,,,,,,,,,,32802.0,7.92,,,,,,,,,1.68,1.68,57,,,,,66.67,0.0,3.0,7.0,18.0,3.0,0.03,0.03,0.0,0.0,1.0,88119.0,,547,16.09,139,349,224,192,198,,547,13.03,13.03,443,,,,,,,,1.82,1.82,5,0.15,62,6605,0.09,0.09,0.0,0.0,3.0,32516.0,Germany Bundesliga 2
Fortuna Düsseldorf,,,,102.88,102.88,3498,,,,,,2.06,51.94,51.94,1766,5.5,5.5,187,45.18,45.18,1536,9.76,9.76,332,,,,,,,,,,,,,,,,,,24817182.0,7.79,,,,,,,,,1.56,1.56,53,,,,,85.71,1.0,6.0,8.0,17.0,5.0,,,,,,,,498,14.65,115,326,234,175,172,,498,14.71,14.71,500,,,,,,,,2.12,2.12,3,0.09,72,27066902,0.03,0.03,0.0,0.0,1.0,31353.0,Germany Bundesliga 2
Holstein Kiel,,,,94.5,94.5,3213,,,,,,2.24,52.32,52.32,1779,5.82,5.82,198,40.06,40.06,1362,11.62,11.62,395,,,,,,,,,,,,,,,,,,35216.0,7.85,,,,,,,,,1.94,1.94,66,,,,,83.33,1.0,5.0,7.0,13.0,9.0,,,,,,,,504,14.82,124,327,201,191,177,,504,16.18,16.18,550,,,,,,,,2.09,2.09,3,0.09,71,1246,0.09,0.09,0.0,0.0,3.0,1246.0,Germany Bundesliga 2
SpVgg Greuther Fürth,,,,106.74,106.74,3629,,,,,,1.82,52.44,52.44,1783,5.76,5.76,196,49.71,49.71,1690,12.21,12.21,415,,,,,,,,,,,,,,,,,,31544.0,7.56,,,,,,,,,2.06,2.06,70,,,,,33.33,4.0,2.0,7.0,21.0,3.0,,,,,,,,466,13.71,138,285,179,164,182,,466,13.09,13.09,445,,,,,,,,1.88,1.88,3,0.09,64,32360,0.06,0.06,1.0,0.03,2.0,32096.0,Germany Bundesliga 2
Elversberg,,,,96.68,96.68,3287,,,,,,1.71,48.32,48.32,1643,4.44,4.44,151,40.35,40.35,1372,9.97,9.97,339,,,,,,,,,,,,,,,,,,37182.0,7.18,,,,,,,,,2.0,2.0,68,,,,,75.0,1.0,3.0,6.0,13.0,7.0,0.03,0.03,0.0,0.0,1.0,6983803.0,,433,12.74,105,256,178,163,177,,433,18.06,18.06,614,,,,,,,,2.09,2.09,0,0.0,71,47520,,,,,,,Germany Bundesliga 2
Hansa Rostock,,,,89.47,89.47,3042,,,,,,1.53,43.29,43.29,1472,4.47,4.47,152,37.88,37.88,1288,14.79,14.79,503,,,,,,,,,,,,,,,,,,36809.0,7.27,,,,,,,,,2.32,2.32,79,,,,,60.0,2.0,3.0,12.0,16.0,3.0,0.09,0.09,0.0,0.0,3.0,36809.0,,434,12.76,138,275,186,123,161,,434,18.59,18.59,632,,,,,,,,2.35,2.35,0,0.0,80,32230,0.03,0.03,0.0,0.0,1.0,32300.0,Germany Bundesliga 2
Schalke 04,,,,103.24,103.24,3510,,,,,,1.71,49.74,49.74,1691,5.53,5.53,188,42.91,42.91,1459,11.94,11.94,406,,,,,,,,,,,,,,,,,,32080.0,7.4,,,,,,,,,1.85,1.85,63,,,,,80.0,1.0,4.0,5.0,27.0,2.0,0.03,0.03,0.0,0.0,1.0,39608.0,,494,14.53,130,326,204,173,168,,494,15.06,15.06,512,,,,,,,,2.24,2.24,1,0.03,76,32314,0.09,0.09,0.0,0.0,3.0,32122.0,Germany Bundesliga 2
Kaiserslautern,,,,92.21,92.21,3135,,,,,,1.65,44.09,44.09,1499,5.35,5.35,182,46.62,46.62,1585,10.18,10.18,346,,,,,,,,,,,,,,,,,,27393.0,7.34,,,,,,,,,1.21,1.21,41,,,,,60.0,2.0,3.0,5.0,26.0,2.0,0.12,0.12,0.0,0.0,4.0,31976.0,,490,14.41,127,321,211,168,169,,490,15.06,15.06,512,,,,,,,,2.03,2.03,4,0.12,69,33684,0.03,0.03,0.0,0.0,1.0,458905.0,Germany Bundesliga 2
Karlsruher SC,,,,103.26,103.26,3511,,,,,,1.88,51.53,51.53,1752,5.88,5.88,200,48.97,48.97,1665,9.56,9.56,325,,,,,,,,,,,,,,,,,,33524.0,7.57,,,,,,,,,1.74,1.74,59,,,,,75.0,1.0,3.0,4.0,12.0,10.0,,,,,,,,511,15.03,148,366,187,194,148,,511,14.65,14.65,498,,,,,,,,1.79,1.79,0,0.0,61,38205,,,,,,,Germany Bundesliga 2
Hamburger SV,,,,114.0,114.0,3876,,,,,,2.0,57.15,57.15,1943,6.44,6.44,219,59.03,59.03,2007,11.47,11.47,390,,,,,,,,,,,,,,,,,,33598.0,7.85,,,,,,,,,2.21,2.21,75,,,,,71.43,2.0,5.0,3.0,23.0,5.0,0.12,0.12,0.0,0.0,4.0,162748.0,,546,16.06,148,360,218,192,186,,546,17.65,17.65,600,,,,,,,,2.21,2.21,4,0.12,75,32579,0.06,0.06,0.0,0.0,2.0,38208.0,Germany Bundesliga 2
Magdeburg,,,,109.24,109.24,3714,,,,,,1.53,60.26,60.26,2049,5.21,5.21,177,50.06,50.06,1702,10.12,10.12,344,,,,,,,,,,,,,,,,,,32683.0,7.71,,,,,,,,,1.91,1.91,65,,,,,83.33,1.0,5.0,4.0,21.0,5.0,0.15,0.15,0.0,0.0,5.0,417980.0,,440,12.94,118,252,159,176,185,,440,14.65,14.65,498,,,,,,,,2.38,2.38,1,0.03,81,32683,0.03,0.03,0.0,0.0,1.0,37582150.0,Germany Bundesliga 2
Eintracht Braunschweig,,,,89.26,89.26,3035,,,,,,1.65,42.32,42.32,1439,4.47,4.47,152,38.62,38.62,1313,10.32,10.32,351,,,,,,,,,,,,,,,,,,85623.0,7.4,,,,,,,,,1.29,1.29,44,,,,,66.67,0.0,3.0,3.0,18.0,10.0,0.09,0.09,0.0,0.0,3.0,36410.0,,415,12.21,102,275,186,140,141,,415,14.38,14.38,489,,,,,,,,2.15,2.15,0,0.0,73,34511,0.09,0.09,0.0,0.0,3.0,35044.0,Germany Bundesliga 2
Nürnberg,,,,83.15,83.15,2827,,,,,,1.65,45.38,45.38,1543,5.18,5.18,176,39.59,39.59,1346,10.35,10.35,352,,,,,,,,,,,,,,,,,,540023.0,7.45,,,,,,,,,2.44,2.44,83,,,,,71.43,2.0,5.0,6.0,21.0,3.0,0.12,0.12,0.0,0.0,4.0,32019.0,,421,12.38,133,250,157,144,171,,421,16.53,16.53,562,,,,,,,,2.5,2.5,3,0.09,85,32621,0.06,0.06,0.0,0.0,2.0,4598725.0,Germany Bundesliga 2
Hannover 96,,,,106.79,106.79,3631,,,,,,1.76,51.32,51.32,1745,5.26,5.26,179,46.21,46.21,1571,11.82,11.82,402,,,,,,,,,,,,,,,,,,3862358.0,7.51,,,,,,,,,1.91,1.91,65,,,,,87.5,0.0,8.0,7.0,19.0,1.0,0.09,0.09,0.0,0.0,3.0,32102.0,,494,14.53,129,336,212,168,158,,494,16.62,16.62,565,,,,,,,,1.76,1.76,2,0.06,60,418355,0.03,0.03,0.0,0.0,1.0,32469.0,Germany Bundesliga 2
