team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,average-points-per-game.average_points_per_game,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Al Ahli,,,,108.24,108.24,3680,,,,,,2.12,55.59,55.59,1890,6.03,6.03,205,52.79,52.79,1795,12.38,12.38,421,,,,,,,,,,,,,,,,,,971.0,7.94,,,,,,,,,2.38,2.38,81,,,,,80.0,0.0,5.0,10.0,19.0,4.0,0.09,0.09,0.0,0.0,3.0,22859293.0,,501,14.74,123,341,204,201,158,,501,18.88,18.88,642,,,,,,,,1.91,1.91,2,0.06,65,467567,0.06,0.06,0.0,0.0,2.0,467567.0,Saudi Arabia Liga Profissional
Al Hazm,,,,89.88,89.88,3056,,,,,,1.24,45.18,45.18,1536,4.65,4.65,158,47.35,47.35,1610,12.15,12.15,413,,,,,,,,,,,,,,,,,,159582.0,7.61,,,,,,,,,1.62,1.62,55,,,,,83.33,1.0,5.0,0.0,16.0,1.0,0.06,0.06,0.0,0.0,2.0,37422014.0,,391,11.5,97,233,180,133,154,,391,14.21,14.21,483,,,,,,,,1.82,1.82,1,0.03,62,109336,0.03,0.03,0.0,0.0,1.0,109336.0,Saudi Arabia Liga Profissional
Al Tai,,,,92.71,92.71,3152,,,,,,1.47,48.62,48.62,1653,4.56,4.56,155,42.44,42.44,1443,12.41,12.41,422,,,,,,,,,,,,,,,,,,159712.0,7.5,,,,,,,,,1.82,1.82,62,,,,,75.0,0.0,4.0,3.0,10.0,2.0,0.06,0.06,0.0,0.0,2.0,371504.0,,341,10.03,85,193,149,120,148,,341,15.79,15.79,537,,,,,,,,2.32,2.32,0,0.0,79,159712,0.06,0.06,0.0,0.0,2.0,24340.0,Saudi Arabia Liga Profissional
Damac FC,,,,88.68,88.68,3015,,,,,,1.59,48.88,48.88,1662,3.88,3.88,132,40.44,40.44,1375,11.76,11.76,400,,,,,,,,,,,,,,,,,,4913.0,8.69,,,,,,,,,2.71,2.71,92,,,,,80.0,0.0,5.0,3.0,18.0,3.0,0.18,0.18,1.0,0.03,6.0,290793.0,,370,10.88,95,212,164,123,159,,370,15.26,15.26,519,,,,,,,,1.88,1.88,3,0.09,64,292496,0.03,0.03,0.0,0.0,1.0,37543393.0,Saudi Arabia Liga Profissional
Al-Fayha,,,,85.53,85.53,2908,,,,,,1.65,43.12,43.12,1466,3.59,3.59,122,34.44,34.44,1171,10.74,10.74,365,,,,,,,,,,,,,,,,,,36457.0,7.88,,,,,,,,,2.82,2.82,96,,,,,83.33,1.0,5.0,1.0,8.0,1.0,0.09,0.09,0.0,0.0,3.0,303208.0,,338,9.94,78,219,139,134,120,,338,16.35,16.35,556,,,,,,,,1.94,1.94,0,0.0,66,66755,,,,,,,Saudi Arabia Liga Profissional
Al Khaleej,,,,83.88,83.88,2852,,,,,,1.53,47.94,47.94,1630,3.94,3.94,134,39.15,39.15,1331,11.94,11.94,406,,,,,,,,,,,,,,,,,,56094.0,7.58,,,,,,,,,1.82,1.82,62,,,,,70.0,3.0,7.0,2.0,10.0,3.0,0.06,0.06,0.0,0.0,2.0,309789.0,,366,10.76,87,233,168,128,130,,366,14.0,14.0,476,,,,,,,,2.18,2.18,1,0.03,74,160091,0.09,0.09,0.0,0.0,3.0,32169.0,Saudi Arabia Liga Profissional
Al Fateh,,,,90.29,90.29,3070,,,,,,1.71,52.24,52.24,1776,5.44,5.44,185,47.68,47.68,1621,11.88,11.88,404,,,,,,,,,,,,,,,,,,253723.0,8.62,,,,,,,,,1.76,1.76,60,,,,,80.0,1.0,4.0,3.0,8.0,1.0,0.06,0.06,0.0,0.0,2.0,201863.0,,430,12.65,120,256,160,165,171,,430,16.65,16.65,566,,,,,,,,1.94,1.94,5,0.15,66,37710239,0.09,0.09,0.0,0.0,3.0,26913.0,Saudi Arabia Liga Profissional
Al Taawoun,,,,104.79,104.79,3563,,,,,,1.94,53.09,53.09,1805,5.09,5.09,173,44.65,44.65,1518,12.21,12.21,415,,,,,,,,,,,,,,,,,,186635.0,7.94,,,,,,,,,2.0,2.0,68,,,,,42.86,4.0,3.0,10.0,20.0,6.0,0.06,0.06,0.0,0.0,2.0,186635.0,,503,14.79,109,282,227,184,219,,503,17.44,17.44,593,,,,,,,,1.59,1.59,0,0.0,54,219586,,,,,,,Saudi Arabia Liga Profissional
Al Riyadh,,,,79.91,79.91,2717,,,,,,1.47,42.41,42.41,1442,3.32,3.32,113,32.21,32.21,1095,10.94,10.94,372,,,,,,,,,,,,,,,,,,260194.0,7.47,,,,,,,,,2.15,2.15,73,,,,,66.67,2.0,4.0,2.0,7.0,1.0,0.09,0.09,0.0,0.0,3.0,2846873.0,,237,6.97,37,134,117,89,98,,237,15.65,15.65,532,,,,,,,,2.0,2.0,5,0.15,68,2846873,0.0,0.0,1.0,0.03,0.0,,Saudi Arabia Liga Profissional
Al-Wehda,,,,88.5,88.5,3009,,,,,,1.59,45.59,45.59,1550,4.32,4.32,147,40.35,40.35,1372,10.41,10.41,354,,,,,,,,,,,,,,,,,,37288423.0,7.91,,,,,,,,,2.38,2.38,81,,,,,85.71,0.0,7.0,1.0,9.0,0.0,0.12,0.12,1.0,0.03,4.0,303033.0,,360,10.59,84,247,164,129,111,,360,14.68,14.68,499,,,,,,,,1.82,1.82,1,0.03,62,129253,,,,,,,Saudi Arabia Liga Profissional
