team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,average-points-per-game.average_points_per_game,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Amorebieta,,,,100.36,100.36,4215,,,,,,1.52,46.26,46.26,1943,4.07,4.07,171,42.52,42.52,1786,11.81,11.81,496,,,,,,,,,,,,,,,,,,525207.0,7.54,,,,,,,,,1.45,1.45,61,,,,,60.0,2.0,3.0,5.0,21.0,1.0,0.07,0.07,0.0,0.0,3.0,380053.0,,419,9.98,113,245,188,131,175,,419,14.43,14.43,606,,,,,,,,2.0,2.0,3,0.07,84,4969726,0.05,0.05,0.0,0.0,2.0,186653.0,Spain La Liga 2
Levante,,,,103.98,103.98,4367,,,,,,1.62,51.83,51.83,2177,5.26,5.26,221,45.17,45.17,1897,13.57,13.57,570,,,,,,,,,,,,,,,,,,37592787.0,8.36,,,,,,,,,2.02,2.02,85,,,,,50.0,2.0,2.0,8.0,22.0,0.0,0.1,0.1,0.0,0.0,4.0,106911.0,,544,12.95,156,302,228,177,241,,544,15.4,15.4,647,,,,,,,,2.19,2.19,2,0.05,92,21427921,0.0,0.0,1.0,0.02,0.0,,Spain La Liga 2
Real Valladolid,,,,109.81,109.81,4612,,,,,,2.0,56.02,56.02,2353,5.19,5.19,218,49.45,49.45,2077,12.05,12.05,506,,,,,,,,,,,,,,,,,,537660.0,7.53,,,,,,,,,1.81,1.81,76,,,,,25.0,3.0,1.0,6.0,27.0,0.0,0.05,0.05,0.0,0.0,2.0,162208.0,,583,13.88,162,340,262,176,242,,583,16.88,16.88,709,,,,,,,,2.5,2.5,4,0.1,105,187216,0.05,0.05,0.0,0.0,2.0,187092.0,Spain La Liga 2
Sporting Gijón,,,,98.11,98.11,4317,,,,,,1.82,53.7,53.7,2363,4.98,4.98,219,44.41,44.41,1954,11.25,11.25,495,,,,,,,,,,,,,,,,,,128850.0,7.48,,,,,,,,,2.02,2.02,89,,,,,50.0,0.0,2.0,6.0,21.0,2.0,0.05,0.05,0.0,0.0,2.0,253658.0,,513,11.66,123,324,231,174,189,,513,17.45,17.45,768,,,,,,,,2.7,2.7,3,0.07,119,2511234,0.02,0.02,0.0,0.0,1.0,25096.0,Spain La Liga 2
Racing Santander,,,,93.31,93.31,3919,,,,,,1.86,46.86,46.86,1968,5.43,5.43,228,44.31,44.31,1861,12.74,12.74,535,,,,,,,,,,,,,,,,,,533882.0,7.61,,,,,,,,,1.88,1.88,79,,,,,88.89,1.0,8.0,9.0,18.0,2.0,0.1,0.1,1.0,0.02,4.0,186292.0,,521,12.4,134,371,195,204,150,,521,16.69,16.69,701,,,,,,,,2.71,2.71,5,0.12,114,22136692,0.02,0.02,0.0,0.0,1.0,382178.0,Spain La Liga 2
SD Eibar,,,,113.16,113.16,4979,,,,,,1.95,54.39,54.39,2393,5.3,5.3,233,50.43,50.43,2219,12.11,12.11,533,,,,,,,,,,,,,,,,,,186704.0,7.46,,,,,,,,,2.5,2.5,110,,,,,80.0,2.0,8.0,6.0,18.0,4.0,0.07,0.07,0.0,0.0,3.0,540208.0,,580,13.18,153,337,233,212,243,,580,14.84,14.84,653,,,,,,,,2.02,2.02,1,0.02,89,130024,0.09,0.09,0.0,0.0,4.0,540208.0,Spain La Liga 2
Real Zaragoza,,,,103.4,103.4,4343,,,,,,1.57,50.55,50.55,2123,4.69,4.69,197,46.38,46.38,1948,12.19,12.19,512,,,,,,,,,,,,,,,,,,188760.0,7.45,,,,,,,,,1.98,1.98,83,,,,,66.67,0.0,3.0,7.0,19.0,0.0,0.07,0.07,0.0,0.0,3.0,188060.0,,471,11.21,121,308,207,161,164,,471,18.07,18.07,759,,,,,,,,2.31,2.31,0,0.0,97,3156935,0.05,0.05,0.0,0.0,2.0,187270.0,Spain La Liga 2
Villarreal II,,,,100.24,100.24,4210,,,,,,1.52,49.52,49.52,2080,4.12,4.12,173,39.36,39.36,1653,12.1,12.1,508,,,,,,,,,,,,,,,,,,187034.0,7.44,,,,,,,,,1.14,1.14,48,,,,,83.33,1.0,5.0,6.0,23.0,0.0,0.07,0.07,0.0,0.0,3.0,35709081.0,,560,13.33,162,303,252,168,257,,560,16.43,16.43,690,,,,,,,,2.17,2.17,0,0.0,91,187034,,,,,,,Spain La Liga 2
Elche,,,,114.81,114.81,4822,,,,,,1.76,58.12,58.12,2441,5.17,5.17,217,52.9,52.9,2222,12.93,12.93,543,,,,,,,,,,,,,,,,,,452982.0,7.38,,,,,,,,,1.76,1.76,74,,,,,83.33,0.0,6.0,9.0,20.0,3.0,0.05,0.05,1.0,0.02,2.0,185677.0,,654,15.57,195,392,294,175,264,,654,16.14,16.14,678,,,,,,,,2.07,2.07,6,0.14,87,25177798,0.02,0.02,1.0,0.02,1.0,37329351.0,Spain La Liga 2
Racing Ferrol,,,,109.83,109.83,4613,,,,,,1.71,51.95,51.95,2182,4.36,4.36,183,44.31,44.31,1861,11.74,11.74,493,,,,,,,,,,,,,,,,,,37526514.0,7.53,,,,,,,,,1.79,1.79,75,,,,,77.78,2.0,7.0,5.0,9.0,0.0,0.1,0.1,0.0,0.0,4.0,2920.0,,502,11.95,140,310,226,150,190,,502,15.83,15.83,665,,,,,,,,1.81,1.81,0,0.0,76,186861,,,,,,,Spain La Liga 2
