team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,average-points-per-game.average_points_per_game,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
FC Volendam,,,,86.68,86.68,2947,,,,,,1.24,41.32,41.32,1405,4.15,4.15,141,39.32,39.32,1337,9.09,9.09,309,,,,,,,,,,,,,,,,,,37583537.0,7.63,,,,,,,,,1.56,1.56,53,,,,,50.0,1.0,1.0,10.0,20.0,6.0,0.03,0.03,0.0,0.0,1.0,25445.0,,342,10.06,77,237,156,123,105,,342,18.41,18.41,626,,,,,,,,1.71,1.71,1,0.03,58,29308,0.06,0.06,0.0,0.0,2.0,29308.0,Netherlands Eredivisie
Vitesse,,,,99.91,99.91,3397,,,,,,1.35,50.18,50.18,1706,5.26,5.26,179,44.41,44.41,1510,10.53,10.53,358,,,,,,,,,,,,,,,,,,34691.0,7.85,,,,,,,,,1.41,1.41,48,,,,,0.0,0.0,1.0,10.0,22.0,4.0,0.06,0.06,0.0,0.0,2.0,1375.0,,448,13.18,134,304,171,149,144,,448,15.76,15.76,536,,,,,,,,1.76,1.76,2,0.06,60,1485606,0.09,0.09,0.0,0.0,3.0,25463.0,Netherlands Eredivisie
PSV,,,,131.47,131.47,4470,,,,,,2.71,64.71,64.71,2200,7.29,7.29,248,72.71,72.71,2472,7.44,7.44,253,,,,,,,,,,,,,,,,,,29394.0,8.35,,,,,,,,,2.0,2.0,68,,,,,77.78,2.0,7.0,6.0,25.0,1.0,,,,,,,,789,23.21,174,540,322,305,249,,789,16.09,16.09,547,,,,,,,,0.91,0.91,0,0.0,31,32367,0.03,0.03,0.0,0.0,1.0,29444.0,Netherlands Eredivisie
FC Utrecht,,,,103.56,103.56,3728,,,,,,1.72,48.36,48.36,1741,6.11,6.11,220,49.56,49.56,1784,10.06,10.06,362,,,,,,,,,,,,,,,,,,26579.0,7.63,,,,,,,,,1.47,1.47,53,,,,,0.0,0.0,1.0,10.0,29.0,7.0,0.06,0.06,0.0,0.0,2.0,24032.0,,478,13.28,126,343,208,167,146,,478,17.11,17.11,616,,,,,,,,1.39,1.39,0,0.0,50,1646,0.03,0.03,0.0,0.0,1.0,37316454.0,Netherlands Eredivisie
SC Heerenveen,,,,100.12,100.12,3404,,,,,,1.59,49.79,49.79,1693,5.65,5.65,192,47.26,47.26,1607,9.06,9.06,308,,,,,,,,,,,,,,,,,,28731.0,7.37,,,,,,,,,1.47,1.47,50,,,,,87.5,1.0,7.0,9.0,14.0,5.0,0.09,0.09,0.0,0.0,3.0,24714.0,,491,14.44,132,316,199,168,177,,491,15.47,15.47,526,,,,,,,,1.12,1.12,1,0.03,38,42862,0.03,0.03,0.0,0.0,1.0,37599456.0,Netherlands Eredivisie
RKC Waalwijk,,,,93.32,93.32,3173,,,,,,1.41,44.53,44.53,1514,4.21,4.21,143,45.24,45.24,1538,9.85,9.85,335,,,,,,,,,,,,,,,,,,456004.0,8.67,,,,,,,,,0.82,0.82,28,,,,,83.33,1.0,5.0,6.0,20.0,2.0,0.09,0.09,0.0,0.0,3.0,28544.0,,412,12.12,110,267,160,146,146,,412,18.47,18.47,628,,,,,,,,1.74,1.74,0,0.0,59,23811,0.03,0.03,0.0,0.0,1.0,3897.0,Netherlands Eredivisie
Ajax,,,,112.03,112.03,3809,,,,,,1.88,60.65,60.65,2062,5.62,5.62,191,57.88,57.88,1968,7.74,7.74,263,,,,,,,,,,,,,,,,,,5640849.0,8.26,,,,,,,,,1.5,1.5,51,,,,,83.33,1.0,5.0,12.0,29.0,3.0,0.09,0.09,0.0,0.0,3.0,25776.0,,520,15.29,134,365,178,221,155,,520,15.85,15.85,539,,,,,,,,1.32,1.32,1,0.03,45,25776,,,,,,,Netherlands Eredivisie
Heracles Almelo,,,,88.53,88.53,3010,,,,,,1.53,46.09,46.09,1567,4.53,4.53,154,41.56,41.56,1413,10.62,10.62,361,,,,,,,,,,,,,,,,,,9307980.0,7.5,,,,,,,,,1.5,1.5,51,,,,,83.33,1.0,5.0,7.0,23.0,2.0,0.06,0.06,0.0,0.0,2.0,25490.0,,369,10.85,96,241,162,125,127,,369,18.0,18.0,612,,,,,,,,2.06,2.06,2,0.06,70,23563,,,,,,,Netherlands Eredivisie
PEC Zwolle,,,,95.76,95.76,3256,,,,,,1.53,48.94,48.94,1664,3.71,3.71,126,37.71,37.71,1282,9.59,9.59,326,,,,,,,,,,,,,,,,,,25555.0,7.59,,,,,,,,,1.68,1.68,57,,,,,50.0,0.0,2.0,8.0,20.0,2.0,0.03,0.03,0.0,0.0,1.0,37440603.0,,429,12.62,105,263,164,167,166,,429,16.76,16.76,570,,,,,,,,1.94,1.94,0,0.0,66,23697508,0.03,0.03,0.0,0.0,1.0,28952175.0,Netherlands Eredivisie
Sparta Rotterdam,,,,101.51,101.51,3553,,,,,,1.8,47.06,47.06,1647,5.29,5.29,185,45.77,45.77,1602,8.31,8.31,291,,,,,,,,,,,,,,,,,,6972292.0,7.6,,,,,,,,,1.26,1.26,44,,,,,80.0,0.0,5.0,7.0,19.0,3.0,0.06,0.06,0.0,0.0,2.0,29209.0,,455,13.0,130,279,160,180,178,,455,16.17,16.17,566,,,,,,,,1.17,1.17,0,0.0,41,986,,,,,,,Netherlands Eredivisie
