team,media_home_goals,media_sofridos_home_goals,media_home_corners,media_sofridos_home_corners,media_home_shots-off-target,media_sofridos_home_shots-off-target,media_home_shots-total,media_sofridos_home_shots-total,media_home_attacks,media_sofridos_home_attacks,media_home_dangerous-attacks,media_sofridos_home_dangerous-attacks,media_home_ball-possession,media_sofridos_home_ball-possession,media_home_penalties,media_sofridos_home_penalties,media_home_shots-insidebox,media_sofridos_home_shots-insidebox,media_home_shots-outsidebox,media_sofridos_home_shots-outsidebox,media_home_offsides,media_sofridos_home_offsides,media_home_goals-kicks,media_sofridos_home_goals-kicks,media_home_goal-attempts,media_sofridos_home_goal-attempts,media_home_fouls,media_sofridos_home_fouls,media_home_saves,media_sofridos_home_saves,media_home_yellowcards,media_sofridos_home_yellowcards,media_prob_home_home_pinacle,media_prob_home_draw_pinacle,media_prob_home_away_pinacle,media_prob_home_btts_pinacle,media_prob_home_no_btts_pinacle,media_prob_home_over_pinnacle_2,media_prob_home_under_pinnacle_2,media_prob_home_over_pinnacle_2_25,media_prob_home_under_pinnacle_2_25,media_prob_home_over_pinnacle_2_5,media_prob_home_under_pinnacle_2_5,media_prob_home_bet365_home,media_prob_home_bet365_draw,media_prob_home_bet365_away,media_prob_home_btts_bet365_no,media_prob_home_btts_bet365_yes,media_prob_home_over_bet365_2_0,media_prob_home_under_bet365_2_0,"media_prob_home_over_bet365_2_0, 2_5","media_prob_home_under_bet365_2_0, 2_5",media_prob_home_over_bet365_2_5,media_prob_home_under_bet365_2_5,name_league,ano,media_sofridos_away_goals,media_away_goals,media_sofridos_away_corners,media_away_corners,media_sofridos_away_shots-off-target,media_away_shots-off-target,media_sofridos_away_shots-total,media_away_shots-total,media_sofridos_away_attacks,media_away_attacks,media_sofridos_away_dangerous-attacks,media_away_dangerous-attacks,media_sofridos_away_ball-possession,media_away_ball-possession,media_sofridos_away_penalties,media_away_penalties,media_sofridos_away_shots-insidebox,media_away_shots-insidebox,media_sofridos_away_shots-outsidebox,media_away_shots-outsidebox,media_sofridos_away_offsides,media_away_offsides,media_sofridos_away_goals-kicks,media_away_goals-kicks,media_sofridos_away_goal-attempts,media_away_goal-attempts,media_sofridos_away_fouls,media_away_fouls,media_sofridos_away_saves,media_away_saves,media_sofridos_away_yellowcards,media_away_yellowcards,media_prob_away_home_pinacle,media_prob_away_draw_pinacle,media_prob_away_away_pinacle,media_prob_away_btts_pinacle,media_prob_away_no_btts_pinacle,media_prob_away_over_pinnacle_2,media_prob_away_under_pinnacle_2,media_prob_away_over_pinnacle_2_25,media_prob_away_under_pinnacle_2_25,media_prob_away_over_pinnacle_2_5,media_prob_away_under_pinnacle_2_5,media_prob_away_bet365_home,media_prob_away_bet365_draw,media_prob_away_bet365_away,media_prob_away_btts_bet365_no,media_prob_away_btts_bet365_yes,media_prob_away_over_bet365_2_0,media_prob_away_under_bet365_2_0,"media_prob_away_over_bet365_2_0, 2_5","media_prob_away_under_bet365_2_0, 2_5",media_prob_away_over_bet365_2_5,media_prob_away_under_bet365_2_5
Darmstadt 98,1.81,1.25,4.53,5.76,6.47,3.88,15.24,10.41,97.71,87.65,45.18,42.06,52.12,47.88,1.0,0.0,10.12,6.24,5.18,4.18,1.65,1.12,6.94,8.24,10.0,6.94,11.06,13.71,2.53,3.65,2.18,3.29,0.47,0.26,0.3,0.64,0.4,,,,,0.55,0.49,0.48,0.27,0.31,0.43,0.64,,,,,0.55,0.5,Germany Bundesliga 2,2024-2025,2.06,1.59,4.94,5.24,5.71,5.12,15.41,14.18,91.53,90.18,47.24,44.94,48.47,51.53,0.5,0.75,9.18,8.76,6.18,5.35,1.19,1.81,7.35,9.06,10.76,9.18,11.76,11.06,3.76,3.65,2.65,2.76,0.44,0.27,0.33,0.64,0.39,,,0.54,0.5,0.54,0.5,0.45,0.27,0.34,0.43,0.65,,,0.56,0.49,0.54,0.5
Eintracht Braunschweig,1.47,1.73,4.71,4.53,5.53,5.71,13.35,14.24,93.18,97.29,41.29,46.06,46.71,53.29,1.0,0.0,8.65,8.29,4.71,5.94,0.76,1.65,7.29,8.06,9.18,9.65,11.88,12.24,3.0,3.12,2.24,2.82,0.37,0.27,0.39,0.62,0.42,,,0.55,0.49,0.52,0.51,0.39,0.28,0.4,0.45,0.62,,,0.56,0.5,0.53,0.52,Germany Bundesliga 2,2024-2025,2.38,1.0,6.12,4.71,6.41,3.71,16.24,10.41,101.06,84.12,47.18,33.65,56.35,43.65,0.67,0.5,10.41,5.76,5.71,4.41,2.25,1.62,6.71,8.41,11.0,6.71,11.0,11.12,2.65,3.29,1.82,3.0,0.54,0.26,0.24,0.61,0.43,,,0.55,0.48,0.53,0.5,0.55,0.26,0.25,0.46,0.62,,,0.56,0.5,0.53,0.51
Elversberg,2.29,1.47,6.24,4.88,5.24,4.88,15.0,12.41,90.24,82.88,49.24,40.76,52.65,47.35,0.67,0.33,8.82,8.12,6.0,4.18,1.18,1.12,8.18,9.0,9.53,7.53,10.0,13.35,2.59,3.0,1.65,2.0,0.48,0.26,0.3,0.64,0.4,,,,,0.54,0.5,0.49,0.26,0.31,0.43,0.64,,,,,0.55,0.5,Germany Bundesliga 2,2024-2025,0.92,1.92,6.12,5.0,6.12,4.47,12.47,12.65,91.12,94.06,44.65,40.35,48.0,52.0,0.0,1.5,8.59,7.0,3.88,5.65,1.75,1.56,6.88,8.35,8.41,8.06,12.18,10.71,3.0,2.47,2.47,2.41,0.41,0.26,0.37,0.65,0.39,,,,,0.53,0.5,0.42,0.27,0.38,0.42,0.66,,,,,0.53,0.51
FC Köln,1.94,1.06,6.59,4.12,7.35,3.59,19.35,9.35,107.76,80.94,60.82,31.47,54.76,45.24,0.8,0.4,12.53,6.35,6.76,2.88,2.35,1.65,4.53,8.41,11.06,5.82,12.29,10.06,2.53,3.53,1.71,2.41,0.63,0.22,0.19,0.61,0.43,,,,,0.54,0.49,0.64,0.23,0.2,0.45,0.63,,,,,0.55,0.5,Germany Bundesliga 2,2024-2025,1.18,1.18,4.76,6.24,5.24,5.41,12.29,14.24,87.53,98.47,40.82,47.29,49.0,51.0,0.6,0.4,7.53,9.18,3.82,4.29,1.53,2.12,7.76,6.59,7.41,9.29,11.18,12.18,3.59,2.88,2.53,2.59,0.29,0.26,0.48,0.63,0.41,,,0.53,0.5,0.52,0.52,0.3,0.27,0.49,0.44,0.64,,,0.54,0.5,0.53,0.51
Fortuna Düsseldorf,1.81,1.69,5.88,4.18,5.35,5.82,15.29,14.41,100.94,89.88,50.12,43.59,51.12,48.88,0.4,0.6,10.41,9.18,4.82,5.12,1.41,1.41,7.35,7.35,9.24,9.29,9.88,9.88,3.29,4.06,2.18,1.94,0.49,0.27,0.28,0.63,0.41,,,,,0.54,0.49,0.5,0.27,0.3,0.44,0.64,,,,,0.55,0.5,Germany Bundesliga 2,2024-2025,1.47,1.65,5.76,3.94,6.18,4.06,15.35,10.35,105.76,88.71,51.24,35.71,51.41,48.59,0.5,0.88,9.59,7.35,5.82,3.0,1.65,0.94,5.06,9.0,10.29,7.0,11.06,9.76,2.18,4.29,1.71,3.06,0.41,0.27,0.35,0.64,0.4,,,,,0.53,0.51,0.42,0.28,0.37,0.43,0.64,,,,,0.52,0.52
Hamburger SV,2.75,1.25,5.65,5.35,5.71,5.65,14.76,12.76,93.18,83.65,43.41,43.88,53.94,46.06,0.5,0.5,10.29,7.71,4.41,4.65,1.47,2.24,7.35,7.53,10.41,7.12,11.94,10.12,2.65,3.53,2.12,2.88,0.59,0.23,0.21,0.65,0.39,,,,,,,0.6,0.23,0.23,0.41,0.67,,,,,,,Germany Bundesliga 2,2024-2025,1.41,2.0,5.41,4.88,6.53,5.82,15.12,14.94,88.82,97.0,48.41,46.29,44.06,55.94,0.5,0.83,10.53,10.59,4.47,4.47,1.71,1.82,7.88,7.59,9.94,10.29,10.88,13.0,3.71,2.65,2.47,3.0,0.34,0.26,0.43,0.66,0.38,,,,,,,0.35,0.27,0.45,0.4,0.67,,,,,,
Hannover 96,1.53,1.0,6.06,3.88,6.53,5.12,15.18,11.88,101.53,80.29,52.47,37.06,50.71,49.29,1.0,0.0,10.24,7.59,4.88,4.35,2.0,2.0,7.53,9.06,10.06,8.0,12.82,13.29,2.71,3.24,2.53,2.41,0.5,0.26,0.28,0.61,0.42,,,0.55,0.48,0.54,0.5,0.51,0.27,0.29,0.46,0.62,,,0.55,0.5,0.54,0.5,Germany Bundesliga 2,2024-2025,1.4,1.2,6.71,5.12,5.18,5.82,15.71,13.12,88.12,100.41,48.29,44.94,52.29,47.71,1.0,0.0,9.82,8.59,5.94,4.24,2.0,1.53,8.71,7.76,9.24,8.41,13.41,14.18,2.65,3.59,2.24,2.35,0.39,0.28,0.37,0.62,0.42,,,0.55,0.48,0.53,0.5,0.4,0.28,0.38,0.45,0.63,,,0.56,0.49,0.54,0.51
Hertha BSC,1.25,1.5,6.18,4.47,5.47,4.18,13.06,11.24,105.94,84.76,50.76,32.88,55.88,44.12,0.6,0.8,8.76,6.82,4.35,4.35,2.56,0.94,6.35,9.35,8.94,7.41,13.47,10.59,2.47,3.18,2.53,2.76,0.5,0.25,0.28,0.65,0.39,,,,,,,0.52,0.26,0.29,0.42,0.66,,,,,,,Germany Bundesliga 2,2024-2025,1.69,1.81,5.94,6.0,5.35,4.94,13.06,14.0,96.88,87.94,48.59,44.06,49.59,50.41,0.6,0.4,8.82,9.76,4.29,3.94,1.24,2.0,8.24,8.35,8.06,8.71,10.59,12.47,3.59,2.06,2.35,2.41,0.4,0.27,0.37,0.65,0.38,,,,,0.52,0.51,0.41,0.27,0.38,0.41,0.66,,,,,0.53,0.51
Jahn Regensburg,0.93,1.27,5.24,6.35,4.94,4.65,11.24,13.18,87.41,102.71,44.53,47.47,39.65,60.35,0.4,0.8,7.76,9.12,3.59,4.0,2.33,0.93,7.18,7.94,7.18,7.65,14.76,13.24,3.0,2.24,2.24,2.41,0.26,0.27,0.51,0.58,0.46,,,0.55,0.48,0.52,0.51,0.28,0.27,0.52,0.49,0.59,,,0.56,0.49,0.53,0.52,Germany Bundesliga 2,2024-2025,3.25,0.56,5.59,3.82,5.94,4.59,16.35,11.35,98.82,82.24,48.65,38.59,60.53,39.47,1.0,0.43,11.47,6.71,4.71,4.59,1.18,2.0,6.41,7.71,10.71,7.29,11.65,13.53,2.47,3.24,2.0,2.35,0.64,0.23,0.17,0.56,0.48,,,0.52,0.51,0.53,0.5,0.65,0.23,0.18,0.51,0.57,,,0.53,0.52,0.53,0.51
Kaiserslautern,2.12,1.38,6.47,5.65,5.88,4.65,16.06,13.24,99.35,82.59,46.76,39.06,52.06,47.94,0.67,0.33,9.94,9.47,6.0,3.71,1.71,2.47,6.82,7.12,11.65,8.41,11.53,14.35,3.47,4.59,2.12,3.06,0.44,0.27,0.33,0.64,0.39,,,,,0.54,0.5,0.45,0.27,0.35,0.42,0.65,,,,,0.53,0.51,Germany Bundesliga 2,2024-2025,2.2,1.47,6.06,4.0,5.88,5.18,14.71,12.88,84.35,90.18,43.65,32.12,47.71,52.29,0.8,0.4,9.82,7.76,4.71,5.12,2.24,1.24,6.71,6.59,9.94,8.29,12.76,13.12,3.24,3.94,2.06,2.65,0.48,0.26,0.3,0.65,0.39,,,,,0.54,0.49,0.49,0.27,0.31,0.42,0.65,,,,,0.55,0.5
