team,media_home_goals,media_sofridos_home_goals,media_home_corners,media_sofridos_home_corners,media_home_shots-off-target,media_sofridos_home_shots-off-target,media_home_shots-total,media_sofridos_home_shots-total,media_home_attacks,media_sofridos_home_attacks,media_home_dangerous-attacks,media_sofridos_home_dangerous-attacks,media_home_ball-possession,media_sofridos_home_ball-possession,media_home_penalties,media_sofridos_home_penalties,media_home_shots-insidebox,media_sofridos_home_shots-insidebox,media_home_shots-outsidebox,media_sofridos_home_shots-outsidebox,media_home_offsides,media_sofridos_home_offsides,media_home_goals-kicks,media_sofridos_home_goals-kicks,media_home_goal-attempts,media_sofridos_home_goal-attempts,media_home_fouls,media_sofridos_home_fouls,media_home_saves,media_sofridos_home_saves,media_home_yellowcards,media_sofridos_home_yellowcards,media_prob_home_home_pinacle,media_prob_home_draw_pinacle,media_prob_home_away_pinacle,media_prob_home_btts_pinacle,media_prob_home_no_btts_pinacle,media_prob_home_over_pinnacle_2,media_prob_home_under_pinnacle_2,media_prob_home_over_pinnacle_2_25,media_prob_home_under_pinnacle_2_25,media_prob_home_over_pinnacle_2_5,media_prob_home_under_pinnacle_2_5,media_prob_home_bet365_home,media_prob_home_bet365_draw,media_prob_home_bet365_away,media_prob_home_btts_bet365_no,media_prob_home_btts_bet365_yes,media_prob_home_over_bet365_2_0,media_prob_home_under_bet365_2_0,"media_prob_home_over_bet365_2_0, 2_5","media_prob_home_under_bet365_2_0, 2_5",media_prob_home_over_bet365_2_5,media_prob_home_under_bet365_2_5,name_league,ano,media_sofridos_away_goals,media_away_goals,media_sofridos_away_corners,media_away_corners,media_sofridos_away_shots-off-target,media_away_shots-off-target,media_sofridos_away_shots-total,media_away_shots-total,media_sofridos_away_attacks,media_away_attacks,media_sofridos_away_dangerous-attacks,media_away_dangerous-attacks,media_sofridos_away_ball-possession,media_away_ball-possession,media_sofridos_away_penalties,media_away_penalties,media_sofridos_away_shots-insidebox,media_away_shots-insidebox,media_sofridos_away_shots-outsidebox,media_away_shots-outsidebox,media_sofridos_away_offsides,media_away_offsides,media_sofridos_away_goals-kicks,media_away_goals-kicks,media_sofridos_away_goal-attempts,media_away_goal-attempts,media_sofridos_away_fouls,media_away_fouls,media_sofridos_away_saves,media_away_saves,media_sofridos_away_yellowcards,media_away_yellowcards,media_prob_away_home_pinacle,media_prob_away_draw_pinacle,media_prob_away_away_pinacle,media_prob_away_btts_pinacle,media_prob_away_no_btts_pinacle,media_prob_away_over_pinnacle_2,media_prob_away_under_pinnacle_2,media_prob_away_over_pinnacle_2_25,media_prob_away_under_pinnacle_2_25,media_prob_away_over_pinnacle_2_5,media_prob_away_under_pinnacle_2_5,media_prob_away_bet365_home,media_prob_away_bet365_draw,media_prob_away_bet365_away,media_prob_away_btts_bet365_no,media_prob_away_btts_bet365_yes,media_prob_away_over_bet365_2_0,media_prob_away_under_bet365_2_0,"media_prob_away_over_bet365_2_0, 2_5","media_prob_away_under_bet365_2_0, 2_5",media_prob_away_over_bet365_2_5,media_prob_away_under_bet365_2_5
Albirex Niigata,1.39,1.83,5.42,5.26,5.53,4.89,13.05,12.63,96.32,96.37,44.47,43.47,57.16,42.84,0.14,0.14,7.79,7.79,5.21,4.58,1.28,1.5,2.12,3.19,8.95,8.84,10.37,10.68,3.47,3.21,1.11,1.16,0.4,0.29,0.33,0.54,0.5,0.53,0.5,0.52,0.51,0.51,0.52,0.41,0.3,0.34,0.52,0.55,0.51,0.53,0.53,0.52,0.51,0.54,Japan J League,2024,1.53,1.12,4.74,4.47,5.16,5.95,12.84,13.47,97.0,98.74,49.0,45.58,40.95,59.05,0.5,0.17,7.58,9.16,5.21,4.05,1.63,1.53,6.0,3.88,7.89,7.84,11.58,8.95,2.79,2.79,1.0,1.12,0.42,0.29,0.31,0.54,0.5,0.51,0.53,0.52,0.52,0.5,0.53,0.44,0.3,0.32,0.52,0.55,0.51,0.53,0.51,0.53,0.5,0.54
Avispa Fukuoka,0.89,1.16,3.68,4.05,5.58,4.79,11.95,11.63,96.16,113.63,41.47,48.53,41.0,59.0,0.0,0.14,7.0,7.26,4.79,4.21,1.88,1.19,4.0,3.3,7.79,7.79,15.32,10.68,3.0,2.74,1.82,1.24,0.35,0.32,0.36,0.46,0.58,0.5,0.54,0.5,0.53,0.48,0.55,0.36,0.32,0.38,0.61,0.47,0.5,0.54,0.51,0.54,0.5,0.54,Japan J League,2024,1.07,1.07,5.84,3.95,5.58,5.37,13.11,11.28,108.61,90.56,47.94,41.44,60.68,39.32,0.33,0.33,7.61,6.17,5.5,4.94,0.71,1.59,3.87,2.47,8.5,7.39,9.05,13.26,2.32,3.11,0.79,1.89,0.46,0.31,0.26,0.46,0.58,0.51,0.52,0.5,0.53,0.5,0.53,0.48,0.31,0.27,0.61,0.47,0.52,0.53,0.51,0.53,0.52,0.52
Cerezo Osaka,1.41,1.41,6.05,5.0,6.16,5.26,14.26,12.16,100.74,92.47,53.53,48.63,53.95,46.05,0.62,0.0,8.63,8.47,5.63,3.74,1.83,1.61,3.0,3.93,9.42,8.05,9.0,15.63,2.63,2.95,0.78,1.78,0.41,0.29,0.33,0.54,0.5,0.53,0.5,0.52,0.51,0.5,0.53,0.42,0.3,0.33,0.52,0.55,0.53,0.51,0.53,0.52,0.51,0.53,Japan J League,2024,1.26,1.0,4.79,4.68,5.26,5.53,13.58,12.74,84.58,104.0,48.63,51.74,47.89,52.11,0.25,0.25,8.63,7.47,4.89,5.16,2.39,1.44,3.5,3.17,7.95,7.89,13.63,9.37,2.68,3.63,2.12,0.88,0.41,0.29,0.33,0.54,0.5,0.53,0.51,0.5,0.53,0.52,0.52,0.42,0.3,0.34,0.53,0.54,0.53,0.51,0.52,0.53,0.51,0.53
Consadole Sapporo,1.21,1.32,4.58,4.11,6.05,5.05,11.95,13.32,110.11,98.05,46.58,42.21,56.32,43.68,0.3,0.3,6.53,8.26,5.42,4.84,1.61,0.89,3.53,2.87,8.37,8.95,12.95,12.79,3.42,2.47,1.67,0.83,0.36,0.27,0.4,0.6,0.44,,,0.53,0.5,0.52,0.51,0.36,0.28,0.41,0.46,0.61,,,0.53,0.51,0.53,0.52,Japan J League,2024,2.28,1.11,4.21,3.79,5.26,5.05,14.84,10.74,104.95,98.42,49.42,40.47,48.37,51.63,0.7,0.1,9.68,6.32,5.05,4.16,1.72,1.5,4.55,4.45,10.42,8.32,11.95,13.16,2.37,3.84,1.06,1.94,0.52,0.26,0.26,0.59,0.45,,,0.52,0.51,0.52,0.51,0.53,0.27,0.27,0.48,0.6,,,0.51,0.53,0.53,0.52
FC Tokyo,1.39,1.17,5.53,4.79,5.53,5.84,12.79,13.63,87.05,101.42,43.53,51.21,50.21,49.79,0.57,0.29,8.11,8.63,4.74,4.95,2.0,1.68,3.17,2.58,7.84,8.58,11.47,13.95,3.32,2.79,1.33,1.89,0.37,0.29,0.38,0.56,0.48,0.55,0.48,0.52,0.52,0.51,0.53,0.37,0.3,0.39,0.5,0.57,0.55,0.5,0.52,0.53,0.52,0.53,Japan J League,2024,1.67,1.56,5.11,4.11,6.32,4.21,15.22,10.22,98.94,90.17,57.22,39.61,51.79,48.21,0.44,0.11,8.56,6.94,6.56,3.28,1.83,1.72,3.73,5.82,10.67,7.17,13.11,13.79,2.21,4.21,1.56,1.56,0.48,0.27,0.28,0.56,0.48,0.51,0.52,0.52,0.51,0.52,0.51,0.49,0.29,0.29,0.51,0.57,0.51,0.53,0.52,0.52,0.53,0.51
Gamba Osaka,1.67,1.06,4.63,5.37,5.47,5.63,14.0,13.33,89.11,98.06,53.06,51.33,51.21,48.79,0.3,0.3,9.0,8.44,4.94,4.94,1.22,1.83,2.62,3.19,9.39,8.5,11.95,11.47,2.89,3.79,1.29,1.53,0.41,0.3,0.33,0.53,0.51,0.54,0.49,0.51,0.52,0.51,0.52,0.41,0.3,0.34,0.53,0.54,0.54,0.5,0.52,0.53,0.52,0.53,Japan J League,2024,1.0,1.19,5.42,3.84,6.11,4.63,13.32,10.58,104.44,89.78,53.5,43.33,48.95,51.05,0.12,0.38,7.78,6.72,5.61,3.83,1.5,1.5,3.79,4.64,9.47,7.71,12.53,13.0,2.95,3.58,1.42,1.0,0.42,0.3,0.31,0.53,0.51,0.5,0.54,0.51,0.52,0.52,0.52,0.43,0.3,0.32,0.53,0.54,0.5,0.54,0.51,0.53,0.52,0.53
Júbilo Iwata,1.44,1.61,4.68,5.74,6.05,7.05,12.58,13.84,76.89,114.63,42.05,54.21,43.11,56.89,0.4,0.4,7.58,8.95,4.95,4.79,1.89,1.67,4.23,3.54,7.39,8.89,12.89,12.21,2.79,2.42,1.41,1.41,0.32,0.29,0.42,0.54,0.5,0.52,0.52,0.52,0.52,0.51,0.52,0.33,0.3,0.43,0.52,0.55,0.54,0.5,0.52,0.53,0.51,0.54,Japan J League,2024,2.05,1.11,6.74,4.11,6.95,4.16,16.89,10.47,122.16,83.58,60.79,42.42,58.84,41.16,0.67,0.56,10.95,6.37,5.84,4.21,1.84,1.37,3.46,4.62,10.42,7.16,12.11,13.68,2.47,3.26,1.37,1.47,0.53,0.26,0.24,0.54,0.5,0.52,0.5,0.5,0.53,0.52,0.51,0.54,0.27,0.24,0.52,0.55,0.53,0.52,0.51,0.53,0.52,0.52
Kashima Antlers,2.0,0.93,4.74,4.32,5.11,6.05,12.74,12.32,100.83,93.67,42.06,45.67,49.95,50.05,0.4,0.0,8.05,7.95,4.68,4.11,2.5,1.11,4.27,4.91,8.17,8.17,10.89,14.11,3.05,2.79,1.16,2.16,0.48,0.28,0.27,0.53,0.51,0.55,0.48,0.52,0.51,0.5,0.53,0.49,0.29,0.28,0.53,0.54,0.54,0.5,0.52,0.52,0.51,0.54,Japan J League,2024,1.56,1.78,5.32,4.26,5.05,5.32,12.05,13.11,96.05,97.0,47.21,45.11,52.21,47.79,0.2,0.4,7.79,8.32,4.32,4.74,1.47,2.63,3.7,4.4,8.21,8.68,14.16,12.26,2.95,3.05,1.84,0.89,0.36,0.3,0.38,0.54,0.5,0.53,0.5,0.53,0.5,0.51,0.52,0.37,0.3,0.39,0.52,0.55,0.53,0.51,0.53,0.51,0.52,0.53
Kashiwa Reysol,1.11,1.39,6.42,4.68,6.16,4.53,14.95,11.0,92.63,90.37,53.32,39.37,47.63,52.37,0.33,0.33,9.22,7.61,5.72,3.39,0.79,2.0,3.13,4.6,8.89,7.44,10.58,9.68,2.79,3.42,1.32,0.89,0.44,0.29,0.3,0.54,0.5,0.54,0.49,0.52,0.51,0.51,0.52,0.46,0.29,0.31,0.52,0.55,0.53,0.52,0.53,0.52,0.52,0.53,Japan J League,2024,1.53,1.12,4.58,4.37,4.58,5.42,11.63,12.79,95.53,97.74,44.21,50.05,53.74,46.26,0.44,0.11,7.0,8.16,4.68,4.63,2.61,0.67,2.87,2.6,7.11,8.68,10.63,11.84,3.37,2.16,0.89,1.72,0.37,0.3,0.36,0.54,0.5,0.49,0.55,0.51,0.52,0.51,0.52,0.38,0.3,0.38,0.53,0.55,0.52,0.53,0.52,0.53,0.52,0.53
Kawasaki Frontale,1.89,1.26,6.26,4.68,6.16,5.05,15.53,12.79,100.74,90.47,55.58,44.21,55.79,44.21,0.33,0.44,10.26,8.32,5.32,4.47,2.26,1.89,3.5,3.08,10.0,8.58,12.63,11.84,3.0,3.84,1.58,1.32,0.48,0.26,0.29,0.6,0.43,,,0.54,0.5,0.51,0.52,0.49,0.27,0.29,0.46,0.61,,,0.54,0.51,0.53,0.52,Japan J League,2024,1.74,1.58,5.37,5.68,5.05,5.95,13.95,14.16,85.32,103.37,46.84,53.79,42.32,57.68,0.33,0.22,9.21,9.16,4.63,5.05,1.78,1.56,3.93,3.67,8.84,9.32,11.53,10.74,3.32,3.05,0.94,1.28,0.37,0.27,0.39,0.61,0.43,0.56,0.47,0.52,0.51,0.52,0.51,0.38,0.28,0.4,0.46,0.61,,,0.53,0.52,0.53,0.51
Kyoto Sanga,1.44,1.94,5.47,6.37,5.74,6.21,13.94,14.83,97.06,86.61,47.83,50.72,47.05,52.95,0.33,0.33,8.61,9.56,5.33,5.17,1.06,2.67,4.18,4.55,8.89,9.78,13.05,11.84,3.32,3.58,1.37,1.21,0.35,0.29,0.4,0.56,0.48,0.5,0.53,0.52,0.51,0.51,0.52,0.36,0.29,0.4,0.5,0.57,0.5,0.54,0.52,0.52,0.52,0.52,Japan J League,2024,1.26,1.05,6.16,5.63,6.79,5.95,16.11,13.58,89.21,99.0,49.0,44.79,55.79,44.21,0.7,0.0,10.89,8.26,5.16,5.32,2.58,1.95,2.29,2.94,9.63,8.47,10.16,14.0,2.95,3.26,1.16,1.63,0.5,0.27,0.26,0.54,0.5,0.53,0.5,0.52,0.52,0.51,0.52,0.51,0.28,0.26,0.52,0.55,0.53,0.51,0.53,0.52,0.52,0.52
Machida Zelvia,1.76,1.12,5.11,3.58,6.0,4.37,14.78,10.61,89.28,95.33,53.89,40.61,43.89,56.11,0.4,0.4,10.11,5.67,4.5,5.0,2.65,1.82,2.83,5.75,9.22,7.22,13.32,9.68,2.42,2.32,1.29,1.18,0.49,0.28,0.26,0.52,0.52,0.54,0.49,0.51,0.53,0.51,0.52,0.5,0.29,0.27,0.55,0.53,0.55,0.5,0.5,0.54,0.52,0.53,Japan J League,2024,1.0,1.6,4.21,5.32,4.21,4.95,10.5,11.28,90.06,88.83,42.06,52.06,55.95,44.05,0.25,0.38,5.67,7.78,4.72,3.39,1.74,2.16,3.83,3.42,6.78,7.44,10.58,14.84,2.16,2.68,1.18,1.94,0.34,0.3,0.39,0.53,0.51,0.52,0.51,0.52,0.51,0.49,0.54,0.35,0.31,0.4,0.53,0.54,0.48,0.56,0.53,0.52,0.5,0.55
Nagoya Grampus,1.05,1.11,3.84,5.84,4.79,6.11,10.05,13.68,98.11,100.58,43.0,48.89,47.68,52.32,0.17,0.0,6.53,8.26,3.47,5.21,1.89,1.21,3.75,3.25,6.53,8.79,12.47,13.79,3.26,1.95,1.74,1.42,0.4,0.3,0.33,0.5,0.54,0.52,0.51,0.5,0.53,0.51,0.52,0.41,0.31,0.34,0.56,0.51,0.52,0.52,0.5,0.54,0.51,0.54,Japan J League,2024,1.44,1.33,5.26,5.0,5.26,5.11,12.16,11.84,96.21,92.89,50.89,44.16,56.26,43.74,0.29,0.29,7.16,7.37,5.0,4.37,1.56,2.28,3.27,3.18,7.63,7.84,14.05,12.32,3.0,1.74,1.39,1.39,0.44,0.3,0.29,0.5,0.54,0.53,0.5,0.5,0.53,0.49,0.54,0.45,0.3,0.3,0.56,0.51,0.53,0.51,0.51,0.54,0.5,0.55
Sagan Tosu,1.5,1.61,5.26,5.53,4.37,6.79,12.11,15.0,90.21,100.63,45.47,53.16,49.16,50.84,0.38,0.62,7.37,9.84,4.68,5.11,1.58,2.16,4.4,2.47,8.37,10.74,11.74,9.53,3.79,3.11,1.0,1.21,0.27,0.27,0.49,0.57,0.46,0.54,0.49,0.52,0.51,0.52,0.52,0.28,0.28,0.49,0.49,0.58,0.53,0.51,0.53,0.51,0.53,0.51,Japan J League,2024,2.05,1.11,6.26,3.79,7.21,4.05,18.21,11.68,97.63,84.79,54.16,44.26,51.21,48.79,0.43,0.14,12.26,7.47,5.79,4.21,2.5,1.0,3.73,3.64,11.84,7.05,9.16,11.68,3.05,4.05,0.95,1.53,0.58,0.24,0.21,0.56,0.48,,,0.52,0.51,0.52,0.51,0.59,0.25,0.21,0.49,0.58,,,0.53,0.52,0.52,0.52
Sanfrecce Hiroshima,2.26,1.05,6.89,2.84,7.84,4.53,19.84,10.16,105.11,88.53,60.37,40.11,50.89,49.11,0.62,0.12,12.05,6.89,7.63,3.26,2.06,1.0,5.25,4.5,12.84,6.74,12.53,14.16,2.11,4.53,0.89,1.67,0.64,0.23,0.17,0.53,0.51,,,0.54,0.5,0.52,0.51,0.64,0.24,0.18,0.53,0.54,,,0.55,0.5,0.52,0.52,Japan J League,2024,1.21,1.53,3.95,6.74,4.79,7.68,10.47,17.47,91.63,112.21,33.58,56.16,47.26,52.74,0.2,0.4,6.47,11.11,4.11,6.26,1.12,2.24,4.67,2.4,7.42,10.26,13.47,13.26,3.79,2.58,1.84,0.89,0.24,0.27,0.53,0.55,0.49,0.54,0.49,0.51,0.52,0.52,0.51,0.24,0.28,0.54,0.52,0.55,0.56,0.5,0.51,0.53,0.52,0.52
Shonan Bellmare,1.5,1.56,5.32,4.95,5.47,5.21,14.05,12.37,104.32,90.05,57.21,42.42,54.47,45.53,0.38,0.12,8.11,7.68,5.89,4.68,2.0,1.83,4.18,4.09,8.84,7.42,13.53,11.79,2.32,3.11,1.47,1.18,0.38,0.28,0.37,0.56,0.48,0.56,0.48,0.51,0.52,0.51,0.52,0.38,0.3,0.38,0.5,0.57,0.56,0.48,0.52,0.53,0.52,0.52,Japan J League,2024,1.58,1.37,6.05,4.74,6.0,4.58,14.68,11.26,93.47,97.95,48.89,48.95,50.74,49.26,0.14,0.29,8.95,6.63,5.63,4.63,2.28,1.89,2.71,3.64,9.22,7.83,10.84,14.89,3.0,3.21,1.53,1.53,0.47,0.28,0.29,0.55,0.49,0.47,0.56,0.54,0.5,0.51,0.52,0.48,0.29,0.29,0.51,0.56,0.48,0.56,0.54,0.51,0.52,0.53
Tokyo Verdy,1.61,1.5,5.37,4.74,4.32,4.42,12.37,11.68,87.95,104.05,45.42,47.74,46.37,53.63,0.45,0.45,7.26,7.37,5.05,4.32,1.67,2.33,2.33,3.4,8.95,7.26,11.74,13.0,2.47,3.47,1.05,1.68,0.37,0.3,0.36,0.51,0.53,0.52,0.51,0.5,0.53,0.52,0.51,0.38,0.31,0.37,0.55,0.52,0.53,0.52,0.5,0.55,0.53,0.52,Japan J League,2024,1.41,1.29,5.68,3.84,5.68,5.16,12.42,11.68,110.11,87.0,54.58,40.47,56.42,43.58,0.62,0.12,7.89,6.95,4.47,4.74,1.28,1.83,2.73,3.45,7.95,6.95,13.63,12.63,2.79,2.68,1.47,1.42,0.45,0.29,0.29,0.52,0.52,0.54,0.49,0.51,0.52,0.5,0.54,0.46,0.3,0.3,0.54,0.53,0.54,0.5,0.51,0.53,0.5,0.54
Urawa Reds,1.67,1.17,5.58,4.53,4.68,4.47,14.42,9.95,99.68,87.42,47.32,45.84,57.63,42.37,0.6,0.2,8.53,6.37,5.79,3.53,1.79,1.21,5.42,4.08,9.58,6.32,10.58,12.47,2.37,4.11,1.63,1.11,0.47,0.28,0.29,0.54,0.49,0.49,0.54,0.53,0.5,0.51,0.52,0.48,0.29,0.3,0.51,0.56,0.53,0.52,0.53,0.52,0.51,0.53,Japan J League,2024,1.5,1.19,5.42,4.63,7.16,5.11,15.44,11.94,96.39,98.17,54.83,41.17,45.05,54.95,0.38,0.12,9.72,7.94,5.67,4.0,1.16,1.79,2.5,5.0,10.0,8.44,11.47,9.84,2.84,3.16,1.25,0.75,0.37,0.29,0.37,0.54,0.49,0.54,0.49,0.51,0.52,0.52,0.51,0.38,0.3,0.38,0.52,0.55,0.53,0.51,0.52,0.52,0.52,0.52
Vissel Kobe,1.67,0.94,6.0,3.58,7.32,4.05,15.5,9.0,113.78,89.83,59.44,40.94,52.37,47.63,0.29,0.14,11.56,4.56,4.0,4.44,2.16,1.79,2.42,3.75,10.56,6.06,10.16,12.53,1.58,3.47,1.0,1.59,0.59,0.25,0.2,0.51,0.53,0.55,0.48,0.52,0.52,0.51,0.52,0.6,0.26,0.2,0.55,0.52,0.56,0.48,0.53,0.52,0.52,0.53,Japan J League,2024,1.0,1.63,5.26,5.89,5.26,5.32,12.37,13.32,94.95,102.84,46.42,47.37,51.58,48.42,0.1,0.5,6.68,9.0,5.63,4.0,2.16,1.53,2.92,3.77,8.42,9.26,12.32,11.16,3.05,3.16,1.11,1.05,0.28,0.28,0.48,0.53,0.51,0.53,0.5,0.52,0.51,0.5,0.53,0.28,0.29,0.49,0.53,0.54,0.52,0.52,0.53,0.52,0.51,0.54
