team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Sønderjyske Fodbold,1.0,90.0,15,90.4,90.4,1356,182.25,185.2,193.5,184.25,185.05,46.53,46.53,698,4.07,4.07,61,44.47,44.47,667,10.93,10.93,164,15,8,7,15,11,6,2,1,1,12,9,3,0,0,3.0,4.0,1.0,118373.0,7.25,4.0,0.27,4.0,8.67,130,2,53,26,1.33,1.33,20,437.73,298.45,33.85,6566,100.0,0.0,2.0,7,11,0,0.07,0.07,0.0,0.0,1.0,27422485.0,56.25,194,12.93,60,126,71,63,67,2,194,16.2,16.2,243,9.35,1.47,28.0,28.0,28.0,28.0,1350,1.47,1.47,0,0.0,22,85764,0.07,0.07,0.0,0.0,1.0,37761070.0,Denmark Superliga
Randers FC,0.8,112.5,12,94.27,94.27,1414,180.5,185.33,189.0,179.78,182.5,48.6,48.6,729,4.47,4.47,67,46.53,46.53,698,11.67,11.67,175,15,8,7,15,11,6,3,1,1,10,5,1,0,0,1.0,0.0,0.0,25577.0,7.16,3.0,0.2,3.0,10.0,150,2,53,22,1.53,1.53,23,492.13,527.29,44.74,7382,100.0,0.0,1.0,5,17,3,,,,,,,84.38,165,11.0,37,118,63,65,49,1,165,18.27,18.27,274,8.56,1.55,,,,,1350,2.13,2.13,0,0.0,32,83716,,,,,,,Denmark Superliga
Brøndby IF,1.4,64.28571428571429,21,101.27,101.27,1519,181.13,185.63,189.67,183.17,184.08,51.0,51.0,765,3.4,3.4,51,54.53,54.53,818,9.87,9.87,148,15,7,8,15,9,4,2,0,0,12,10,4,2,1,0.0,4.0,2.0,25417.0,7.53,5.0,0.33,5.0,11.2,168,2,16,22,1.53,1.53,23,523.07,301.77,34.87,7846,100.0,0.0,2.0,6,18,1,0.07,0.07,0.0,0.0,1.0,82841.0,46.55,225,15.0,59,141,79,87,83,2,225,18.47,18.47,277,12.04,1.86,177.0,88.0,88.0,177.0,1350,1.47,1.47,1,0.07,22,23277904,,,,,,,Denmark Superliga
FC København,1.33,67.5,20,132.2,132.2,1983,188.67,178.5,185.0,181.36,182.5,58.6,58.6,879,4.8,4.8,72,59.33,59.33,890,11.47,11.47,172,15,8,7,15,12,7,3,0,0,13,9,5,1,1,3.0,6.0,2.0,150759.0,7.25,2.0,0.13,2.0,11.67,175,2,90,30,1.8,1.8,27,578.2,346.92,34.97,8673,100.0,0.0,4.0,8,18,3,0.07,0.07,0.0,0.0,1.0,37619474.0,46.55,248,16.53,71,163,99,78,82,2,248,16.73,16.73,251,11.41,1.41,207.0,106.0,106.0,207.0,1350,1.47,1.47,2,0.13,22,26719,,,,,,,Denmark Superliga
Viborg FF,1.0,90.0,15,96.27,96.27,1444,187.71,185.11,190.33,181.29,185.38,47.13,47.13,707,4.4,4.4,66,43.27,43.27,649,11.13,11.13,167,15,8,7,15,11,8,3,0,0,12,7,2,0,0,0.0,3.0,1.0,37656066.0,7.39,1.0,0.07,1.0,8.53,128,2,18,25,0.8,0.8,12,460.0,383.33,39.88,6900,100.0,0.0,1.0,2,20,5,,,,,,,64.29,173,11.53,41,121,65,67,60,1,173,17.73,17.73,266,13.3,1.55,40.0,8.0,8.0,40.0,1350,1.33,1.33,0,0.0,20,84031,,,,,,,Denmark Superliga
AGF,1.13,79.41176470588235,17,100.8,100.8,1512,185.83,189.0,189.0,182.5,185.62,54.2,54.2,813,5.4,5.4,81,55.6,55.6,834,10.13,10.13,152,15,7,8,15,11,4,2,0,0,14,8,5,2,1,1.0,4.0,3.0,37337584.0,7.62,1.0,0.07,1.0,8.93,134,2,10,26,2.13,2.13,32,510.13,283.41,30.49,7652,50.0,3.0,3.0,7,13,2,,,,,,,45.0,251,16.73,72,166,94,85,88,2,251,16.27,16.27,244,10.17,1.56,,,,,1350,1.8,1.8,0,0.0,27,37337584,,,,,,,Denmark Superliga
Nordsjælland,0.8,112.5,12,107.87,107.87,1618,183.14,182.91,187.0,181.29,182.85,56.67,56.67,850,4.8,4.8,72,48.07,48.07,721,9.33,9.33,140,15,8,7,15,11,8,5,2,0,11,6,2,0,0,1.0,3.0,1.0,37601923.0,7.34,6.0,0.4,6.0,9.2,138,3,45,26,1.13,1.13,17,611.8,509.83,49.34,9177,,,,6,16,6,0.13,0.13,0.0,0.0,2.0,84605.0,71.05,186,12.4,41,124,64,81,64,1,186,13.93,13.93,209,7.46,1.49,26.0,2.0,2.0,26.0,1350,1.67,1.67,1,0.07,25,37762150,,,,,,,Denmark Superliga
FC Midtjylland,2.07,43.54838709677419,31,104.47,104.47,1567,186.75,186.25,198.0,182.25,186.08,52.27,52.27,784,4.8,4.8,72,46.8,46.8,702,11.0,11.0,165,15,7,8,15,10,4,2,0,0,13,11,7,4,2,1.0,6.0,3.0,37563833.0,7.45,6.0,0.4,6.0,9.2,138,4,90,32,2.07,2.07,31,440.8,183.67,30.05,6612,100.0,0.0,1.0,8,16,0,0.07,0.07,0.0,0.0,1.0,1548571.0,35.53,220,14.67,48,142,77,95,75,3,220,17.93,17.93,269,7.91,1.63,302.0,179.0,179.0,302.0,1350,2.2,2.2,1,0.07,33,1548396,0.07,0.07,0.0,0.0,1.0,37567325.0,Denmark Superliga
Silkeborg IF,0.93,96.42857142857144,14,93.27,93.27,1399,181.0,190.0,193.5,182.3,185.39,50.2,50.2,753,4.4,4.4,66,36.53,36.53,548,6.87,6.87,103,15,8,7,15,15,9,4,1,0,10,7,4,1,0,0.0,3.0,0.0,5967839.0,7.73,2.0,0.13,2.0,9.4,141,1,15,31,1.2,1.2,18,565.87,446.74,49.93,8488,66.67,1.0,2.0,6,16,4,,,,,,,61.36,170,11.33,57,99,41,72,71,1,170,14.93,14.93,224,18.67,2.13,45.0,15.0,15.0,45.0,1350,0.8,0.8,0,0.0,12,32796136,,,,,,,Denmark Superliga
Odense BK,1.07,84.375,16,92.47,92.47,1387,190.0,187.2,192.0,178.56,184.71,47.67,47.67,715,5.0,5.0,75,41.53,41.53,623,12.47,12.47,187,15,7,8,15,15,10,5,4,2,14,6,5,1,0,3.0,1.0,1.0,2538544.0,7.41,6.0,0.4,6.0,10.07,151,2,57,31,1.93,1.93,29,469.73,320.27,39.58,7046,100.0,0.0,4.0,2,15,8,,,,,,,51.92,178,11.87,37,120,69,72,56,1,178,18.07,18.07,271,9.03,1.43,35.0,14.0,14.0,35.0,1350,1.8,1.8,0,0.0,27,37688552,0.07,0.07,0.0,0.0,1.0,37717305.0,Denmark Superliga
