team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Bayer 04 Leverkusen,1.4,64.28571428571429,14,109.3,109.3,1093,180.78,186.29,191.33,176.83,181.52,58.3,58.3,583,4.5,4.5,45,43.6,43.6,436,9.1,9.1,91,10,4,6,10,7,4,3,0,0,9,7,4,2,1,0.0,6.0,3.0,160208.0,7.68,5.0,0.5,5.0,7.0,70,2,45,23,1.0,1.0,10,615.0,292.86,42.71,6150,100.0,0.0,3.0,7,21,3,,,,,,,37.5,144,14.4,37,93,54,53,52,1,144,14.1,14.1,141,4.86,1.53,901.0,397.0,397.0,901.0,900,2.3,2.3,1,0.1,23,10279739,0.2,0.2,0.0,0.0,2.0,34880.0,Germany Bundesliga
Eintracht Frankfurt,1.9,47.36842105263158,19,101.8,101.8,1018,183.0,185.5,192.0,181.4,184.24,56.2,56.2,562,4.9,4.9,49,50.9,50.9,509,10.2,10.2,102,10,5,5,10,8,5,4,2,0,9,6,4,2,1,1.0,5.0,2.0,37598726.0,7.39,5.0,0.5,5.0,9.0,90,2,47,21,1.1,1.1,11,516.1,234.59,38.51,5161,100.0,0.0,1.0,4,20,1,,,,,,,39.13,134,13.4,37,87,50,47,47,2,134,17.3,17.3,173,9.61,1.7,658.0,296.0,296.0,658.0,900,1.8,1.8,0,0.0,18,84528,,,,,,,Germany Bundesliga
Heidenheim,0.7,128.57142857142858,7,81.0,81.0,810,186.17,186.43,189.5,184.38,185.91,39.2,39.2,392,4.6,4.6,46,36.7,36.7,367,10.4,10.4,104,10,5,5,10,10,7,3,1,1,6,2,0,0,0,,,,37540851.0,7.18,5.0,0.5,5.0,10.4,104,1,29,18,1.5,1.5,15,342.7,428.38,32.03,3427,,,,5,16,4,0.1,0.1,0.0,0.0,1.0,84625.0,112.5,107,10.7,26,69,43,38,39,800,107,13.9,13.9,139,8.69,1.34,268.0,129.0,129.0,268.0,900,1.5,1.5,0,0.0,15,16474783,,,,,,,Germany Bundesliga
Borussia Dortmund,1.4,64.28571428571429,14,114.7,114.7,1147,183.88,188.1,195.5,180.5,185.62,56.3,56.3,563,6.0,6.0,60,59.5,59.5,595,12.3,12.3,123,10,6,4,10,4,2,1,0,0,10,4,2,0,0,0.0,2.0,1.0,3862352.0,7.62,3.0,0.3,3.0,7.6,76,1,34,12,1.3,1.3,13,534.8,334.25,41.14,5348,0.0,1.0,0.0,6,20,0,0.1,0.1,0.0,0.0,1.0,37602269.0,56.25,130,13.0,36,87,50,44,43,1,130,13.1,13.1,131,7.71,1.07,1238.0,570.0,570.0,1238.0,900,1.7,1.7,1,0.1,17,62502,,,,,,,Germany Bundesliga
FC Union Berlin,0.8,112.5,8,86.0,86.0,860,184.5,185.89,187.67,185.29,185.52,32.6,32.6,326,5.3,5.3,53,37.0,37.0,370,14.5,14.5,145,10,4,6,10,8,5,3,1,0,5,5,2,1,0,1.0,3.0,2.0,26860.0,7.22,4.0,0.4,4.0,8.5,85,1,18,16,1.9,1.9,19,277.1,213.15,22.53,2771,0.0,1.0,0.0,5,22,0,0.2,0.2,1.0,0.1,2.0,29676.0,69.23,123,12.3,29,84,59,35,38,1,123,14.7,14.7,147,5.88,1.01,307.0,91.0,91.0,307.0,900,2.5,2.5,2,0.2,25,34668,,,,,,,Germany Bundesliga
TSG Hoffenheim,1.7,52.94117647058823,17,104.9,104.9,1049,185.14,187.75,189.5,182.33,185.7,52.4,52.4,524,5.5,5.5,55,47.5,47.5,475,15.1,15.1,151,10,5,5,10,9,4,2,1,0,9,6,5,1,0,0.0,5.0,1.0,1232.0,7.24,4.0,0.4,4.0,7.6,76,2,45,20,1.9,1.9,19,445.5,234.47,34.53,4455,100.0,0.0,2.0,6,15,3,,,,,,,42.86,129,12.9,32,94,47,50,34,1,129,16.8,16.8,168,8.0,1.11,563.0,257.0,257.0,563.0,900,2.2,2.2,0,0.0,22,32666,,,,,,,Germany Bundesliga
FSV Mainz 05,0.4,225.0,4,114.0,114.0,1140,177.13,186.5,192.33,178.71,182.19,49.5,49.5,495,5.0,5.0,50,61.4,61.4,614,13.2,13.2,132,10,5,5,10,10,4,2,2,0,5,2,2,1,0,0.0,2.0,1.0,32585.0,7.17,2.0,0.2,2.0,10.8,108,1,14,15,3.1,3.1,31,403.0,575.71,34.15,4030,100.0,0.0,3.0,3,14,8,0.2,0.2,0.0,0.0,2.0,32338.0,90.0,118,11.8,42,87,48,28,31,400,118,13.3,13.3,133,4.43,1.0,412.0,191.0,191.0,412.0,900,2.5,2.5,3,0.3,25,31982,0.1,0.1,0.0,0.0,1.0,31982.0,Germany Bundesliga
RB Leipzig,1.6,56.25,16,85.5,85.5,855,182.5,184.78,192.5,181.44,183.61,48.3,48.3,483,5.7,5.7,57,40.1,40.1,401,10.0,10.0,100,10,6,4,10,6,2,2,1,1,9,5,3,1,1,0.0,2.0,1.0,31077.0,7.7,2.0,0.2,2.0,10.7,107,2,45,20,1.5,1.5,15,458.6,241.37,28.84,4586,0.0,1.0,0.0,7,19,2,,,,,,,45.0,159,15.9,48,106,59,52,53,1,159,16.4,16.4,164,10.25,1.64,882.0,461.0,461.0,882.0,900,1.6,1.6,0,0.0,16,3862700,,,,,,,Germany Bundesliga
SC Freiburg,0.6,150.0,6,95.9,95.9,959,186.8,184.1,188.33,182.75,184.69,50.0,50.0,500,4.4,4.4,44,44.8,44.8,448,8.9,8.9,89,10,5,5,10,7,4,2,1,0,7,4,2,0,0,2.0,2.0,0.0,31913.0,7.11,1.0,0.1,1.0,9.0,90,1,84,14,1.9,1.9,19,421.6,468.44,37.31,4216,100.0,0.0,3.0,7,19,0,0.1,0.1,0.0,0.0,1.0,37681576.0,69.23,113,11.3,30,80,48,35,33,600,113,14.0,14.0,140,7.0,1.56,382.0,199.0,199.0,382.0,900,1.6,1.6,2,0.2,16,186848,0.1,0.1,0.0,0.0,1.0,186848.0,Germany Bundesliga
VfB Stuttgart,1.5,60.0,15,129.2,129.2,1292,182.67,188.44,191.67,184.8,186.68,59.3,59.3,593,5.9,5.9,59,63.9,63.9,639,10.9,10.9,109,10,5,5,10,6,4,2,0,0,10,5,2,0,0,3.0,4.0,3.0,432767.0,7.67,3.0,0.3,3.0,9.6,96,2,79,15,2.6,2.6,26,542.8,361.87,34.79,5428,66.67,1.0,2.0,8,14,3,,,,,,,52.94,156,15.6,46,98,53,57,58,1,156,13.7,13.7,137,7.21,1.25,849.0,406.0,406.0,849.0,900,2.0,2.0,1,0.1,20,32384,,,,,,,Germany Bundesliga
VfL Wolfsburg,1.0,90.0,10,92.2,92.2,922,183.33,185.91,193.67,184.25,185.76,46.3,46.3,463,3.8,3.8,38,43.7,43.7,437,11.3,11.3,113,10,5,5,10,9,5,4,0,0,7,3,2,0,0,0.0,3.0,0.0,31730.0,7.28,4.0,0.4,4.0,11.7,117,2,65,17,0.8,0.8,8,406.1,369.18,33.56,4061,100.0,0.0,1.0,10,16,2,,,,,,,75.0,121,12.1,33,73,51,37,48,1,121,14.3,14.3,143,7.53,1.25,808.0,376.0,376.0,808.0,900,1.6,1.6,0,0.0,16,1494701,0.1,0.1,0.0,0.0,1.0,191367.0,Germany Bundesliga
FC Köln,1.2,75.0,12,89.3,89.3,893,181.8,187.0,189.0,181.5,184.13,46.5,46.5,465,4.4,4.4,44,40.8,40.8,408,9.6,9.6,96,10,6,4,10,8,4,3,0,0,9,3,3,2,0,0.0,3.0,2.0,418101.0,7.19,8.0,0.8,8.0,8.0,80,5,90,20,1.9,1.9,19,402.8,251.75,29.19,4028,100.0,0.0,1.0,4,16,3,,,,,,,52.94,138,13.8,36,85,56,46,50,1,138,13.1,13.1,131,6.89,1.35,482.0,251.0,251.0,482.0,900,2.0,2.0,0,0.0,20,23222415,,,,,,,Germany Bundesliga
