team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Olympique Marseille,1.5,60.0,18,115.33,115.33,1384,178.63,184.82,189.5,181.36,182.38,59.83,59.83,718,5.33,5.33,64,52.58,52.58,631,12.5,12.5,150,12,6,6,12,7,4,0,0,0,10,7,5,3,2,2.0,3.0,2.0,20333643.0,7.63,7.0,0.58,7.0,6.42,77,4,90,24,1.25,1.25,15,598.42,312.22,41.75,7181,80.0,1.0,4.0,9,21,2,0.17,0.17,1.0,0.08,2.0,32390.0,38.57,172,14.33,39,107,66,67,65,1,172,13.58,13.58,163,5.62,1.09,1326.0,630.0,630.0,1326.0,1080,2.25,2.25,1,0.08,27,512560,,,,,,,France Ligue 1
Lorient,0.92,98.1818181818182,11,87.17,87.17,1046,180.8,185.29,189.67,177.71,182.45,44.17,44.17,530,3.5,3.5,42,43.92,43.92,527,10.25,10.25,123,12,6,6,12,11,6,4,2,1,7,3,3,1,0,0.0,3.0,2.0,37676630.0,7.08,4.0,0.33,4.0,9.83,118,1,45,26,1.75,1.75,21,418.08,385.92,35.08,5017,25.0,3.0,1.0,3,20,1,0.08,0.08,0.0,0.0,1.0,35271244.0,77.14,143,11.92,41,94,56,46,49,1,143,14.33,14.33,172,5.73,1.37,258.0,144.0,144.0,258.0,1080,2.42,2.42,0,0.0,29,37715699,,,,,,,France Ligue 1
Nice,1.17,77.14285714285714,14,78.58,78.58,943,179.44,184.71,188.0,179.89,181.59,45.67,45.67,548,4.58,4.58,55,36.92,36.92,443,12.92,12.92,155,12,6,6,12,10,5,2,1,0,10,5,2,0,0,0.0,2.0,0.0,102002.0,7.16,4.0,0.33,4.0,8.92,107,2,35,18,1.5,1.5,18,396.33,339.71,35.76,4756,100.0,0.0,2.0,7,19,3,,,,,,,63.53,133,11.08,35,82,51,47,50,1,133,14.25,14.25,171,5.7,1.11,1049.0,479.0,479.0,1049.0,1080,2.25,2.25,0,0.0,27,13155985,0.08,0.08,0.0,0.0,1.0,305358.0,France Ligue 1
Nantes,0.5,180.0,6,75.75,75.75,909,181.0,184.71,188.33,181.67,183.25,42.83,42.83,514,3.75,3.75,45,27.83,27.83,334,11.42,11.42,137,12,6,6,12,10,5,1,1,1,6,4,1,0,0,1.0,2.0,0.0,95617.0,7.25,5.0,0.42,5.0,6.92,83,2,45,16,1.08,1.08,13,357.08,389.55,34.56,4285,0.0,1.0,0.0,7,15,2,,,,,,,98.18,124,10.33,43,71,50,31,53,1,124,15.33,15.33,184,8.76,1.32,412.0,173.0,173.0,412.0,1080,1.83,1.83,2,0.17,22,161320,,,,,,,France Ligue 1
Auxerre,0.25,360.0,3,91.17,91.17,1094,183.33,182.0,188.0,181.17,182.88,45.42,45.42,545,4.67,4.67,56,38.42,38.42,461,13.83,13.83,166,12,6,6,12,10,7,2,0,0,6,1,0,0,0,,,,7691269.0,6.91,3.0,0.25,3.0,9.58,115,1,53,15,1.42,1.42,17,387.83,930.8,36.94,4654,50.0,1.0,1.0,5,19,0,0.17,0.17,0.0,0.0,2.0,95346.0,154.29,126,10.5,42,77,44,40,49,400,126,18.08,18.08,217,6.38,1.3,175.0,118.0,118.0,175.0,1080,2.17,2.17,1,0.08,26,433075,0.17,0.17,0.0,0.0,2.0,13225178.0,France Ligue 1
Monaco,1.33,67.5,16,110.92,110.92,1331,183.14,184.11,192.0,178.67,182.96,55.42,55.42,665,4.33,4.33,52,49.42,49.42,593,13.17,13.17,158,12,5,7,12,11,6,3,1,0,10,6,4,2,2,0.0,4.0,2.0,11347016.0,7.22,7.0,0.58,7.0,10.5,126,3,90,27,2.08,2.08,25,497.42,331.61,38.51,5969,80.0,1.0,4.0,8,21,1,0.08,0.08,0.0,0.0,1.0,4969702.0,45.0,155,12.92,40,118,65,50,37,1,155,18.0,18.0,216,6.35,1.38,866.0,391.0,391.0,866.0,1080,2.58,2.58,0,0.0,31,37695373,0.08,0.08,0.0,0.0,1.0,32738.0,France Ligue 1
LOSC Lille,1.5,60.0,18,110.0,110.0,1320,180.25,183.18,188.5,183.5,183.28,57.67,57.67,692,6.92,6.92,83,59.58,59.58,715,13.25,13.25,159,12,6,6,12,9,4,2,0,0,8,5,3,2,2,0.0,3.0,2.0,37652750.0,7.19,7.0,0.58,7.0,8.83,106,5,90,26,1.08,1.08,13,501.08,273.32,30.68,6013,50.0,1.0,1.0,11,16,1,0.08,0.08,1.0,0.08,1.0,25734.0,46.96,196,16.33,64,135,71,61,61,2,196,15.17,15.17,182,6.07,1.11,901.0,392.0,392.0,901.0,1080,2.33,2.33,3,0.25,28,95168,,,,,,,France Ligue 1
Toulouse,0.67,135.0,8,91.33,91.33,1096,182.71,186.63,188.67,178.0,183.15,42.92,42.92,515,4.75,4.75,57,46.5,46.5,558,14.17,14.17,170,12,6,6,12,8,4,1,1,1,9,6,2,1,0,2.0,2.0,1.0,455796.0,7.5,5.0,0.42,5.0,8.92,107,2,89,22,1.0,1.0,12,351.08,324.08,27.9,4213,66.67,2.0,4.0,6,19,1,0.08,0.08,0.0,0.0,1.0,37729240.0,60.0,151,12.58,44,112,62,45,39,900,151,15.58,15.58,187,5.67,1.09,519.0,318.0,318.0,519.0,1080,2.67,2.67,1,0.08,32,455796,,,,,,,France Ligue 1
Metz,0.67,135.0,8,76.75,76.75,921,181.29,182.33,196.33,178.44,182.32,48.58,48.58,583,4.25,4.25,51,32.83,32.83,394,11.42,11.42,137,12,6,6,12,9,6,6,3,2,7,5,0,0,0,1.0,1.0,0.0,96733.0,7.43,4.0,0.33,4.0,6.58,79,2,90,27,1.08,1.08,13,444.33,592.44,50.3,5332,75.0,1.0,3.0,9,20,0,0.17,0.17,0.0,0.0,2.0,37683588.0,90.0,106,8.83,25,71,46,35,35,600,106,18.33,18.33,220,10.0,1.58,191.0,69.0,69.0,191.0,1080,1.42,1.42,0,0.0,17,530526,0.08,0.08,0.0,0.0,1.0,96733.0,France Ligue 1
Angers SCO,0.42,216.0,5,69.75,69.75,837,177.25,182.43,187.33,179.67,181.09,39.08,39.08,469,4.0,4.0,48,29.33,29.33,352,11.5,11.5,138,12,6,6,12,9,3,1,1,1,7,3,0,0,0,1.0,2.0,1.0,474517.0,7.25,2.0,0.17,2.0,9.17,110,1,9,16,1.75,1.75,21,379.33,569.0,42.54,4552,100.0,0.0,1.0,6,17,0,0.08,0.08,0.0,0.0,1.0,33991167.0,108.0,107,8.92,34,66,36,37,41,700,107,17.5,17.5,210,12.35,1.52,552.0,191.0,191.0,552.0,1080,1.42,1.42,2,0.17,17,97621,,,,,,,France Ligue 1
Paris Saint Germain,1.25,72.0,15,141.58,141.58,1699,179.5,183.67,191.33,179.83,182.63,72.33,72.33,868,6.5,6.5,78,77.0,77.0,924,9.83,9.83,118,12,7,5,12,6,3,2,0,0,11,6,4,1,1,0.0,6.0,3.0,4545430.0,7.99,4.0,0.33,4.0,5.92,71,3,90,19,0.83,0.83,10,775.5,443.14,46.3,9306,75.0,1.0,3.0,6,14,3,,,,,,,45.0,201,16.75,50,108,74,77,94,1,201,14.17,14.17,170,11.33,1.4,2367.0,1065.0,1065.0,2367.0,1080,1.25,1.25,1,0.08,15,186797,,,,,,,France Ligue 1
Lens,1.17,77.14285714285714,14,80.08,80.08,961,183.5,182.5,187.5,180.2,182.21,45.67,45.67,548,5.92,5.92,71,39.75,39.75,477,13.0,13.0,156,12,6,6,12,9,2,0,0,0,8,8,4,1,0,1.0,5.0,3.0,96348.0,7.37,6.0,0.5,6.0,10.33,124,2,40,18,2.08,2.08,25,426.08,300.76,32.36,5113,75.0,1.0,3.0,7,17,0,0.08,0.08,0.0,0.0,1.0,98697.0,51.43,158,13.17,37,118,60,61,40,1,158,18.33,18.33,220,7.1,1.42,550.0,294.0,294.0,550.0,1080,2.17,2.17,0,0.0,26,96348,0.08,0.08,0.0,0.0,1.0,37633394.0,France Ligue 1
