team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id,league
Felgueiras 1932,0.7,128.57142857142858,7,84.9,84.9,849,175.33,183.0,189.25,175.71,180.55,50.7,50.7,507,4.9,4.9,49,58.3,58.3,583,16.3,16.3,163,10,5,5,10,9,5,2,0,0,6,4,1,0,0,0.0,2.0,0.0,37289791.0,6.54,3.0,0.3,3.0,8.0,80,1,20,16,2.0,2.0,20,302.1,335.67,23.79,3021,100.0,0.0,2.0,3,7,0,0.1,0.1,0.0,0.0,1.0,37586855.0,81.82,127,12.7,28,78,58,41,43,700,127,15.1,15.1,151,5.03,1.01,,,,,900,2.7,2.7,0,0.0,27,37303857,0.1,0.1,0.0,0.0,1.0,37402335.0,Portugal LigaPro
Benfica II,1.0,91.36363636363636,11,87.09,87.09,958,177.67,181.38,183.5,179.0,179.91,51.0,51.0,561,7.0,7.0,77,60.82,60.82,669,14.73,14.73,162,11,5,6,11,10,6,2,1,0,10,4,2,0,0,2.0,0.0,0.0,,7.14,4.0,0.36,4.0,6.64,73,2,45,19,1.82,1.82,20,308.36,242.29,21.88,3392,100.0,0.0,1.0,4,13,0,,,,,,,62.81,155,14.09,37,91,65,53,58,1,155,14.73,14.73,162,3.86,1.14,21.0,14.0,14.0,21.0,1005,3.09,3.09,0,0.0,34,37656848,0.27,0.27,0.0,0.0,3.0,37613804.0,Portugal LigaPro
Lusitania FC Lourosa,1.0,91.36363636363636,11,78.82,78.82,867,185.0,183.83,188.0,180.14,183.48,52.0,52.0,572,6.45,6.45,71,52.27,52.27,575,14.73,14.73,162,11,5,6,11,9,5,3,1,0,9,3,0,0,0,2.0,1.0,1.0,510095.0,6.54,3.0,0.27,3.0,6.73,74,1,90,18,1.36,1.36,15,327.55,327.55,25.02,3603,50.0,1.0,1.0,2,12,1,0.18,0.18,0.0,0.0,2.0,159419.0,83.75,144,13.09,30,86,65,49,47,1,144,11.0,11.0,121,4.03,0.83,21.0,16.0,16.0,21.0,1005,2.55,2.55,0,0.0,28,109291,0.13,0.13,0.0,0.0,1.0,159419.0,Portugal LigaPro
Penafiel,0.73,123.75,8,83.91,83.91,923,184.14,183.5,193.0,180.2,184.16,43.09,43.09,474,4.09,4.09,45,47.27,47.27,520,14.27,14.27,157,11,6,5,11,6,4,1,0,0,7,4,1,0,0,,,,22192060.0,6.67,1.0,0.09,1.0,7.91,87,2,90,14,1.36,1.36,15,235.09,258.6,23.51,2586,100.0,0.0,2.0,8,18,0,0.09,0.09,0.0,0.0,1.0,37651920.0,82.5,110,10.0,21,62,53,44,40,800,110,10.09,10.09,111,4.27,0.77,,,,,990,2.27,2.27,0,0.0,25,161971,,,,,,,Portugal LigaPro
Leixões,0.73,123.75,8,88.0,88.0,968,177.5,184.75,193.5,177.18,180.0,46.55,46.55,512,3.73,3.73,41,42.27,42.27,465,13.36,13.36,147,11,5,6,11,9,7,3,2,1,7,3,3,0,0,0.0,3.0,2.0,37567284.0,6.53,2.0,0.18,2.0,8.36,92,2,20,24,1.55,1.55,17,299.55,253.46,26.79,3295,0.0,1.0,0.0,3,15,0,0.09,0.09,0.0,0.0,1.0,37354836.0,76.15,123,11.18,23,69,59,41,47,1,123,14.45,14.45,159,4.08,1.1,84.0,38.0,38.0,84.0,990,3.0,3.0,0,0.0,33,516226,0.18,0.18,0.0,0.0,2.0,162106.0,Portugal LigaPro
Farense,0.3,300.0,3,85.9,85.9,859,180.88,181.17,189.25,178.14,181.52,52.6,52.6,526,4.8,4.8,48,58.9,58.9,589,15.1,15.1,151,10,5,5,10,6,4,2,0,0,5,4,1,1,0,1.0,0.0,0.0,395333.0,6.63,1.0,0.1,1.0,7.7,77,2,90,12,1.8,1.8,18,318.1,397.63,22.56,3181,100.0,0.0,1.0,2,19,0,,,,,,,81.82,141,14.1,32,79,60,49,52,700,141,13.4,13.4,134,3.19,1.02,93.0,29.0,29.0,93.0,900,4.0,4.0,0,0.0,40,440988,0.1,0.1,0.0,0.0,1.0,37723028.0,Portugal LigaPro
Portimonense SAD,0.6,150.0,6,71.3,71.3,713,179.0,179.5,192.33,178.22,180.46,51.2,51.2,512,5.2,5.2,52,46.2,46.2,462,14.6,14.6,146,10,4,6,10,10,4,2,2,0,9,3,1,0,0,0.0,3.0,0.0,37538818.0,6.73,3.0,0.3,3.0,8.3,83,1,9,19,1.9,1.9,19,269.5,245.0,19.82,2695,100.0,0.0,2.0,6,14,0,0.3,0.3,0.0,0.0,3.0,219882.0,69.23,136,13.6,27,81,59,50,44,900,136,14.8,14.8,148,4.11,1.19,10.0,,,10.0,900,3.1,3.1,0,0.0,31,218477,0.1,0.1,0.0,0.0,1.0,37770212.0,Portugal LigaPro
Sporting CP II,1.4,64.28571428571429,14,87.3,87.3,873,179.0,187.25,189.25,178.33,182.24,52.9,52.9,529,5.1,5.1,51,54.2,54.2,542,15.2,15.2,152,10,5,5,10,5,1,0,0,0,8,5,4,2,0,2.0,4.0,3.0,37656164.0,6.71,3.0,0.3,3.0,8.5,85,3,45,13,2.6,2.6,26,363.9,227.44,24.59,3639,75.0,1.0,3.0,1,4,14,0.1,0.1,0.0,0.0,1.0,37717401.0,47.37,148,14.8,29,84,56,63,50,1,148,13.7,13.7,137,4.15,1.04,8.0,8.0,8.0,8.0,900,3.0,3.0,0,0.0,30,37655996,0.1,0.1,0.0,0.0,1.0,37567299.0,Portugal LigaPro
Marítimo,0.64,141.42857142857142,7,87.36,87.36,961,182.6,184.0,189.75,181.29,183.87,56.18,56.18,618,5.09,5.09,56,55.27,55.27,608,16.18,16.18,178,11,5,6,11,5,2,1,0,0,9,4,0,0,0,0.0,1.0,1.0,6306089.0,6.56,3.0,0.27,3.0,7.27,80,2,90,13,1.27,1.27,14,343.09,343.09,24.19,3774,66.67,1.0,2.0,3,16,2,0.27,0.27,0.0,0.0,3.0,2178908.0,76.15,156,14.18,35,83,62,57,58,900,156,16.73,16.73,184,4.09,1.19,62.0,30.0,30.0,62.0,990,3.64,3.64,0,0.0,40,37600234,,,,,,,Portugal LigaPro
Vizela,1.0,90.0,11,80.82,80.82,889,187.67,186.25,187.0,181.0,184.92,54.18,54.18,596,4.55,4.55,50,53.09,53.09,584,15.0,15.0,165,11,6,5,11,8,2,1,0,0,10,5,1,1,0,3.0,1.0,1.0,33176415.0,6.56,1.0,0.09,1.0,6.55,72,1,54,19,1.36,1.36,15,348.82,255.8,24.28,3837,100.0,0.0,2.0,4,15,1,0.33,0.33,0.0,0.0,1.0,,58.24,158,14.36,37,86,63,58,64,1,158,12.64,12.64,139,2.73,0.9,,,,,990,3.91,3.91,0,0.0,43,538318,0.27,0.27,0.0,0.0,3.0,38164.0,Portugal LigaPro
