name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
FC Köln vs Hamburger SV,2024-08-02 18:30:00,Hamburger SV won after full-time.,Germany Bundesliga 2,FC Köln,Hamburger SV,1,2,4,6,6.0,3.0,13.0,1.0,28.0,10.0,143.0,73.0,100.0,20.0,60.0,40.0,,,18.0,7.0,9.0,3.0,1.0,4.0,0.0,1.0,14.0,4.0,17.0,7.0,4.0,3.0,2.0,2.0,2.1,3.76,3.43,2.77,1.47,,,,,,,2.05,3.6,3.4,2.5,1.5,,,,,,,2024-2025
Karlsruher SC vs Nürnberg,2024-08-03 11:00:00,Karlsruher SC won after full-time.,Germany Bundesliga 2,Karlsruher SC,Nürnberg,3,2,9,4,7.0,3.0,6.0,5.0,15.0,15.0,114.0,56.0,57.0,22.0,53.0,47.0,,,9.0,8.0,6.0,7.0,0.0,2.0,6.0,9.0,11.0,10.0,15.0,12.0,3.0,1.0,2.0,4.0,1.58,4.57,5.34,2.49,1.57,,,,,,,1.53,4.5,5.25,2.37,1.53,,,,,,,2024-2025
Hannover 96 vs Jahn Regensburg,2024-08-03 11:00:00,Hannover 96 won after full-time.,Germany Bundesliga 2,Hannover 96,Jahn Regensburg,2,0,7,14,5.0,3.0,6.0,7.0,17.0,10.0,85.0,85.0,45.0,39.0,54.0,46.0,,,12.0,6.0,5.0,4.0,0.0,2.0,8.0,6.0,8.0,10.0,12.0,17.0,3.0,3.0,1.0,0.0,1.54,4.42,6.22,2.13,1.76,,,,,,,1.5,4.33,6.0,2.0,1.72,,,,,,,2024-2025
Hertha BSC vs Paderborn,2024-08-03 11:00:00,Paderborn won after full-time.,Germany Bundesliga 2,Hertha BSC,Paderborn,1,2,11,4,1.0,8.0,3.0,4.0,10.0,10.0,137.0,76.0,58.0,40.0,59.0,41.0,,,6.0,8.0,4.0,2.0,0.0,1.0,6.0,12.0,7.0,5.0,16.0,8.0,2.0,3.0,2.0,1.0,2.1,3.98,3.26,3.02,1.41,,,,,,,2.05,3.9,3.2,2.75,1.4,,,,,,,2024-2025
Magdeburg vs Elversberg,2024-08-03 11:00:00,Game ended in draw.,Germany Bundesliga 2,Magdeburg,Elversberg,0,0,15,17,11.0,1.0,9.0,4.0,20.0,8.0,112.0,72.0,63.0,20.0,60.0,40.0,,,13.0,4.0,7.0,4.0,1.0,1.0,7.0,11.0,14.0,5.0,11.0,8.0,2.0,7.0,3.0,2.0,2.27,3.66,3.14,2.54,1.55,,,,,,,2.2,3.3,3.25,2.37,1.53,,,,,,,2024-2025
Schalke 04 vs Eintracht Braunschweig,2024-08-03 18:30:00,Schalke 04 won after full-time.,Germany Bundesliga 2,Schalke 04,Eintracht Braunschweig,5,1,15,14,3.0,3.0,4.0,5.0,14.0,11.0,84.0,64.0,35.0,30.0,56.0,44.0,,,10.0,8.0,4.0,3.0,2.0,1.0,8.0,7.0,11.0,9.0,13.0,11.0,5.0,2.0,2.0,2.0,1.98,3.68,3.86,2.48,1.57,,,,,1.85,2.04,1.8,3.6,4.33,2.25,1.57,,,,,1.82,2.02,2024-2025
Darmstadt 98 vs Fortuna Düsseldorf,2024-08-04 11:30:00,Fortuna Düsseldorf won after full-time.,Germany Bundesliga 2,Darmstadt 98,Fortuna Düsseldorf,0,2,10,9,7.0,6.0,3.0,5.0,12.0,11.0,86.0,96.0,42.0,31.0,45.0,55.0,,,9.0,7.0,3.0,4.0,4.0,0.0,6.0,4.0,9.0,9.0,16.0,7.0,3.0,6.0,2.0,2.0,3.21,3.62,2.24,2.39,1.61,,,,,,,3.2,3.4,2.15,2.25,1.57,,,,,,,2024-2025
SpVgg Greuther Fürth vs Preußen Münster,2024-08-04 11:30:00,SpVgg Greuther Fürth won after full-time.,Germany Bundesliga 2,SpVgg Greuther Fürth,Preußen Münster,3,1,12,11,6.0,5.0,10.0,10.0,21.0,14.0,95.0,76.0,45.0,39.0,47.0,53.0,1.0,0.0,13.0,10.0,8.0,4.0,1.0,1.0,1.0,0.0,17.0,12.0,9.0,11.0,3.0,6.0,1.0,2.0,2.03,3.96,3.45,3.05,1.41,,,,,,,1.9,3.8,3.8,2.62,1.44,,,,,,,2024-2025
Ulm vs Kaiserslautern,2024-08-04 11:30:00,Kaiserslautern won after full-time.,Germany Bundesliga 2,Ulm,Kaiserslautern,1,2,13,8,6.0,7.0,6.0,6.0,11.0,13.0,72.0,96.0,42.0,33.0,50.0,50.0,0.0,1.0,7.0,8.0,4.0,5.0,3.0,2.0,1.0,1.0,9.0,11.0,12.0,16.0,3.0,2.0,2.0,3.0,2.9,3.51,2.48,2.42,1.6,,,,,,,2.87,3.4,2.35,2.2,1.61,,,,,,,2024-2025
Kaiserslautern vs SpVgg Greuther Fürth,2024-08-09 16:30:00,Game ended in draw.,Germany Bundesliga 2,Kaiserslautern,SpVgg Greuther Fürth,2,2,6,2,8.0,5.0,6.0,4.0,13.0,14.0,97.0,80.0,49.0,30.0,56.0,44.0,0.0,1.0,9.0,9.0,4.0,5.0,1.0,4.0,1.0,1.0,10.0,5.0,10.0,14.0,5.0,4.0,3.0,1.0,1.99,3.83,3.68,2.6,1.53,,,,,,,1.95,3.8,3.5,2.5,1.5,,,,,,,2024-2025
