name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Lokomotiv Moskva vs Akron,2024-07-20 12:00:00,Lokomotiv Moskva won after full-time.,Russia Premier League,Lokomotiv Moskva,Akron,3,2,10,2,8.0,7.0,10.0,5.0,19.0,13.0,84.0,82.0,50.0,40.0,42.0,58.0,,,14.0,8.0,4.0,5.0,1.0,1.0,4.0,9.0,17.0,9.0,11.0,8.0,3.0,5.0,2.0,3.0,1.61,4.15,5.46,2.06,1.79,,,,,,,,,,,,,,,,,,2024-2025
Krylya Sovetov vs Zenit,2024-07-20 14:30:00,Zenit won after full-time.,Russia Premier League,Krylya Sovetov,Zenit,0,4,2,8,6.0,3.0,5.0,1.0,15.0,11.0,89.0,72.0,56.0,33.0,45.0,55.0,,,7.0,8.0,7.0,3.0,0.0,1.0,3.0,11.0,10.0,8.0,10.0,9.0,3.0,5.0,0.0,1.0,4.52,3.64,1.83,2.08,1.78,,,,,1.9,1.96,,,,,,,,,,,,2024-2025
Rostov vs CSKA Moskva,2024-07-20 17:00:00,Game ended in draw.,Russia Premier League,Rostov,CSKA Moskva,0,0,10,3,4.0,2.0,10.0,1.0,18.0,4.0,103.0,85.0,45.0,26.0,61.0,39.0,,,10.0,2.0,8.0,2.0,0.0,3.0,5.0,14.0,11.0,2.0,8.0,11.0,1.0,2.0,3.0,1.0,2.76,3.29,2.69,2.3,1.64,,,,,1.95,1.91,,,,,,,,,,,,2024-2025
Dinamo Moskva vs Fakel,2024-07-20 17:00:00,Dinamo Moskva won after full-time.,Russia Premier League,Dinamo Moskva,Fakel,3,1,4,12,5.0,5.0,5.0,7.0,15.0,11.0,89.0,87.0,39.0,48.0,47.0,53.0,,,10.0,8.0,5.0,3.0,0.0,2.0,12.0,5.0,9.0,10.0,12.0,17.0,2.0,3.0,5.0,5.0,1.68,3.73,5.57,1.98,1.86,,,,,2.01,1.86,,,,,,,,,,,,2024-2025
Orenburg vs Spartak Moskva,2024-07-21 14:30:00,Orenburg won after full-time.,Russia Premier League,Orenburg,Spartak Moskva,2,0,9,8,7.0,3.0,10.0,5.0,19.0,13.0,71.0,122.0,43.0,70.0,37.0,63.0,,,10.0,7.0,8.0,5.0,,,13.0,12.0,16.0,9.0,9.0,7.0,6.0,5.0,2.0,2.0,3.41,3.79,2.07,2.34,1.62,,,,,,,,,,,,,,,,,,2024-2025
Akhmat Grozny vs Krasnodar,2024-07-21 17:00:00,Game ended in draw.,Russia Premier League,Akhmat Grozny,Krasnodar,1,1,7,6,5.0,5.0,9.0,5.0,13.0,12.0,81.0,80.0,50.0,39.0,31.0,69.0,,,7.0,7.0,5.0,5.0,1.0,2.0,11.0,11.0,7.0,9.0,10.0,19.0,2.0,1.0,1.0,4.0,2.42,3.49,2.78,2.33,1.58,,,,,1.84,1.96,,,,,,,,,,,,2024-2025
Khimki vs Makhachkala,2024-07-21 17:00:00,Game ended in draw.,Russia Premier League,Khimki,Dynamo Makhachkala,1,1,11,6,8.0,7.0,5.0,4.0,16.0,12.0,91.0,79.0,50.0,48.0,63.0,37.0,2.0,0.0,11.0,5.0,5.0,6.0,1.0,3.0,5.0,7.0,12.0,6.0,8.0,15.0,2.0,7.0,1.0,0.0,2.03,3.28,4.13,1.68,2.23,1.87,1.99,2.05,1.78,,,,,,,,,,,,,,2024-2025
FK Nizjni Novgorod vs Rubin Kazan,2024-07-22 17:00:00,Rubin Kazan won after full-time.,Russia Premier League,FK Nizjni Novgorod,Rubin Kazan,2,4,11,12,6.0,3.0,11.0,2.0,18.0,9.0,104.0,76.0,39.0,35.0,65.0,35.0,,,13.0,5.0,4.0,4.0,2.0,4.0,4.0,10.0,12.0,8.0,12.0,17.0,2.0,1.0,4.0,2.0,2.79,3.14,2.77,1.83,2.01,1.83,2.05,2.06,1.82,,,,,,,,,,,,,,2024-2025
Krylya Sovetov vs Rostov,2024-07-26 15:00:00,Rostov won after full-time.,Russia Premier League,Krylya Sovetov,Rostov,1,3,16,11,0.0,3.0,3.0,4.0,6.0,12.0,47.0,69.0,27.0,41.0,48.0,52.0,,,4.0,7.0,2.0,4.0,5.0,1.0,7.0,4.0,4.0,10.0,10.0,12.0,4.0,2.0,4.0,2.0,3.28,3.4,2.27,2.28,1.65,,,,,1.91,1.95,,,,,,,,,,,,2024-2025
FK Nizjni Novgorod vs CSKA Moskva,2024-07-27 12:00:00,CSKA Moskva won after full-time.,Russia Premier League,FK Nizjni Novgorod,CSKA Moskva,0,3,13,11,8.0,3.0,2.0,5.0,5.0,11.0,82.0,77.0,28.0,31.0,49.0,51.0,,,2.0,9.0,3.0,2.0,1.0,1.0,5.0,7.0,4.0,7.0,13.0,12.0,2.0,2.0,,,6.1,4.33,1.56,1.86,2.0,,,1.86,2.03,1.89,1.99,,,,,,,,,,,,2024-2025
