name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
FC Groningen vs NAC Breda,2024-08-09 18:00:00,FC Groningen won after full-time.,Netherlands Eredivisie,FC Groningen,NAC Breda,4,1,4,11,8.0,1.0,5.0,4.0,17.0,7.0,6.0,7.0,3.0,1.0,69.0,31.0,1.0,1.0,11.0,4.0,6.0,3.0,1.0,0.0,4.0,12.0,9.0,7.0,7.0,7.0,2.0,5.0,1.0,3.0,1.68,3.81,5.54,2.13,1.76,,,,,,,1.61,3.9,5.5,2.0,1.75,,,,,,,2024-2025
Feyenoord vs Willem II,2024-08-10 14:30:00,Game ended in draw.,Netherlands Eredivisie,Feyenoord,Willem II,1,1,2,7,14.0,3.0,9.0,0.0,21.0,2.0,152.0,63.0,63.0,21.0,71.0,29.0,,,15.0,2.0,6.0,0.0,0.0,3.0,0.0,9.0,12.0,1.0,8.0,21.0,0.0,7.0,1.0,4.0,1.12,10.52,20.34,1.66,2.27,,,,,,,1.11,9.0,23.0,1.66,2.1,,,,,,,2024-2025
NEC Nijmegen vs FC Twente,2024-08-10 16:45:00,FC Twente venceu após o tempo regulamentar.,Netherlands Eredivisie,NEC Nijmegen,FC Twente,1,2,3,4,7.0,5.0,5.0,8.0,12.0,15.0,120.0,97.0,52.0,44.0,51.0,49.0,,,7.0,9.0,5.0,6.0,1.0,1.0,5.0,9.0,7.0,13.0,6.0,5.0,3.0,1.0,,,3.13,3.61,2.29,2.43,1.59,,,,,,,3.25,3.5,2.2,2.25,1.57,,,,,,,2024-2025
Almere City vs AZ,2024-08-10 18:00:00,AZ won after full-time.,Netherlands Eredivisie,Almere City,AZ,0,1,15,9,2.0,8.0,3.0,5.0,8.0,9.0,124.0,91.0,48.0,34.0,44.0,56.0,,,2.0,4.0,6.0,5.0,3.0,0.0,6.0,10.0,5.0,6.0,13.0,11.0,3.0,2.0,1.0,2.0,4.99,3.84,1.74,2.05,1.82,,,,,1.86,2.02,5.25,3.7,1.7,1.95,1.8,,,,,1.87,1.97,2024-2025
PSV vs RKC Waalwijk,2024-08-10 19:00:00,PSV won after full-time.,Netherlands Eredivisie,PSV,RKC Waalwijk,5,1,6,8,7.0,3.0,7.0,4.0,21.0,9.0,150.0,44.0,94.0,16.0,77.0,23.0,,,18.0,7.0,3.0,2.0,3.0,0.0,4.0,9.0,18.0,3.0,4.0,8.0,2.0,7.0,,,1.08,14.07,26.0,1.88,1.93,,,,,,,1.07,13.0,21.0,1.9,1.9,,,,,,,2024-2025
Sparta Rotterdam vs Heracles Almelo,2024-08-11 10:15:00,Game ended in draw.,Netherlands Eredivisie,Sparta Rotterdam,Heracles Almelo,0,0,7,11,3.0,4.0,6.0,5.0,,,,,,,68.0,32.0,,,,,,,,,7.0,12.0,,,14.0,12.0,2.0,1.0,1.0,1.0,1.39,5.18,8.0,2.26,1.68,,,,,,,1.38,5.0,7.5,2.1,1.66,,,,,,,2024-2025
FC Utrecht vs PEC Zwolle,2024-08-11 12:30:00,FC Utrecht won after full-time.,Netherlands Eredivisie,FC Utrecht,PEC Zwolle,1,0,13,9,2.0,1.0,3.0,3.0,9.0,5.0,124.0,79.0,65.0,36.0,50.0,50.0,,,8.0,4.0,1.0,1.0,3.0,3.0,4.0,8.0,6.0,3.0,10.0,18.0,1.0,1.0,0.0,3.0,1.54,4.47,6.11,2.25,1.68,,,,,,,1.5,4.33,6.5,2.1,1.66,,,,,,,2024-2025
Go Ahead Eagles vs Fortuna Sittard,2024-08-11 12:30:00,Fortuna Sittard won after full-time.,Netherlands Eredivisie,Go Ahead Eagles,Fortuna Sittard,0,2,8,12,6.0,3.0,9.0,3.0,18.0,13.0,103.0,73.0,69.0,32.0,65.0,35.0,,,10.0,5.0,8.0,8.0,3.0,1.0,6.0,9.0,12.0,8.0,10.0,13.0,2.0,4.0,1.0,1.0,2.14,3.43,3.65,2.19,1.72,,,,,1.85,2.04,2.1,3.3,3.6,2.1,1.66,,,,,1.85,2.0,2024-2025
Ajax vs SC Heerenveen,2024-08-11 14:45:00,Ajax won after full-time.,Netherlands Eredivisie,Ajax,SC Heerenveen,1,0,11,13,5.0,2.0,6.0,3.0,12.0,7.0,115.0,87.0,55.0,40.0,48.0,52.0,,,6.0,5.0,6.0,2.0,2.0,3.0,4.0,9.0,14.0,7.0,8.0,10.0,2.0,3.0,0.0,2.0,1.41,5.22,7.23,2.53,1.56,,,,,,,1.4,4.75,7.0,2.37,1.53,,,,,,,2024-2025
Fortuna Sittard vs Almere City,2024-08-16 18:00:00,Fortuna Sittard won after full-time.,Netherlands Eredivisie,Fortuna Sittard,Almere City,3,0,3,15,9.0,3.0,6.0,2.0,20.0,8.0,83.0,90.0,68.0,47.0,52.0,48.0,,,13.0,6.0,7.0,2.0,,,2.0,9.0,11.0,7.0,8.0,12.0,4.0,5.0,2.0,3.0,1.81,3.71,4.71,1.97,1.88,,,,,2.03,1.86,1.75,3.6,4.75,1.9,1.9,,,,,2.0,1.85,2024-2025
SC Heerenveen vs FC Utrecht,2024-08-17 14:30:00,Game ended in draw.,Netherlands Eredivisie,SC Heerenveen,FC Utrecht,1,1,14,5,6.0,4.0,13.0,2.0,21.0,6.0,127.0,98.0,71.0,19.0,65.0,35.0,,,12.0,5.0,9.0,1.0,0.0,3.0,0.0,10.0,16.0,4.0,16.0,8.0,3.0,6.0,4.0,2.0,3.04,3.55,2.37,2.47,1.58,,,,,,,3.0,3.5,2.3,2.37,1.53,,,,,,,2024-2025
FC Twente vs Sparta Rotterdam,2024-08-17 16:45:00,Game ended in draw.,Netherlands Eredivisie,FC Twente,Sparta Rotterdam,1,1,4,11,5.0,4.0,11.0,7.0,21.0,11.0,100.0,60.0,68.0,22.0,59.0,41.0,1.0,0.0,10.0,8.0,11.0,3.0,1.0,3.0,7.0,8.0,11.0,8.0,7.0,8.0,2.0,2.0,1.0,0.0,1.64,4.13,5.34,2.22,1.7,,,,,,,1.61,4.2,5.0,2.1,1.66,,,,,,,2024-2025
AZ vs NEC Nijmegen,2024-08-17 18:00:00,AZ venceu após o tempo regulamentar.,Netherlands Eredivisie,AZ,NEC Nijmegen,1,0,7,12,4.0,6.0,5.0,6.0,16.0,8.0,135.0,83.0,78.0,20.0,56.0,44.0,,,8.0,5.0,8.0,3.0,3.0,2.0,11.0,12.0,9.0,5.0,10.0,11.0,1.0,5.0,2.0,2.0,1.5,4.54,6.54,2.21,1.71,,,,,,,1.48,4.5,6.5,2.05,1.7,,,,,,,2024-2025
