name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Borussia Mönchengladbach vs Bayer 04 Leverkusen,2024-08-23 18:30:00,Bayer 04 Leverkusen won after full-time.,Germany Bundesliga,Borussia Mönchengladbach,Bayer 04 Leverkusen,2,3,3,1,2.0,4.0,3.0,8.0,14.0,25.0,81.0,126.0,28.0,64.0,42.0,58.0,0.0,1.0,10.0,17.0,4.0,9.0,2.0,0.0,6.0,5.0,8.0,15.0,11.0,7.0,7.0,5.0,1.0,0.0,4.95,4.39,1.67,2.59,1.54,,,,,,,4.75,4.5,1.61,2.5,1.5,,,,,,,2024-2025
RB Leipzig vs VfL Bochum 1848,2024-08-24 13:30:00,RB Leipzig won after full-time.,Germany Bundesliga,RB Leipzig,VfL Bochum 1848,1,0,4,10,9.0,3.0,5.0,0.0,13.0,10.0,83.0,106.0,43.0,25.0,63.0,37.0,,,10.0,6.0,3.0,4.0,3.0,2.0,4.0,11.0,8.0,3.0,9.0,16.0,3.0,2.0,1.0,3.0,1.22,7.22,12.69,2.05,1.81,,,,,,,1.22,7.5,11.0,1.95,1.8,,,,,,,2024-2025
TSG Hoffenheim vs Holstein Kiel,2024-08-24 13:30:00,TSG Hoffenheim won after full-time.,Germany Bundesliga,TSG Hoffenheim,Holstein Kiel,3,2,12,15,8.0,6.0,9.0,7.0,21.0,17.0,99.0,78.0,69.0,32.0,55.0,45.0,1.0,0.0,14.0,11.0,7.0,6.0,2.0,1.0,12.0,6.0,15.0,12.0,8.0,14.0,4.0,5.0,2.0,3.0,1.63,4.67,4.91,2.71,1.5,,,,,,,1.6,4.75,4.75,2.5,1.5,,,,,,,2024-2025
SC Freiburg vs VfB Stuttgart,2024-08-24 13:30:00,SC Freiburg won after full-time.,Germany Bundesliga,SC Freiburg,VfB Stuttgart,3,1,1,17,6.0,3.0,5.0,5.0,16.0,9.0,91.0,103.0,34.0,42.0,33.0,67.0,,,10.0,3.0,6.0,6.0,3.0,0.0,8.0,6.0,8.0,7.0,7.0,10.0,1.0,2.0,2.0,1.0,3.66,3.95,1.99,2.69,1.51,,,,,,,3.7,3.8,1.9,2.5,1.5,,,,,,,2024-2025
FC Augsburg vs Werder Bremen,2024-08-24 13:30:00,Game ended in draw.,Germany Bundesliga,FC Augsburg,Werder Bremen,2,2,3,2,4.0,2.0,6.0,4.0,11.0,11.0,77.0,93.0,43.0,36.0,45.0,55.0,,,8.0,10.0,3.0,1.0,1.0,2.0,11.0,9.0,6.0,9.0,11.0,10.0,3.0,1.0,3.0,1.0,2.55,3.59,2.8,2.51,1.57,,,,,,,2.45,3.6,2.7,2.25,1.57,,,,,,,2024-2025
FSV Mainz 05 vs FC Union Berlin,2024-08-24 13:30:00,Game ended in draw.,Germany Bundesliga,FSV Mainz 05,FC Union Berlin,1,1,9,11,8.0,9.0,8.0,6.0,14.0,15.0,92.0,90.0,26.0,50.0,54.0,46.0,,,12.0,7.0,2.0,8.0,1.0,1.0,11.0,9.0,13.0,11.0,10.0,15.0,4.0,3.0,1.0,3.0,2.1,3.38,3.9,2.06,1.83,,,1.83,2.09,2.08,1.82,2.05,3.3,3.75,1.95,1.8,,,1.83,2.07,2.07,1.83,2024-2025
Borussia Dortmund vs Eintracht Frankfurt,2024-08-24 16:30:00,Borussia Dortmund won after full-time.,Germany Bundesliga,Borussia Dortmund,Eintracht Frankfurt,2,0,9,11,7.0,7.0,7.0,4.0,20.0,7.0,120.0,59.0,90.0,47.0,70.0,30.0,,,13.0,5.0,7.0,3.0,0.0,1.0,6.0,9.0,10.0,8.0,6.0,3.0,3.0,3.0,0.0,1.0,1.75,4.19,4.58,2.65,1.52,,,,,,,1.7,4.0,4.5,2.5,1.5,,,,,,,2024-2025
VfL Wolfsburg vs FC Bayern München,2024-08-25 13:30:00,FC Bayern München won after full-time.,Germany Bundesliga,VfL Wolfsburg,FC Bayern München,2,3,10,11,1.0,7.0,7.0,2.0,10.0,15.0,82.0,95.0,25.0,62.0,29.0,71.0,1.0,0.0,7.0,13.0,3.0,1.0,3.0,1.0,9.0,6.0,9.0,11.0,12.0,11.0,6.0,0.0,2.0,3.0,6.37,4.55,1.53,2.26,1.69,,,,,,,6.0,4.75,1.45,2.25,1.57,,,,,,,2024-2025
St. Pauli vs Heidenheim,2024-08-25 15:30:00,Heidenheim won after full-time.,Germany Bundesliga,St. Pauli,Heidenheim,0,2,13,12,4.0,2.0,7.0,2.0,11.0,5.0,133.0,88.0,39.0,27.0,61.0,39.0,,,6.0,3.0,5.0,2.0,1.0,0.0,4.0,12.0,10.0,5.0,9.0,15.0,1.0,3.0,2.0,3.0,2.02,3.49,4.06,2.06,1.83,,,,,1.9,2.0,1.95,3.5,3.75,2.0,1.75,,,,,1.99,1.91,2024-2025
FC Union Berlin vs St. Pauli,2024-08-30 18:30:00,FC Union Berlin won after full-time.,Germany Bundesliga,FC Union Berlin,St. Pauli,1,0,11,17,5.0,4.0,5.0,4.0,11.0,8.0,90.0,137.0,33.0,36.0,39.0,61.0,,,5.0,5.0,6.0,3.0,2.0,3.0,8.0,9.0,8.0,4.0,10.0,11.0,1.0,4.0,3.0,1.0,1.95,3.43,4.43,1.93,1.93,,,1.89,2.02,2.01,1.9,1.95,3.4,4.2,1.9,1.9,,,1.87,2.03,2.04,1.86,2024-2025
