team,media_home_goals,media_sofridos_home_goals,media_home_corners,media_sofridos_home_corners,media_home_shots-off-target,media_sofridos_home_shots-off-target,media_home_shots-total,media_sofridos_home_shots-total,media_home_attacks,media_sofridos_home_attacks,media_home_dangerous-attacks,media_sofridos_home_dangerous-attacks,media_home_ball-possession,media_sofridos_home_ball-possession,media_home_penalties,media_sofridos_home_penalties,media_home_shots-insidebox,media_sofridos_home_shots-insidebox,media_home_shots-outsidebox,media_sofridos_home_shots-outsidebox,media_home_offsides,media_sofridos_home_offsides,media_home_goals-kicks,media_sofridos_home_goals-kicks,media_home_goal-attempts,media_sofridos_home_goal-attempts,media_home_fouls,media_sofridos_home_fouls,media_home_saves,media_sofridos_home_saves,media_home_yellowcards,media_sofridos_home_yellowcards,media_prob_home_home_pinacle,media_prob_home_draw_pinacle,media_prob_home_away_pinacle,media_prob_home_btts_pinacle,media_prob_home_no_btts_pinacle,media_prob_home_over_pinnacle_2,media_prob_home_under_pinnacle_2,media_prob_home_over_pinnacle_2_25,media_prob_home_under_pinnacle_2_25,media_prob_home_over_pinnacle_2_5,media_prob_home_under_pinnacle_2_5,media_prob_home_bet365_home,media_prob_home_bet365_draw,media_prob_home_bet365_away,media_prob_home_btts_bet365_no,media_prob_home_btts_bet365_yes,media_prob_home_over_bet365_2_0,media_prob_home_under_bet365_2_0,"media_prob_home_over_bet365_2_0, 2_5","media_prob_home_under_bet365_2_0, 2_5",media_prob_home_over_bet365_2_5,media_prob_home_under_bet365_2_5,name_league,ano,media_sofridos_away_goals,media_away_goals,media_sofridos_away_corners,media_away_corners,media_sofridos_away_shots-off-target,media_away_shots-off-target,media_sofridos_away_shots-total,media_away_shots-total,media_sofridos_away_attacks,media_away_attacks,media_sofridos_away_dangerous-attacks,media_away_dangerous-attacks,media_sofridos_away_ball-possession,media_away_ball-possession,media_sofridos_away_penalties,media_away_penalties,media_sofridos_away_shots-insidebox,media_away_shots-insidebox,media_sofridos_away_shots-outsidebox,media_away_shots-outsidebox,media_sofridos_away_offsides,media_away_offsides,media_sofridos_away_goals-kicks,media_away_goals-kicks,media_sofridos_away_goal-attempts,media_away_goal-attempts,media_sofridos_away_fouls,media_away_fouls,media_sofridos_away_saves,media_away_saves,media_sofridos_away_yellowcards,media_away_yellowcards,media_prob_away_home_pinacle,media_prob_away_draw_pinacle,media_prob_away_away_pinacle,media_prob_away_btts_pinacle,media_prob_away_no_btts_pinacle,media_prob_away_over_pinnacle_2,media_prob_away_under_pinnacle_2,media_prob_away_over_pinnacle_2_25,media_prob_away_under_pinnacle_2_25,media_prob_away_over_pinnacle_2_5,media_prob_away_under_pinnacle_2_5,media_prob_away_bet365_home,media_prob_away_bet365_draw,media_prob_away_bet365_away,media_prob_away_btts_bet365_no,media_prob_away_btts_bet365_yes,media_prob_away_over_bet365_2_0,media_prob_away_under_bet365_2_0,"media_prob_away_over_bet365_2_0, 2_5","media_prob_away_under_bet365_2_0, 2_5",media_prob_away_over_bet365_2_5,media_prob_away_under_bet365_2_5
AZ,2.41,1.06,6.29,3.94,5.59,3.65,14.53,9.53,104.65,85.94,52.29,35.35,54.71,45.29,0.14,0.07,11.06,6.41,3.47,3.12,2.06,0.81,4.76,8.06,10.53,6.18,10.06,8.59,2.47,3.29,1.24,1.47,0.66,0.19,0.18,0.53,0.51,,,,,0.54,0.5,0.67,0.2,0.18,0.53,0.55,,,,,0.51,0.53,Netherlands Eredivisie,2023-2024,1.24,1.71,3.53,5.47,4.24,5.47,12.53,13.71,97.0,107.12,42.06,49.41,46.88,53.12,0.31,0.06,7.65,8.41,4.88,5.29,0.76,1.47,8.59,7.12,7.65,9.65,10.29,11.47,3.18,3.18,1.69,1.62,0.3,0.24,0.5,0.57,0.47,,,0.5,0.54,0.52,0.52,0.3,0.25,0.5,0.5,0.57,,,0.5,0.54,0.52,0.52
Ajax,2.29,1.24,5.29,3.65,5.29,4.0,15.41,9.88,117.0,87.35,61.12,37.47,60.65,39.35,0.27,0.07,10.88,6.94,4.53,2.94,1.59,1.41,6.18,7.18,10.59,6.53,8.65,10.88,2.65,4.06,1.41,1.71,0.63,0.2,0.2,0.61,0.43,,,,,,,0.63,0.21,0.21,0.45,0.62,,,,,0.53,0.51,Netherlands Eredivisie,2023-2024,2.35,2.06,4.35,5.94,5.47,5.12,15.06,15.18,86.18,107.06,44.88,54.65,40.71,59.29,0.13,0.13,10.65,10.59,4.41,4.59,1.94,1.5,7.47,7.29,10.47,10.53,11.0,8.71,4.41,3.65,1.62,1.25,0.31,0.22,0.51,0.65,0.39,,,,,,,0.31,0.23,0.51,0.42,0.65,,,,,,
Almere City,1.06,1.76,5.12,5.59,5.59,5.76,12.0,14.0,115.24,105.0,57.35,48.65,45.29,54.71,0.19,0.12,7.41,8.59,4.59,5.41,1.75,2.19,8.24,8.47,8.0,9.71,13.71,10.94,3.65,2.59,1.82,1.24,0.33,0.25,0.45,0.57,0.47,,,0.53,0.5,0.51,0.52,0.34,0.26,0.45,0.49,0.58,,,0.53,0.52,0.5,0.55,Netherlands Eredivisie,2023-2024,1.71,0.88,5.65,4.0,6.24,4.41,15.94,10.24,112.18,109.59,50.76,47.41,57.59,42.41,0.19,0.06,10.59,6.88,5.35,3.35,1.56,1.62,6.59,7.41,10.76,6.76,8.76,15.06,2.18,4.18,1.59,2.18,0.6,0.23,0.2,0.55,0.49,,,0.54,0.49,0.5,0.53,0.61,0.23,0.21,0.52,0.55,,,0.55,0.5,0.51,0.53
Excelsior,1.53,1.59,4.06,6.12,5.47,5.71,13.88,13.71,96.41,122.0,47.53,57.35,46.94,53.06,0.0,0.15,9.59,8.35,4.29,5.35,1.12,2.18,8.94,7.76,10.12,9.88,7.47,10.24,3.12,3.65,1.18,1.59,0.33,0.23,0.47,0.61,0.43,,,,,0.53,0.5,0.34,0.24,0.48,0.45,0.62,,,,,0.55,0.5,Netherlands Eredivisie,2023-2024,2.71,1.41,6.82,3.29,5.94,2.71,17.18,8.35,124.18,96.0,61.94,36.35,55.94,44.06,0.2,0.07,11.41,5.41,5.76,2.94,1.65,1.41,4.88,7.59,11.24,5.24,7.35,9.18,1.94,4.76,1.53,1.93,0.63,0.21,0.19,0.58,0.46,,,0.54,0.49,0.51,0.52,0.64,0.22,0.19,0.48,0.59,,,0.56,0.49,0.53,0.52
FC Twente,2.35,1.0,7.53,2.94,6.29,3.59,18.82,8.29,123.94,94.53,70.65,32.41,60.53,39.47,0.12,0.06,11.29,5.76,7.53,2.53,1.59,2.0,5.59,9.53,11.0,5.71,8.71,12.65,2.24,3.71,1.24,2.29,0.67,0.19,0.17,0.53,0.51,,,,,0.54,0.49,0.67,0.21,0.18,0.52,0.55,,,,,0.55,0.5,Netherlands Eredivisie,2023-2024,1.12,1.71,3.35,6.59,5.24,6.12,11.82,14.59,101.65,101.76,46.53,54.59,48.12,51.88,0.31,0.25,7.53,9.71,4.29,4.88,1.41,2.0,7.76,7.76,8.71,8.65,10.65,11.0,2.59,3.59,1.59,1.59,0.28,0.24,0.51,0.6,0.44,,,,,0.53,0.49,0.29,0.24,0.51,0.48,0.59,,,,,0.54,0.51
FC Utrecht,1.74,1.37,7.16,4.21,6.42,5.53,15.58,13.32,108.53,97.42,53.68,42.68,50.0,50.0,0.07,0.27,11.05,7.84,4.53,5.47,1.61,1.56,7.28,8.44,10.58,9.0,11.05,10.68,3.32,4.0,1.21,1.68,0.51,0.23,0.29,0.58,0.46,,,,,0.53,0.5,0.53,0.24,0.29,0.49,0.59,,,,,0.53,0.51,Netherlands Eredivisie,2023-2024,1.41,1.18,5.12,4.94,5.53,5.06,13.65,11.41,111.18,98.0,52.41,44.94,53.88,46.12,0.19,0.12,8.47,7.94,5.18,3.47,2.0,1.56,7.41,8.76,10.35,8.24,10.88,10.24,2.65,4.0,1.29,1.59,0.44,0.26,0.33,0.59,0.45,,,0.5,0.53,0.52,0.52,0.45,0.26,0.34,0.47,0.6,,,0.5,0.55,0.52,0.52
FC Volendam,0.94,2.59,4.35,5.35,5.29,6.29,11.12,16.82,89.71,102.53,43.94,52.94,44.29,55.71,0.0,0.07,7.82,11.59,3.29,5.24,1.94,1.81,8.0,8.0,7.65,12.24,10.76,9.06,4.94,3.0,1.69,1.31,0.22,0.21,0.6,0.61,0.43,,,0.53,0.5,0.48,0.55,0.23,0.22,0.6,0.45,0.62,,,0.55,0.49,0.5,0.54,Netherlands Eredivisie,2023-2024,2.59,1.06,9.0,3.94,7.35,3.88,21.65,9.0,128.06,83.65,73.18,34.71,62.0,38.0,0.12,0.12,14.65,6.12,7.0,2.88,2.53,1.35,6.65,10.76,15.0,5.88,7.29,8.47,2.12,6.12,1.06,1.59,0.75,0.16,0.12,0.55,0.49,,,,,0.54,0.49,0.75,0.17,0.13,0.51,0.56,,,,,0.55,0.5
Feyenoord,3.0,0.59,9.41,2.18,9.71,2.35,24.29,5.47,138.0,66.59,77.47,21.0,64.35,35.65,0.41,0.06,16.65,2.88,7.65,2.59,2.07,1.2,3.65,12.18,16.18,3.82,8.0,9.18,1.24,5.82,0.69,1.75,0.81,0.13,0.09,0.52,0.52,,,,,,,0.81,0.14,0.09,0.53,0.54,,,,,,,Netherlands Eredivisie,2023-2024,0.94,2.41,3.88,5.82,3.65,6.35,9.82,16.94,81.12,119.59,32.82,57.24,40.0,60.0,0.0,0.13,5.71,11.41,4.12,5.53,2.06,2.12,9.0,5.65,6.65,12.18,12.18,10.41,4.47,2.59,2.18,1.29,0.17,0.19,0.68,0.57,0.47,,,,,0.54,0.49,0.18,0.2,0.68,0.49,0.58,,,,,0.55,0.5
Fortuna Sittard,1.69,1.25,6.29,4.71,7.41,4.12,16.82,9.71,92.76,109.94,52.47,45.82,43.53,56.47,0.47,0.0,10.82,5.88,6.0,3.82,1.38,1.44,7.35,9.47,12.41,8.0,10.53,10.12,2.29,4.59,1.65,1.71,0.4,0.26,0.38,0.57,0.47,,,0.52,0.51,0.51,0.52,0.41,0.26,0.38,0.49,0.58,,,0.54,0.51,0.52,0.52,Netherlands Eredivisie,2023-2024,2.25,0.62,4.59,3.76,4.29,5.76,14.24,11.29,122.18,96.88,57.29,44.12,57.65,42.35,0.25,0.12,8.94,6.18,5.29,5.12,1.33,1.33,8.18,7.18,9.41,8.41,9.94,11.0,2.71,3.47,1.0,1.71,0.52,0.25,0.26,0.56,0.48,,,0.54,0.49,0.5,0.53,0.52,0.25,0.28,0.51,0.56,,,0.55,0.5,0.51,0.53
Go Ahead Eagles,1.94,1.44,5.94,5.53,5.88,6.18,17.65,16.06,101.76,101.53,56.18,47.29,46.29,53.71,0.36,0.07,11.24,9.47,6.41,6.59,1.5,1.31,8.06,8.29,12.18,10.35,7.41,11.53,3.65,5.29,0.87,1.73,0.43,0.25,0.35,0.62,0.42,,,,,0.55,0.5,0.44,0.25,0.36,0.45,0.62,,,,,0.55,0.5,Netherlands Eredivisie,2023-2024,1.39,1.11,5.74,4.53,8.53,5.89,18.42,13.0,107.0,95.84,54.16,43.21,55.42,44.58,0.07,0.07,12.32,7.74,6.11,5.26,1.58,1.74,7.33,11.5,12.0,7.89,10.37,9.63,3.47,4.21,0.84,1.74,0.49,0.24,0.3,0.61,0.43,,,,,0.53,0.5,0.5,0.25,0.3,0.45,0.62,,,,,0.54,0.5
