team,media_home_goals,media_sofridos_home_goals,media_home_corners,media_sofridos_home_corners,media_home_shots-off-target,media_sofridos_home_shots-off-target,media_home_shots-total,media_sofridos_home_shots-total,media_home_attacks,media_sofridos_home_attacks,media_home_dangerous-attacks,media_sofridos_home_dangerous-attacks,media_home_ball-possession,media_sofridos_home_ball-possession,media_home_penalties,media_sofridos_home_penalties,media_home_shots-insidebox,media_sofridos_home_shots-insidebox,media_home_shots-outsidebox,media_sofridos_home_shots-outsidebox,media_home_offsides,media_sofridos_home_offsides,media_home_goals-kicks,media_sofridos_home_goals-kicks,media_home_goal-attempts,media_sofridos_home_goal-attempts,media_home_fouls,media_sofridos_home_fouls,media_home_saves,media_sofridos_home_saves,media_home_yellowcards,media_sofridos_home_yellowcards,media_prob_home_home_pinacle,media_prob_home_draw_pinacle,media_prob_home_away_pinacle,media_prob_home_btts_pinacle,media_prob_home_no_btts_pinacle,media_prob_home_over_pinnacle_2,media_prob_home_under_pinnacle_2,media_prob_home_over_pinnacle_2_25,media_prob_home_under_pinnacle_2_25,media_prob_home_over_pinnacle_2_5,media_prob_home_under_pinnacle_2_5,media_prob_home_bet365_home,media_prob_home_bet365_draw,media_prob_home_bet365_away,media_prob_home_btts_bet365_no,media_prob_home_btts_bet365_yes,media_prob_home_over_bet365_2_0,media_prob_home_under_bet365_2_0,"media_prob_home_over_bet365_2_0, 2_5","media_prob_home_under_bet365_2_0, 2_5",media_prob_home_over_bet365_2_5,media_prob_home_under_bet365_2_5,name_league,ano,media_sofridos_away_goals,media_away_goals,media_sofridos_away_corners,media_away_corners,media_sofridos_away_shots-off-target,media_away_shots-off-target,media_sofridos_away_shots-total,media_away_shots-total,media_sofridos_away_attacks,media_away_attacks,media_sofridos_away_dangerous-attacks,media_away_dangerous-attacks,media_sofridos_away_ball-possession,media_away_ball-possession,media_sofridos_away_penalties,media_away_penalties,media_sofridos_away_shots-insidebox,media_away_shots-insidebox,media_sofridos_away_shots-outsidebox,media_away_shots-outsidebox,media_sofridos_away_offsides,media_away_offsides,media_sofridos_away_goals-kicks,media_away_goals-kicks,media_sofridos_away_goal-attempts,media_away_goal-attempts,media_sofridos_away_fouls,media_away_fouls,media_sofridos_away_saves,media_away_saves,media_sofridos_away_yellowcards,media_away_yellowcards,media_prob_away_home_pinacle,media_prob_away_draw_pinacle,media_prob_away_away_pinacle,media_prob_away_btts_pinacle,media_prob_away_no_btts_pinacle,media_prob_away_over_pinnacle_2,media_prob_away_under_pinnacle_2,media_prob_away_over_pinnacle_2_25,media_prob_away_under_pinnacle_2_25,media_prob_away_over_pinnacle_2_5,media_prob_away_under_pinnacle_2_5,media_prob_away_bet365_home,media_prob_away_bet365_draw,media_prob_away_bet365_away,media_prob_away_btts_bet365_no,media_prob_away_btts_bet365_yes,media_prob_away_over_bet365_2_0,media_prob_away_under_bet365_2_0,"media_prob_away_over_bet365_2_0, 2_5","media_prob_away_under_bet365_2_0, 2_5",media_prob_away_over_bet365_2_5,media_prob_away_under_bet365_2_5
Akhmat Grozny,1.4,1.73,4.53,5.6,5.53,3.93,14.13,11.87,89.27,91.2,47.4,46.27,45.07,54.93,0.43,0.57,8.87,8.07,5.27,3.8,2.0,2.2,6.87,7.67,8.93,8.07,12.33,11.87,3.07,3.2,2.4,1.8,0.41,0.29,0.34,0.56,0.48,0.56,0.48,0.5,0.54,0.51,0.52,,,,,,,,,,,,Russia Premier League,2023-2024,1.27,0.8,5.33,4.0,6.2,5.13,14.0,11.73,101.0,82.6,54.67,44.8,57.07,42.93,0.5,0.5,9.67,7.6,4.33,4.13,1.57,2.21,6.71,8.86,9.2,7.27,12.4,12.0,3.0,3.33,1.57,2.0,0.52,0.27,0.26,0.56,0.49,0.55,0.5,0.5,0.55,0.53,0.51,,,,,,,,,,,
Baltika,1.2,1.27,5.07,3.8,5.8,5.2,13.0,12.93,98.07,95.53,57.13,49.93,45.8,54.2,0.36,0.43,7.4,8.33,5.6,4.6,1.2,2.2,6.73,8.4,7.0,7.87,13.2,9.27,4.0,2.73,1.67,1.8,0.38,0.3,0.35,0.54,0.5,0.56,0.48,0.52,0.52,0.56,0.51,,,,,,,,,,,,Russia Premier League,2023-2024,1.53,1.0,6.47,4.73,5.13,4.6,13.6,10.93,96.27,90.13,51.8,53.13,54.13,45.87,0.21,0.07,8.73,7.2,4.87,3.73,2.0,2.21,7.6,8.93,9.33,7.2,9.27,13.8,2.87,3.67,1.4,1.33,0.5,0.28,0.25,0.51,0.53,0.54,0.5,0.52,0.52,0.5,0.54,,,,,,,,,,,
CSKA Moskva,1.93,1.07,4.73,4.6,5.53,4.53,13.73,11.07,95.67,89.87,54.47,46.53,49.93,50.07,0.57,0.07,8.73,7.13,5.0,3.93,1.4,2.0,6.87,8.73,10.67,7.13,12.8,13.4,3.0,3.73,1.67,2.33,0.54,0.26,0.24,0.55,0.49,,,0.54,0.49,0.54,0.5,,,,,,,,,,,,Russia Premier League,2023-2024,1.6,1.8,6.0,4.0,6.13,4.6,14.13,12.27,93.4,88.07,50.27,47.53,52.53,47.47,0.79,0.57,8.8,7.87,5.33,4.4,1.67,1.4,7.0,9.07,9.07,8.47,11.67,11.2,3.2,3.47,2.0,2.0,0.36,0.29,0.39,0.56,0.48,,,0.53,0.51,0.51,0.52,,,,,,,,,,,
Dinamo Moskva,1.67,1.07,5.67,4.47,6.0,5.73,16.27,12.67,96.07,90.53,53.07,45.67,50.6,49.4,0.46,0.0,9.47,7.6,6.8,5.07,1.71,2.71,8.6,9.0,10.6,9.53,11.47,10.67,3.53,4.27,1.73,1.73,0.51,0.25,0.27,0.61,0.43,,,,,0.54,0.49,,,,,,,,,,,,Russia Premier League,2023-2024,1.53,1.87,5.47,5.47,6.27,5.8,14.8,14.73,88.47,84.6,54.4,47.33,51.53,48.47,0.69,0.08,10.07,8.67,4.73,6.07,1.47,1.8,7.4,9.4,10.27,9.47,11.4,11.87,3.53,3.93,2.33,2.13,0.36,0.27,0.4,0.63,0.41,,,0.54,0.52,0.52,0.51,,,,,,,,,,,
FK Nizjni Novgorod,1.5,1.57,3.0,6.27,3.47,5.47,9.93,13.13,77.73,102.0,38.27,55.2,41.07,58.93,0.69,0.31,6.2,7.6,3.73,5.53,1.5,0.79,8.13,6.13,6.53,8.4,13.4,10.53,2.87,2.47,1.67,1.6,0.31,0.31,0.41,0.49,0.55,0.55,0.49,0.53,0.51,0.51,0.52,,,,,,,,,,,,Russia Premier League,2023-2024,1.93,0.53,6.07,3.8,5.2,4.67,13.0,9.8,95.93,74.2,51.93,35.0,59.27,40.73,0.57,0.0,7.47,5.33,5.53,4.47,1.27,1.6,7.73,8.27,8.8,6.13,13.2,13.53,2.0,3.0,1.4,2.73,0.55,0.28,0.21,0.48,0.56,,,0.5,0.54,,,,,,,,,,,,,
Fakel,0.86,0.71,6.2,4.0,5.33,5.07,11.67,10.87,99.13,93.4,55.67,50.87,48.8,51.2,0.62,0.15,7.33,7.0,4.33,3.87,2.4,1.27,7.86,8.93,7.6,6.6,13.93,14.27,2.4,2.67,1.5,2.07,0.35,0.31,0.37,0.47,0.58,0.52,0.51,0.5,0.54,0.52,0.52,,,,,,,,,,,,Russia Premier League,2023-2024,1.4,0.67,6.33,3.8,6.67,3.87,16.53,9.07,101.53,88.47,54.93,42.87,58.8,41.2,0.14,0.21,10.4,6.33,6.13,2.73,0.93,2.2,6.73,8.47,10.73,5.87,12.87,13.33,2.27,4.67,2.86,2.57,0.55,0.28,0.21,0.48,0.56,0.51,0.52,0.52,0.52,0.49,0.55,,,,,,,,,,,
Krasnodar,1.6,0.73,5.6,3.53,4.67,4.6,13.0,10.0,97.4,79.87,45.93,45.33,57.67,42.33,0.54,0.0,7.27,6.6,5.73,3.4,1.6,2.27,7.0,7.6,9.27,7.67,12.53,12.8,2.93,3.67,2.27,1.73,0.54,0.26,0.24,0.56,0.49,,,0.54,0.5,0.52,0.52,,,,,,,,,,,,Russia Premier League,2023-2024,1.2,1.4,4.07,4.67,5.4,5.73,13.8,13.53,88.2,93.67,54.87,47.67,45.93,54.07,0.0,0.5,8.07,8.13,5.73,5.4,1.47,2.07,7.53,8.87,10.0,8.53,12.2,11.93,3.2,4.33,1.67,2.13,0.35,0.29,0.4,0.57,0.47,0.55,0.49,0.52,0.52,0.51,0.53,,,,,,,,,,,
Krylya Sovetov,2.0,1.13,4.4,4.93,4.33,4.67,11.87,12.13,89.8,90.07,47.0,48.87,48.87,51.13,0.92,0.23,7.53,7.87,4.33,4.27,1.36,1.14,7.2,6.47,8.4,7.2,9.73,14.33,2.67,3.6,2.07,2.73,0.41,0.29,0.34,0.57,0.47,,,0.53,0.51,0.52,0.52,,,,,,,,,,,,Russia Premier League,2023-2024,1.8,1.07,3.93,5.8,5.87,4.33,13.8,10.27,89.8,84.0,49.47,42.93,47.4,52.6,0.64,0.5,7.93,6.93,5.87,3.33,1.86,2.64,7.2,7.4,9.13,7.13,14.67,10.33,2.93,2.87,2.27,1.8,0.48,0.28,0.28,0.56,0.49,0.55,0.5,0.53,0.51,0.49,0.54,,,,,,,,,,,
Lokomotiv Moskva,1.6,1.07,5.67,5.93,4.6,6.27,12.6,13.67,87.93,86.67,46.13,46.87,50.4,49.6,0.08,0.23,8.4,8.13,4.2,5.53,1.4,1.13,8.67,7.2,8.13,9.27,11.93,12.6,3.33,3.07,2.36,1.64,0.49,0.27,0.28,0.6,0.44,,,0.53,0.51,0.52,0.51,,,,,,,,,,,,Russia Premier League,2023-2024,1.47,1.87,4.93,6.2,5.47,5.2,14.67,14.6,86.07,92.73,51.13,53.87,47.73,52.27,1.0,0.29,9.0,9.4,5.67,5.2,1.64,1.57,8.2,8.4,9.53,9.47,10.73,13.0,3.67,3.67,2.07,2.33,0.42,0.27,0.34,0.62,0.42,0.56,0.5,0.54,0.5,0.53,0.52,,,,,,,,,,,
Orenburg,1.43,1.14,6.13,5.0,7.8,5.8,15.07,14.4,87.6,84.67,57.4,49.47,52.93,47.07,0.54,0.62,10.4,8.73,4.67,5.67,2.13,1.2,8.43,10.36,11.47,9.87,11.73,12.67,4.73,4.13,2.13,2.13,0.42,0.27,0.35,0.61,0.44,,,0.5,0.54,0.5,0.56,,,,,,,,,,,,Russia Premier League,2023-2024,1.67,0.93,6.2,4.13,6.53,5.4,15.87,12.0,96.53,89.33,53.13,47.2,48.07,51.93,0.21,0.14,11.0,6.87,4.87,5.13,1.6,1.73,7.53,8.6,9.93,8.53,13.8,12.2,3.2,3.33,1.2,2.4,0.52,0.26,0.26,0.58,0.46,0.56,0.48,0.52,0.52,0.5,0.54,,,,,,,,,,,
