team_name,assist-stats.assists_per_game,assist-stats.minutes_per_assist,assist-stats.total_assists,attacks,attacks.average,attacks.count,average-player-height.avg_attacker_height,average-player-height.avg_defender_height,average-player-height.avg_goalkeeper_height,average-player-height.avg_midfielder_height,average-player-height.avg_total_height,ball-possession,ball-possession.average,ball-possession.count,corners,corners.average,corners.count,dangerous-attacks,dangerous-attacks.average,dangerous-attacks.count,fouls,fouls.average,fouls.count,games-played,games-played.away,games-played.home,games-played.total,goal-results.ga_over_0_5,goal-results.ga_over_1_5,goal-results.ga_over_2_5,goal-results.ga_over_3_5,goal-results.ga_over_4_5,goal-results.gf_over_0_5,goal-results.gf_over_1_5,goal-results.gf_over_2_5,goal-results.gf_over_3_5,goal-results.gf_over_4_5,half-results.comebacks,half-results.scored_both_halves,half-results.won_both_halves,highest-rated-player.player_id,highest-rated-player.rating,injury-time-goals,injury-time-goals.average,injury-time-goals.total,interception-stats.interceptions_per_game,interception-stats.total_interceptions,most-frequent-scoring-minute.amount_of_goals,most-frequent-scoring-minute.most_frequent_scoring_minute,most-scored-half.most_scored_half_goals,offsides,offsides.average,offsides.count,pass-stats.passes_per_game,pass-stats.passes_per_goal,pass-stats.passes_per_shot,pass-stats.total_passes,penalties.conversion_rate,penalties.missed,penalties.scored,players-footing.left,players-footing.right,players-footing.unknown,redcards,redcards.average,redcards.coach,redcards.coach_average,redcards.count,redcards.player_id,scoring-frequency.scoring_frequency,shots,shots.average,shots.blocked,shots.inside_box,shots.off_target,shots.on_target,shots.outside_box,shots.shot_conversion_rate_pct,shots.total,tackles,tackles.average,tackles.count,tackles.tackles_per_card,tackles.tackles_per_foul,through-balls,through-balls-won,through-balls-won.total,through-balls.total,total-minutes-played.total_minutes_played,yellowcards,yellowcards.average,yellowcards.coach,yellowcards.coach_average,yellowcards.count,yellowcards.player_id,yellowred-cards,yellowred-cards.average,yellowred-cards.coach,yellowred-cards.coach_average,yellowred-cards.count,yellowred-cards.player_id
RKC Waalwijk,,,,79.15,79.15,2691,,,,,,44.71,44.71,1520,4.0,4.0,136,37.68,37.68,1281,8.79,8.79,299,,,,,,,,,,,,,,,,,,24761.0,7.41,,,,,,,,,1.62,1.62,55,,,,,75.0,0.0,4.0,,,,0.06,0.06,0.0,0.0,2.0,25319.0,,331,9.74,94,232.0,161,139,144.0,,331,13.79,13.79,469.0,,,,,,,,1.76,1.76,0,0.0,60,30082121,,,,,,
FC Utrecht,,,,86.69,86.69,3121,,,,,,48.69,48.69,1753,5.75,5.75,207,37.39,37.39,1346,8.17,8.17,294,,,,,,,,,,,,,,,,,,31511.0,7.7,,,,,,,,,1.03,1.03,37,,,,,75.0,1.0,3.0,,,,0.03,0.03,0.0,0.0,1.0,1646.0,,408,11.33,109,328.0,192,185,144.0,,408,15.58,15.58,561.0,,,,,,,,1.53,1.53,0,0.0,55,23056,,,,,,
Clermont,,,,92.97,92.97,3533,,,,,,48.32,48.32,1836,4.08,4.08,155,34.87,34.87,1325,12.55,12.55,477,,,,,,,,,,,,,,,,,,96695.0,7.17,,,,,,,,,1.37,1.37,52,,,,,70.0,3.0,7.0,,,,0.08,0.08,0.0,0.0,3.0,155706.0,,352,9.26,102,242.0,165,151,162.0,,352,17.11,17.11,650.0,,,,,,,,1.89,1.89,1,0.03,72,37407284,0.05,0.05,0.0,0.0,2.0,62737.0
Paris Saint Germain,,,,120.34,120.34,4573,,,,,,60.29,60.29,2291,5.37,5.37,204,53.66,53.66,2039,10.47,10.47,398,,,,,,,,,,,,,,,,,,184798.0,8.27,,,,,,,,,2.03,2.03,77,,,,,62.5,3.0,5.0,,,,0.08,0.08,0.0,0.0,3.0,95593.0,,534,14.05,145,386.0,191,253,183.0,,534,15.61,15.61,593.0,,,,,,,,1.47,1.47,2,0.05,56,95593,0.05,0.05,0.0,0.0,2.0,186320.0
Porto,,,,93.91,93.91,3193,,,,,,58.68,58.68,1995,5.85,5.85,199,51.82,51.82,1762,12.74,12.74,433,,,,,,,,,,,,,,,,,,160117.0,7.9,,,,,,,,,2.35,2.35,80,,,,,83.33,2.0,10.0,,,,0.06,0.06,1.0,0.03,2.0,108161.0,,433,12.74,60,369.0,226,193,158.0,,433,14.65,14.65,498.0,,,,,,,,2.21,2.21,1,0.03,75,108161,0.09,0.09,0.0,0.0,3.0,236907.0
Marítimo,,,,81.09,81.09,2757,,,,,,47.18,47.18,1604,5.65,5.65,192,37.21,37.21,1265,13.32,13.32,453,,,,,,,,,,,,,,,,,,32785662.0,7.55,,,,,,,,,1.85,1.85,63,,,,,57.14,3.0,4.0,,,,0.21,0.21,1.0,0.03,7.0,106487.0,,426,12.53,86,261.0,228,133,212.0,,426,15.59,15.59,530.0,,,,,,,,3.06,3.06,1,0.03,104,160960,0.12,0.12,0.0,0.0,4.0,158677.0
Monterrey,,,,82.26,82.26,3455,,,,,,47.57,47.57,1998,4.71,4.71,198,38.24,38.24,1606,11.98,11.98,503,,,,,,,,,,,,,,,,,,159673.0,7.45,,,,,,,,,1.81,1.81,76,,,,,50.0,5.0,5.0,,,,0.05,0.05,0.0,0.0,2.0,253732.0,,638,15.19,82,368.0,291,237,280.0,,638,15.57,15.57,654.0,,,,,,,,2.38,2.38,0,0.0,100,215105,0.02,0.02,0.0,0.0,1.0,159673.0
Cruz Azul,,,,72.84,72.84,2768,,,,,,47.92,47.92,1821,4.68,4.68,178,34.26,34.26,1302,10.18,10.18,387,,,,,,,,,,,,,,,,,,2503729.0,7.65,,,,,,,,,1.95,1.95,74,,,,,87.5,1.0,7.0,,,,0.16,0.16,0.0,0.0,6.0,253643.0,,449,11.82,68,298.0,223,154,171.0,,449,14.05,14.05,534.0,,,,,,,,2.26,2.26,0,0.0,86,255102,0.08,0.08,0.0,0.0,3.0,1691.0
Feirense,,,,99.18,99.18,3372,,,,,,46.76,46.76,1590,5.26,5.26,179,54.79,54.79,1863,11.21,11.21,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.88,30,,,,,50.0,2.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,22536228.0,,383,11.26,80,0.0,215,149,0.0,,383,,,,,,,,,,,2.47,2.47,0,0.0,84,160096,,,,,,
Estrela Amadora,,,,96.79,96.79,3291,,,,,,39.47,39.47,1342,5.38,5.38,183,54.24,54.24,1844,12.71,12.71,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,1.85,63,,,,,83.33,1.0,5.0,,,,0.09,0.09,0.0,0.0,3.0,161866.0,,347,10.21,86,0.0,184,135,0.0,,347,,,,,,,,,,,2.97,2.97,0,0.0,101,159745,0.03,0.03,0.0,0.0,1.0,17536861.0
FC Groningen,,,,89.0,89.0,3026,,,,,,46.56,46.56,1583,4.06,4.06,138,37.06,37.06,1260,8.41,8.41,286,,,,,,,,,,,,,,,,,,458682.0,7.4,,,,,,,,,1.35,1.35,46,,,,,0.0,0.0,1.0,,,,0.12,0.12,0.0,0.0,4.0,27817.0,,337,9.91,116,205.0,178,103,174.0,,337,16.21,16.21,551.0,,,,,,,,1.5,1.5,0,0.0,51,33587412,0.03,0.03,0.0,0.0,1.0,33587412.0
FC Volendam,,,,76.62,76.62,2605,,,,,,40.91,40.91,1391,5.12,5.12,174,38.97,38.97,1325,8.76,8.76,298,,,,,,,,,,,,,,,,,,17876531.0,7.45,,,,,,,,,1.82,1.82,62,,,,,,,,,,,0.09,0.09,0.0,0.0,3.0,25277.0,,356,10.47,104,273.0,178,149,141.0,,356,15.68,15.68,533.0,,,,,,,,1.26,1.26,0,0.0,43,17867668,,,,,,
Toulouse,,,,101.55,101.55,3859,,,,,,51.16,51.16,1944,5.29,5.29,201,45.03,45.03,1711,12.26,12.26,466,,,,,,,,,,,,,,,,,,25609.0,7.68,,,,,,,,,1.95,1.95,74,,,,,75.0,0.0,4.0,,,,0.08,0.08,,,3.0,,,439,11.55,103,322.0,186,184,137.0,,439,17.92,17.92,681.0,,,,,,,,1.53,1.53,1,0.03,58,25609,0.08,0.08,0.0,0.0,3.0,84217.0
Nice,,,,104.18,104.18,3959,,,,,,50.92,50.92,1935,5.08,5.08,193,41.08,41.08,1561,10.71,10.71,407,,,,,,,,,,,,,,,,,,96632.0,7.31,,,,,,,,,1.34,1.34,51,,,,,85.71,1.0,6.0,,,,0.05,0.05,0.0,0.0,2.0,96017.0,,459,12.08,125,315.0,215,197,201.0,,459,20.68,20.68,786.0,,,,,,,,1.39,1.39,0,0.0,53,26687,0.03,0.03,0.0,0.0,1.0,529856.0
Magdeburg,,,,87.32,87.32,2969,,,,,,60.26,60.26,2049,4.62,4.62,157,36.29,36.29,1234,9.03,9.03,307,,,,,,,,,,,,,,,,,,32683.0,7.54,,,,,,,,,2.26,2.26,77,,,,,66.67,1.0,2.0,,,,0.06,0.06,0.0,0.0,2.0,133479.0,,408,12.0,72,261.0,189,163,211.0,,408,13.97,13.97,475.0,,,,,,,,2.24,2.24,1,0.03,76,32683,0.06,0.06,0.0,0.0,2.0,23277866.0
Holstein Kiel,,,,81.79,81.79,2781,,,,,,55.21,55.21,1877,5.29,5.29,180,37.29,37.29,1268,10.03,10.03,341,,,,,,,,,,,,,,,,,,33121.0,7.45,,,,,,,,,1.5,1.5,51,,,,,75.0,2.0,6.0,,,,,,,,,,,446,13.12,64,349.0,215,175,162.0,,446,13.29,13.29,452.0,,,,,,,,2.03,2.03,1,0.03,69,32516,,,,,,
Eintracht Braunschweig,,,,70.76,70.76,2406,,,,,,39.09,39.09,1329,4.79,4.79,163,31.94,31.94,1086,10.53,10.53,358,,,,,,,,,,,,,,,,,,74008.0,7.23,,,,,,,,,1.56,1.56,53,,,,,50.0,0.0,2.0,,,,0.06,0.06,,,2.0,,,379,11.15,57,267.0,207,141,177.0,,379,13.79,13.79,469.0,,,,,,,,2.5,2.5,1,0.03,85,37726,0.09,0.09,0.0,0.0,3.0,34027.0
Darmstadt 98,,,,89.68,89.68,3049,,,,,,49.94,49.94,1698,5.44,5.44,185,42.85,42.85,1457,10.47,10.47,356,,,,,,,,,,,,,,,,,,3861539.0,7.42,,,,,,,,,2.15,2.15,73,,,,,50.0,2.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,3861539.0,,405,11.91,76,314.0,230,141,175.0,,405,13.44,13.44,457.0,,,,,,,,2.35,2.35,2,0.06,80,31866,0.12,0.12,0.0,0.0,4.0,35245.0
Kaiserslautern,,,,76.03,76.03,2585,,,,,,44.65,44.65,1518,5.38,5.38,183,36.29,36.29,1234,9.24,9.24,314,,,,,,,,,,,,,,,,,,31979.0,7.45,,,,,,,,,1.44,1.44,49,,,,,75.0,0.0,4.0,,,,0.09,0.09,0.0,0.0,3.0,31711.0,,364,10.71,59,279.0,191,157,148.0,,364,11.82,11.82,402.0,,,,,,,,2.26,2.26,0,0.0,77,458905,,,,,,
St. Pauli,,,,88.5,88.5,3009,,,,,,55.97,55.97,1903,5.0,5.0,170,40.18,40.18,1366,9.03,9.03,307,,,,,,,,,,,,,,,,,,34650.0,7.6,,,,,,,,,1.62,1.62,55,,,,,33.33,2.0,1.0,,,,0.03,0.03,0.0,0.0,1.0,37253454.0,,479,14.09,73,347.0,243,172,200.0,,479,13.03,13.03,443.0,,,,,,,,2.21,2.21,1,0.03,75,6605,0.03,0.03,0.0,0.0,1.0,18683.0
Standard Liège,,,,96.88,96.88,3875,,,,,,50.93,50.93,2037,5.08,5.08,203,42.95,42.95,1718,11.53,11.53,461,,,,,,,,,,,,,,,,,,84538.0,7.25,,,,,,,,,1.85,1.85,74,,,,,88.89,1.0,8.0,,,,0.13,0.13,0.0,0.0,5.0,63051.0,,426,10.65,118,300.0,202,157,160.0,,426,17.08,17.08,683.0,,,,,,,,2.28,2.28,1,0.03,91,61365,0.18,0.18,0.0,0.0,7.0,14069.0
Cercle Brugge,,,,100.23,100.23,4009,,,,,,43.53,43.53,1741,5.5,5.5,220,50.78,50.78,2031,11.93,11.93,477,,,,,,,,,,,,,,,,,,24799821.0,7.51,,,,,,,,,1.95,1.95,78,,,,,66.67,3.0,6.0,,,,0.03,0.03,0.0,0.0,1.0,100535.0,,469,11.73,71,358.0,248,190,183.0,,469,17.18,17.18,687.0,,,,,,,,1.88,1.88,2,0.05,75,9523,0.1,0.1,0.0,0.0,4.0,9523.0
Torpedo Moskva,,,,87.6,87.6,2628,,,,,,44.43,44.43,1333,3.57,3.57,107,39.57,39.57,1187,9.8,9.8,294,,,,,,,,,,,,,,,,,,372156.0,7.24,,,,,,,,,1.7,1.7,51,,,,,66.67,1.0,2.0,,,,0.03,0.03,1.0,0.03,1.0,170034.0,,228,7.6,45,149.0,112,94,124.0,,228,12.67,12.67,380.0,,,,,,,,2.3,2.3,0,0.0,69,135948,0.13,0.13,0.0,0.0,4.0,135948.0
Khimki,,,,90.8,90.8,2724,,,,,,48.73,48.73,1462,3.7,3.7,111,43.97,43.97,1319,10.9,10.9,327,,,,,,,,,,,,,,,,,,170099.0,7.45,,,,,,,,,1.73,1.73,52,,,,,60.0,2.0,3.0,,,,0.13,0.13,0.0,0.0,4.0,25689.0,,286,9.53,64,167.0,128,103,144.0,,286,12.57,12.57,377.0,,,,,,,,2.53,2.53,3,0.1,76,37354868,0.03,0.03,0.0,0.0,1.0,37354868.0
Vitesse,,,,88.09,88.09,2995,,,,,,49.06,49.06,1668,6.24,6.24,212,41.68,41.68,1417,10.0,10.0,340,,,,,,,,,,,,,,,,,,34691.0,7.51,,,,,,,,,1.56,1.56,53,,,,,0.0,0.0,1.0,,,,0.12,0.12,0.0,0.0,4.0,6253.0,,466,13.71,144,311.0,231,175,220.0,,466,14.26,14.26,485.0,,,,,,,,1.47,1.47,0,0.0,50,34691,0.03,0.03,0.0,0.0,1.0,97621.0
Feyenoord,,,,121.09,121.09,4117,,,,,,59.38,59.38,2019,7.38,7.38,251,60.53,60.53,2058,7.76,7.76,264,,,,,,,,,,,,,,,,,,4545376.0,7.96,,,,,,,,,1.18,1.18,40,,,,,66.67,0.0,3.0,,,,,,,,,,,587,17.26,183,411.0,266,255,271.0,,587,15.06,15.06,512.0,,,,,,,,1.38,1.38,0,0.0,47,4545376,,,,,,
NEC Nijmegen,,,,87.76,87.76,2984,,,,,,50.47,50.47,1716,5.41,5.41,184,41.68,41.68,1417,9.62,9.62,327,,,,,,,,,,,,,,,,,,24567.0,7.56,,,,,,,,,1.06,1.06,36,,,,,80.0,1.0,4.0,,,,0.09,0.09,0.0,0.0,3.0,24567.0,,427,12.56,123,282.0,202,156,183.0,,427,13.94,13.94,474.0,,,,,,,,1.47,1.47,1,0.03,50,37257612,,,,,,
FC Twente,,,,121.13,121.13,4603,,,,,,58.29,58.29,2215,6.24,6.24,237,61.37,61.37,2332,9.74,9.74,370,,,,,,,,,,,,,,,,,,25709.0,7.7,,,,,,,,,1.34,1.34,51,,,,,66.67,0.0,3.0,,,,0.05,0.05,0.0,0.0,2.0,25709.0,,642,16.89,205,414.0,264,231,278.0,,642,16.18,16.18,615.0,,,,,,,,1.47,1.47,0,0.0,56,24903,,,,,,
Leicester City,,,,84.05,84.05,3194,,,,,,48.0,48.0,1824,3.55,3.55,135,35.87,35.87,1363,10.26,10.26,390,,,,,,,,,,,,,,,,,,6838.0,7.46,,,,,,,,,2.18,2.18,83,,,,,42.86,4.0,3.0,,,,0.05,0.05,,,2.0,,,383,10.08,112,265.0,164,152,152.0,,383,17.11,17.11,650.0,,,,,,,,1.61,1.61,0,0.0,61,432912,0.05,0.05,0.0,0.0,2.0,26955.0
Brentford,,,,75.29,75.29,2861,,,,,,43.95,43.95,1670,4.29,4.29,163,41.37,41.37,1572,8.89,8.89,338,,,,,,,,,,,,,,,,,,4341.0,7.42,,,,,,,,,1.87,1.87,71,,,,,87.5,1.0,7.0,,,,0.03,0.03,,,1.0,,,400,10.53,92,299.0,177,162,109.0,,400,13.97,13.97,531.0,,,,,,,,1.5,1.5,3,0.08,57,4341,0.03,0.03,0.0,0.0,1.0,2510251.0
Manchester United,,,,100.0,100.0,3800,,,,,,53.97,53.97,2051,5.13,5.13,195,47.97,47.97,1823,10.0,10.0,380,,,,,,,,,,,,,,,,,,129602.0,7.72,,,,,,,,,2.13,2.13,81,,,,,66.67,0.0,3.0,,,,0.05,0.05,0.0,0.0,2.0,159700.0,,536,14.11,163,362.0,238,215,230.0,,536,15.05,15.05,572.0,,,,,,,,2.05,2.05,0,0.0,78,955,,,,,,
Brighton & Hove Albion,,,,99.29,99.29,3773,,,,,,61.84,61.84,2350,6.13,6.13,233,53.61,53.61,2037,10.39,10.39,395,,,,,,,,,,,,,,,,,,2423.0,7.55,,,,,,,,,1.84,1.84,70,,,,,83.33,0.0,6.0,,,,0.0,0.0,2.0,0.05,0.0,,,592,15.58,166,408.0,250,230,204.0,,592,14.42,14.42,548.0,,,,,,,,1.55,1.55,3,0.08,59,37261500,,,,,,
LOSC Lille,,,,117.05,117.05,4448,,,,,,61.21,61.21,2326,5.74,5.74,218,53.95,53.95,2050,13.16,13.16,500,,,,,,,,,,,,,,,,,,1421.0,7.72,,,,,,,,,1.66,1.66,63,,,,,84.62,2.0,11.0,,,,0.03,0.03,1.0,0.03,1.0,37588823.0,,485,12.76,152,377.0,202,220,183.0,,485,15.68,15.68,596.0,,,,,,,,2.21,2.21,0,0.0,84,95168,,,,,,
Auxerre,,,,94.55,94.55,3593,,,,,,42.37,42.37,1610,3.55,3.55,135,38.89,38.89,1478,11.89,11.89,452,,,,,,,,,,,,,,,,,,26715311.0,7.55,,,,,,,,,1.29,1.29,49,,,,,77.78,2.0,7.0,,,,0.05,0.05,0.0,0.0,2.0,5341.0,,371,9.76,108,251.0,216,127,183.0,,371,16.47,16.47,626.0,,,,,,,,1.34,1.34,3,0.08,51,160223,0.11,0.11,0.0,0.0,4.0,62546.0
Angers SCO,,,,100.47,100.47,3818,,,,,,47.39,47.39,1801,4.32,4.32,164,39.55,39.55,1503,12.42,12.42,472,,,,,,,,,,,,,,,,,,937.0,7.36,,,,,,,,,1.24,1.24,47,,,,,75.0,0.0,4.0,,,,0.05,0.05,0.0,0.0,2.0,132778.0,,305,8.03,87,232.0,174,129,140.0,,305,16.63,16.63,632.0,,,,,,,,1.82,1.82,0,0.0,69,96495,0.08,0.08,0.0,0.0,3.0,937.0
Nantes,,,,103.0,103.0,3914,,,,,,45.58,45.58,1732,5.16,5.16,196,44.68,44.68,1698,12.42,12.42,472,,,,,,,,,,,,,,,,,,97438.0,7.45,,,,,,,,,1.45,1.45,55,,,,,60.0,2.0,3.0,,,,0.05,0.05,0.0,0.0,2.0,625.0,,389,10.24,117,269.0,188,162,184.0,,389,17.97,17.97,683.0,,,,,,,,1.68,1.68,5,0.13,64,432782,0.05,0.05,0.0,0.0,2.0,95150.0
Montpellier,,,,92.34,92.34,3509,,,,,,45.68,45.68,1736,5.13,5.13,195,37.42,37.42,1422,12.89,12.89,490,,,,,,,,,,,,,,,,,,98131.0,7.59,,,,,,,,,1.87,1.87,71,,,,,85.71,0.0,7.0,,,,0.24,0.24,0.0,0.0,9.0,98131.0,,396,10.42,113,277.0,169,177,165.0,,396,16.18,16.18,615.0,,,,,,,,1.82,1.82,2,0.05,69,32387131,0.03,0.03,0.0,0.0,1.0,95698.0
Troyes,,,,83.42,83.42,3170,,,,,,42.13,42.13,1601,3.89,3.89,148,35.58,35.58,1352,10.66,10.66,405,,,,,,,,,,,,,,,,,,3568421.0,7.4,,,,,,,,,1.5,1.5,57,,,,,83.33,1.0,5.0,,,,0.11,0.11,0.0,0.0,4.0,98502.0,,343,9.03,104,241.0,163,141,154.0,,343,14.74,14.74,560.0,,,,,,,,1.5,1.5,0,0.0,57,433156,0.03,0.03,0.0,0.0,1.0,162141.0
Lens,,,,111.45,111.45,4235,,,,,,55.92,55.92,2125,5.37,5.37,204,48.08,48.08,1827,12.66,12.66,481,,,,,,,,,,,,,,,,,,96044.0,7.65,,,,,,,,,1.63,1.63,62,,,,,66.67,3.0,6.0,,,,0.08,0.08,0.0,0.0,3.0,33079.0,,487,12.82,112,364.0,247,187,163.0,,487,13.84,13.84,526.0,,,,,,,,1.66,1.66,1,0.03,63,33079,,,,,,
Brest,,,,97.89,97.89,3720,,,,,,45.61,45.61,1733,4.68,4.68,178,39.58,39.58,1504,12.26,12.26,466,,,,,,,,,,,,,,,,,,12393310.0,7.65,,,,,,,,,1.55,1.55,59,,,,,70.0,3.0,7.0,,,,0.05,0.05,0.0,0.0,2.0,96826.0,,384,10.11,102,280.0,200,141,146.0,,384,17.66,17.66,671.0,,,,,,,,1.71,1.71,2,0.05,65,96826,,,,,,
VfB Stuttgart,,,,94.44,94.44,3211,,,,,,50.03,50.03,1701,4.59,4.59,156,38.35,38.35,1304,9.65,9.65,328,,,,,,,,,,,,,,,,,,1548028.0,7.65,,,,,,,,,1.62,1.62,55,,,,,80.0,0.0,5.0,,,,0.03,0.03,0.0,0.0,1.0,47518.0,,448,13.18,126,300.0,204,153,162.0,,448,13.5,13.5,459.0,,,,,,,,2.06,2.06,2,0.06,70,418197,0.12,0.12,0.0,0.0,4.0,32695.0
RB Leipzig,,,,93.5,93.5,3179,,,,,,58.24,58.24,1980,4.91,4.91,167,43.26,43.26,1471,11.15,11.15,379,,,,,,,,,,,,,,,,,,785998.0,7.57,,,,,,,,,2.35,2.35,80,,,,,85.71,1.0,6.0,,,,0.03,0.03,0.0,0.0,1.0,785998.0,,465,13.68,127,334.0,201,193,170.0,,465,14.35,14.35,488.0,,,,,,,,2.03,2.03,4,0.12,69,32511,0.03,0.03,0.0,0.0,1.0,785998.0
FC København,,,,90.66,90.66,2901,,,,,,55.44,55.44,1774,5.66,5.66,181,47.59,47.59,1523,7.69,7.69,246,,,,,,,,,,,,,,,,,,447344.0,8.26,,,,,,,,,1.44,1.44,46,,,,,55.56,4.0,5.0,,,,0.03,0.03,,,1.0,,,452,14.13,120,312.0,205,194,183.0,,452,12.78,12.78,409.0,,,,,,,,2.56,2.56,0,0.0,82,37600108,0.03,0.03,0.0,0.0,1.0,25106.0
Brøndby IF,,,,81.94,81.94,2622,,,,,,51.97,51.97,1663,5.25,5.25,168,44.53,44.53,1425,8.59,8.59,275,,,,,,,,,,,,,,,,,,82841.0,7.53,,,,,,,,,1.81,1.81,58,,,,,80.0,0.0,5.0,,,,0.06,0.06,0.0,0.0,2.0,82841.0,,371,11.59,111,295.0,167,165,143.0,,371,14.06,14.06,450.0,,,,,,,,1.94,1.94,0,0.0,62,354691,0.06,0.06,0.0,0.0,2.0,151690.0
Gent,,,,101.05,101.05,4042,,,,,,55.53,55.53,2221,5.88,5.88,235,44.43,44.43,1777,9.43,9.43,377,,,,,,,,,,,,,,,,,,37632306.0,7.63,,,,,,,,,1.68,1.68,67,,,,,85.71,1.0,6.0,,,,0.08,0.08,0.0,0.0,3.0,24382.0,,527,13.18,72,355.0,240,209,208.0,,527,17.4,17.4,696.0,,,,,,,,1.4,1.4,1,0.03,56,42507,,,,,,
Westerlo,,,,81.78,81.78,3271,,,,,,50.5,50.5,2020,4.65,4.65,186,40.33,40.33,1613,8.28,8.28,331,,,,,,,,,,,,,,,,,,538820.0,7.55,,,,,,,,,2.18,2.18,87,,,,,81.82,2.0,9.0,,,,0.05,0.05,0.0,0.0,2.0,61080.0,,379,9.48,48,320.0,192,183,140.0,,379,12.88,12.88,515.0,,,,,,,,1.75,1.75,0,0.0,70,23269659,,,,,,
Krylya Sovetov,,,,83.27,83.27,2498,,,,,,47.97,47.97,1439,5.37,5.37,161,44.4,44.4,1332,6.67,6.67,200,,,,,,,,,,,,,,,,,,169506.0,7.41,,,,,,,,,1.67,1.67,50,,,,,50.0,2.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,25705.0,,312,10.4,61,275.0,159,158,160.0,,312,9.47,9.47,284.0,,,,,,,,1.83,1.83,0,0.0,55,377250,0.07,0.07,0.0,0.0,2.0,25705.0
Dinamo Moskva,,,,90.27,90.27,2708,,,,,,49.37,49.37,1481,5.63,5.63,169,46.73,46.73,1402,10.03,10.03,301,,,,,,,,,,,,,,,,,,4449.0,7.85,,,,,,,,,1.67,1.67,50,,,,,75.0,3.0,9.0,,,,0.03,0.03,0.0,0.0,1.0,52860.0,,338,11.27,69,250.0,177,133,141.0,,338,12.17,12.17,365.0,,,,,,,,2.4,2.4,1,0.03,72,37291195,0.17,0.17,0.0,0.0,5.0,5640938.0
Moreirense,,,,91.71,91.71,3118,,,,,,39.24,39.24,1334,5.29,5.29,180,49.94,49.94,1698,13.0,13.0,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.09,37,,,,,88.89,0.0,9.0,,,,0.03,0.03,0.0,0.0,1.0,537104.0,,356,10.47,88,0.0,181,158,0.0,,356,,,,,,,,,,,2.59,2.59,0,0.0,88,160298,0.06,0.06,0.0,0.0,2.0,219748.0
Vilafranquense,,,,93.97,93.97,3195,,,,,,43.35,43.35,1474,4.79,4.79,163,47.97,47.97,1631,15.21,15.21,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,2.09,71,,,,,83.33,1.0,5.0,,,,0.09,0.09,0.0,0.0,3.0,128450.0,,317,9.32,65,0.0,161,143,0.0,,317,,,,,,,,,,,3.76,3.76,0,0.0,128,371702,,,,,,
Santa Clara,,,,78.44,78.44,2667,,,,,,42.06,42.06,1430,4.47,4.47,152,31.15,31.15,1059,13.5,13.5,459,,,,,,,,,,,,,,,,,,37561601.0,7.14,,,,,,,,,2.44,2.44,83,,,,,85.71,1.0,6.0,,,,0.09,0.09,0.0,0.0,3.0,54392.0,,353,10.38,43,216.0,179,123,147.0,,353,15.18,15.18,516.0,,,,,,,,3.38,3.38,1,0.03,115,5641042,0.12,0.12,0.0,0.0,4.0,95882.0
Casa Pia,,,,79.68,79.68,2709,,,,,,42.35,42.35,1440,4.41,4.41,150,32.85,32.85,1117,12.41,12.41,422,,,,,,,,,,,,,,,,,,10948334.0,7.55,,,,,,,,,2.06,2.06,70,,,,,75.0,1.0,3.0,,,,0.09,0.09,0.0,0.0,3.0,21413458.0,,361,10.62,59,231.0,185,120,153.0,,361,14.79,14.79,503.0,,,,,,,,2.88,2.88,0,0.0,98,159913,0.12,0.12,0.0,0.0,4.0,62488.0
AZ,,,,95.65,95.65,3252,,,,,,53.56,53.56,1821,5.35,5.35,182,49.15,49.15,1671,8.65,8.65,294,,,,,,,,,,,,,,,,,,3156873.0,7.45,,,,,,,,,1.68,1.68,57,,,,,66.67,1.0,2.0,,,,0.03,0.03,0.0,0.0,1.0,30294.0,,460,13.53,131,315.0,198,201,196.0,,460,14.09,14.09,479.0,,,,,,,,1.53,1.53,0,0.0,52,1764,,,,,,
Go Ahead Eagles,,,,86.32,86.32,2935,,,,,,45.76,45.76,1556,4.82,4.82,164,43.71,43.71,1486,8.68,8.68,295,,,,,,,,,,,,,,,,,,28525.0,7.63,,,,,,,,,1.12,1.12,38,,,,,50.0,2.0,2.0,,,,0.06,0.06,0.0,0.0,2.0,30107.0,,364,10.71,123,290.0,196,142,140.0,,364,13.41,13.41,456.0,,,,,,,,1.53,1.53,0,0.0,52,2823537,,,,,,
Rennes,,,,121.21,121.21,4606,,,,,,56.13,56.13,2133,4.58,4.58,174,48.26,48.26,1834,11.61,11.61,441,,,,,,,,,,,,,,,,,,97292.0,7.91,,,,,,,,,1.42,1.42,54,,,,,66.67,0.0,3.0,,,,0.11,0.11,0.0,0.0,4.0,151415.0,,463,12.18,153,359.0,199,196,174.0,,463,15.34,15.34,583.0,,,,,,,,1.58,1.58,2,0.05,60,25922235,0.05,0.05,0.0,0.0,2.0,96285.0
