name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Standard Liège vs Gent,2022-07-22 18:45:00,Game ended in draw.,Belgium Liga Pro,Standard Liège,Gent,2,2,,,2.0,12.0,3.0,11.0,7.0,25.0,61.0,142.0,13.0,76.0,33.0,66.0,1.0,0.0,3.0,15.0,4.0,10.0,1.0,1.0,8.0,22.0,,,12.0,12.0,5.0,1.0,4.0,2.0,,,,1.99,1.85,,,,,,,,,,1.91,1.91,,,,,2.0,1.85,2022-2023
Sporting Charleroi vs AS Eupen,2022-07-23 14:00:00,Sporting Charleroi won after full-time.,Belgium Liga Pro,Sporting Charleroi,KAS Eupen,3,1,15,3,2.0,1.0,3.0,1.0,12.0,8.0,101.0,136.0,34.0,49.0,43.0,56.0,0.0,0.0,7.0,4.0,5.0,4.0,1.0,0.0,,,,,12.0,10.0,3.0,0.0,2.0,1.0,,,,2.27,1.66,,,,,,,,,,2.2,1.62,,,,,,,2022-2023
Kortrijk vs OH Leuven,2022-07-23 16:15:00,OH Leuven won after full-time.,Belgium Liga Pro,KV Kortrijk,OH Leuven,0,2,11,13,6.0,4.0,9.0,9.0,15.0,19.0,99.0,85.0,34.0,56.0,44.0,55.0,0.0,0.0,5.0,10.0,10.0,9.0,4.0,1.0,,,,,14.0,14.0,4.0,1.0,3.0,0.0,,,,2.26,1.66,,,,,,,,,,2.25,1.57,,,,,,,2022-2023
Zulte-Waregem vs RFC Seraing,2022-07-23 16:15:00,Zulte-Waregem won after full-time.,Belgium Liga Pro,Zulte-Waregem,RFC Seraing,2,0,18,14,7.0,0.0,7.0,1.0,18.0,2.0,128.0,97.0,45.0,23.0,55.0,44.0,0.0,0.0,13.0,2.0,5.0,0.0,3.0,2.0,,,,,17.0,14.0,0.0,6.0,1.0,1.0,,,,2.1,1.76,,,,,,,,,,,,,,,,,,2022-2023
Sint-Truiden vs Union Saint-Gilloise,2022-07-23 18:45:00,Game ended in draw.,Belgium Liga Pro,Sint-Truiden,Union Saint-Gilloise,1,1,16,17,0.0,5.0,4.0,8.0,10.0,14.0,114.0,100.0,37.0,35.0,40.0,59.0,0.0,0.0,4.0,12.0,6.0,2.0,2.0,1.0,4.0,9.0,,,11.0,9.0,2.0,1.0,1.0,5.0,,,,1.85,1.98,,,,,,,,,,1.91,1.91,,,1.95,1.9,,,2022-2023
Club Brugge vs Genk,2022-07-24 11:30:00,Club Brugge won after full-time.,Belgium Liga Pro,Club Brugge,Genk,3,2,14,15,4.0,3.0,6.0,3.0,15.0,16.0,110.0,72.0,49.0,42.0,53.0,46.0,1.0,0.0,10.0,14.0,5.0,2.0,3.0,1.0,,,,,17.0,14.0,8.0,2.0,1.0,2.0,,,,2.52,1.55,,,,,,,,,,2.38,1.53,,,,,,,2022-2023
Mechelen vs Antwerp,2022-07-24 14:00:00,Antwerp won after full-time.,Belgium Liga Pro,Mechelen,Antwerp,0,2,17,14,6.0,2.0,6.0,5.0,14.0,10.0,116.0,65.0,50.0,25.0,59.0,40.0,0.0,1.0,7.0,7.0,7.0,3.0,0.0,1.0,,,,,10.0,10.0,0.0,1.0,1.0,1.0,,,,2.42,1.59,,,,,,,,,,2.25,1.57,,,,,,,2022-2023
Anderlecht vs KV Oostende,2022-07-24 16:30:00,Anderlecht won after full-time.,Belgium Liga Pro,Anderlecht,KV Oostende,2,0,11,17,7.0,5.0,8.0,6.0,13.0,8.0,97.0,113.0,40.0,40.0,58.0,42.0,,,9.0,3.0,4.0,5.0,3.0,1.0,9.0,15.0,,,9.0,8.0,1.0,1.0,0.0,4.0,,,,1.93,1.9,,,,,,,,,,2.0,1.75,,,,,,,2022-2023
Westerlo vs Cercle Brugge,2022-07-24 19:00:00,Westerlo won after full-time.,Belgium Liga Pro,Westerlo,Cercle Brugge,2,0,18,17,3.0,4.0,7.0,4.0,18.0,4.0,95.0,87.0,49.0,33.0,62.0,37.0,0.0,0.0,10.0,1.0,8.0,3.0,4.0,0.0,,,,,17.0,20.0,0.0,6.0,1.0,4.0,,,,2.04,1.81,,,,,,,,,,2.05,1.7,,,,,1.93,1.93,2022-2023
Union Saint-Gilloise vs Sporting Charleroi,2022-07-29 18:45:00,Union Saint-Gilloise won after full-time.,Belgium Liga Pro,Union Saint-Gilloise,Sporting Charleroi,1,0,11,1,8.0,4.0,5.0,0.0,16.0,5.0,125.0,105.0,67.0,36.0,51.0,48.0,0.0,0.0,11.0,2.0,5.0,3.0,1.0,1.0,,,,,11.0,11.0,4.0,4.0,2.0,1.0,,,,2.16,1.72,,,,,,,,,,2.0,1.75,,,,,,,2022-2023
