name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
İstanbulspor vs Trabzonspor,2022-08-05 18:00:00,Trabzonspor won after full-time.,Turkey Super Lig,İstanbulspor,Trabzonspor,0,2,,,1.0,10.0,0.0,4.0,3.0,13.0,119.0,122.0,19.0,58.0,51.0,48.0,0.0,0.0,2.0,8.0,1.0,5.0,1.0,4.0,1.0,0.0,2.0,9.0,10.0,13.0,3.0,2.0,2.0,2.0,,,,2.18,1.72,,,,,,,,,,2.0,1.73,,,,,,,2022-2023
Sivasspor vs Gaziantep F.K.,2022-08-06 16:15:00,Game ended in draw.,Turkey Super Lig,Sivasspor,Gaziantep F.K.,1,1,17,11,2.0,6.0,4.0,2.0,9.0,16.0,125.0,112.0,31.0,42.0,46.0,54.0,1.0,0.0,7.0,8.0,2.0,8.0,3.0,1.0,3.0,6.0,7.0,6.0,6.0,7.0,3.0,1.0,2.0,3.0,,,,2.08,1.79,,,,,,,,,,2.0,1.73,,,,,1.9,1.95,2022-2023
Beşiktaş vs Kayserispor,2022-08-06 18:45:00,Beşiktaş won after full-time.,Turkey Super Lig,Beşiktaş,Kayserispor,1,0,9,15,9.0,4.0,7.0,2.0,20.0,5.0,147.0,93.0,108.0,44.0,55.0,45.0,0.0,0.0,12.0,3.0,8.0,2.0,2.0,1.0,,,12.0,3.0,22.0,13.0,1.0,5.0,4.0,1.0,,,,2.16,1.74,,,,,,,,,,2.0,1.73,,,,,,,2022-2023
Fatih Karagümrük vs Alanyaspor,2022-08-07 16:15:00,Alanyaspor won after full-time.,Turkey Super Lig,Fatih Karagümrük,Alanyaspor,2,4,11,8,10.0,3.0,7.0,2.0,17.0,10.0,74.0,70.0,66.0,34.0,51.0,49.0,0.0,0.0,11.0,7.0,6.0,3.0,3.0,1.0,5.0,5.0,9.0,8.0,19.0,19.0,2.0,2.0,2.0,3.0,,,,2.31,1.65,,,,,,,,,,2.2,1.62,,,,,,,2022-2023
Giresunspor vs Adana Demirspor,2022-08-07 16:15:00,Adana Demirspor won after full-time.,Turkey Super Lig,Giresunspor,Adana Demirspor,2,3,14,7,6.0,1.0,4.0,3.0,14.0,10.0,67.0,82.0,21.0,13.0,51.0,48.0,0.0,0.0,7.0,6.0,7.0,4.0,3.0,2.0,11.0,5.0,11.0,7.0,16.0,21.0,0.0,1.0,3.0,2.0,,,,2.04,1.82,,,,,,,,,,1.91,1.8,,,,,2.0,1.85,2022-2023
Antalyaspor vs Galatasaray,2022-08-07 18:45:00,Galatasaray won after full-time.,Turkey Super Lig,Antalyaspor,Galatasaray,0,1,12,14,1.0,6.0,6.0,5.0,12.0,13.0,67.0,78.0,42.0,36.0,44.0,56.0,1.0,0.0,4.0,6.0,8.0,7.0,0.0,2.0,8.0,13.0,9.0,9.0,17.0,16.0,3.0,4.0,2.0,4.0,,,,2.2,1.71,,,,,,,,,,2.1,1.67,,,,,1.9,1.95,2022-2023
İstanbul Başakşehir vs Kasımpaşa,2022-08-08 16:15:00,İstanbul Başakşehir won after full-time.,Turkey Super Lig,İstanbul Başakşehir,Kasımpaşa,4,0,18,15,6.0,5.0,7.0,3.0,15.0,9.0,93.0,90.0,64.0,47.0,57.0,42.0,1.0,0.0,14.0,6.0,1.0,3.0,3.0,0.0,,,11.0,5.0,14.0,15.0,3.0,3.0,2.0,3.0,,,,2.19,1.71,,,,,,,,,,2.0,1.73,,,,,1.88,1.98,2022-2023
Ankaragücü vs Konyaspor,2022-08-08 18:45:00,Game ended in draw.,Turkey Super Lig,Ankaragücü,Konyaspor,0,0,15,17,6.0,3.0,5.0,7.0,12.0,10.0,87.0,83.0,73.0,71.0,47.0,52.0,0.0,0.0,8.0,7.0,4.0,3.0,3.0,0.0,,,9.0,6.0,9.0,14.0,0.0,3.0,1.0,0.0,,,,2.19,1.72,,,,,,,,,,2.0,1.73,,,,,1.85,2.0,2022-2023
Fenerbahçe vs Ümraniyespor,2022-08-08 18:45:00,Game ended in draw.,Turkey Super Lig,Fenerbahçe,Ümraniyespor,3,3,16,18,5.0,5.0,5.0,2.0,17.0,10.0,90.0,83.0,43.0,34.0,53.0,46.0,1.0,1.0,11.0,4.0,6.0,6.0,2.0,2.0,,,12.0,7.0,12.0,14.0,2.0,1.0,7.0,2.0,,,,1.99,1.85,,,,,,,,,,1.8,1.91,,,,,,,2022-2023
Trabzonspor vs Hatayspor,2022-08-12 18:00:00,Trabzonspor won after full-time.,Turkey Super Lig,Trabzonspor,Hatayspor,1,0,3,13,11.0,2.0,7.0,3.0,22.0,7.0,107.0,85.0,39.0,26.0,47.0,52.0,0.0,0.0,16.0,4.0,6.0,3.0,4.0,0.0,,,13.0,5.0,11.0,18.0,3.0,3.0,1.0,3.0,,,,2.0,1.86,,,,,,,,,,1.91,1.8,,,,,,,2022-2023
