name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Jeonbuk Motors vs Suwon,2022-02-19 05:00:00,Jeonbuk Motors won after full-time.,K League 1,Jeonbuk Motors,Suwon,1,0,,,2.0,6.0,4.0,5.0,9.0,11.0,60.0,65.0,50.0,59.0,54.0,46.0,0.0,0.0,4.0,7.0,5.0,4.0,3.0,1.0,,,5.0,1.0,22.0,10.0,1.0,2.0,4.0,2.0,,,,,,,,,,,,,,,2.0,1.73,,,,,1.88,1.98,2022
Daegu vs Seoul,2022-02-19 07:30:00,Seoul won after full-time.,K League 1,Daegu,Seoul,0,2,,,3.0,3.0,6.0,7.0,11.0,12.0,74.0,94.0,59.0,74.0,40.0,60.0,0.0,0.0,8.0,6.0,3.0,6.0,4.0,2.0,,,7.0,9.0,18.0,11.0,1.0,1.0,4.0,2.0,,,,1.98,1.86,,,,,,,,,,1.83,1.83,,,1.95,1.9,,,2022
Incheon United vs Suwon Bluewings,2022-02-19 07:30:00,Incheon United won after full-time.,K League 1,Incheon United,Suwon Bluewings,1,0,,,5.0,5.0,6.0,3.0,17.0,8.0,77.0,55.0,70.0,43.0,72.0,28.0,0.0,0.0,10.0,5.0,7.0,3.0,1.0,0.0,,,11.0,3.0,15.0,9.0,2.0,5.0,1.0,2.0,,,,1.59,2.4,,,,,,,,,,1.53,2.38,,,,,,,2022
Jeju United vs Pohang Steelers,2022-02-20 05:00:00,Pohang Steelers won after full-time.,K League 1,Jeju United,Pohang Steelers,0,3,,,6.0,1.0,5.0,0.0,10.0,8.0,56.0,44.0,63.0,27.0,64.0,36.0,0.0,1.0,6.0,8.0,4.0,0.0,1.0,0.0,,,4.0,5.0,15.0,16.0,3.0,1.0,2.0,4.0,,,,1.77,2.08,,,,,,,,,,1.83,1.83,1.83,2.03,,,,,2022
Gangwon vs Seongnam,2022-02-20 05:00:00,Gangwon won after full-time.,K League 1,Gangwon,Seongnam,2,0,,,1.0,6.0,6.0,7.0,11.0,18.0,93.0,95.0,51.0,71.0,45.0,55.0,0.0,0.0,7.0,10.0,4.0,8.0,1.0,0.0,,,8.0,10.0,12.0,14.0,3.0,2.0,1.0,4.0,,,,1.63,2.34,,,,,,,,,,1.57,2.25,,,,,,,2022
Ulsan vs Sangju Sangmu,2022-02-20 07:30:00,Game ended in draw.,K League 1,Ulsan HD,Gimcheon Sangmu,0,0,,,5.0,1.0,11.0,4.0,22.0,6.0,104.0,84.0,76.0,35.0,63.0,37.0,0.0,0.0,13.0,4.0,9.0,2.0,2.0,0.0,,,14.0,5.0,11.0,13.0,1.0,3.0,2.0,2.0,,,,1.89,1.94,,,,,,,,,,1.83,1.83,,,1.93,1.93,,,2022
Suwon Bluewings vs Suwon,2022-02-26 05:00:00,Suwon Bluewings won after full-time.,K League 1,Suwon Bluewings,Suwon,1,0,,,4.0,3.0,4.0,7.0,7.0,14.0,71.0,82.0,59.0,62.0,38.0,62.0,0.0,1.0,5.0,9.0,2.0,5.0,3.0,0.0,,,5.0,12.0,21.0,15.0,4.0,2.0,0.0,1.0,,,,1.77,2.1,,,,,,,,,,1.73,2.0,,,2.1,1.78,,,2022
Incheon United vs Seoul,2022-02-26 05:00:00,Game ended in draw.,K League 1,Incheon United,Seoul,1,1,,,4.0,7.0,4.0,5.0,12.0,14.0,79.0,98.0,57.0,68.0,32.0,68.0,0.0,0.0,11.0,12.0,1.0,2.0,3.0,0.0,,,7.0,7.0,10.0,13.0,2.0,5.0,3.0,2.0,,,,1.78,2.08,,,,,,,,,,1.73,2.0,1.8,2.05,,,,,2022
Jeju United vs Gangwon,2022-02-26 07:30:00,Game ended in draw.,K League 1,Jeju United,Gangwon,0,0,,,4.0,1.0,9.0,3.0,15.0,6.0,107.0,80.0,82.0,36.0,64.0,36.0,0.0,0.0,7.0,1.0,8.0,5.0,0.0,1.0,9.0,5.0,10.0,5.0,11.0,10.0,1.0,1.0,0.0,1.0,,,,1.93,1.91,,,,,,,,,,1.83,1.83,,,1.95,1.9,,,2022
Seongnam vs Ulsan,2022-02-26 07:30:00,Ulsan won after full-time.,K League 1,Seongnam,Ulsan HD,0,2,,,3.0,5.0,5.0,1.0,6.0,11.0,72.0,88.0,35.0,52.0,31.0,69.0,0.0,2.0,4.0,9.0,2.0,2.0,5.0,2.0,,,4.0,6.0,17.0,10.0,3.0,1.0,3.0,0.0,,,,1.59,2.44,,,,,,,,,,1.62,2.2,2.0,1.85,,,,,2022
