name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Mazatlán vs Puebla,2022-07-02 02:05:00,Puebla won after full-time.,Mexico Liga MX,Mazatlán,Puebla,2,4,,,10.0,3.0,6.0,8.0,13.0,18.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,7.0,15.0,6.0,3.0,0.0,2.0,,,10.0,12.0,7.0,17.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,1.8,1.95,,,1.95,1.9,,,2022-2023
Necaxa vs Toluca,2022-07-02 22:00:00,Toluca won after full-time.,Mexico Liga MX,Necaxa,Toluca,1,3,,,14.0,1.0,6.0,2.0,12.0,6.0,110.0,61.0,46.0,19.0,50.0,50.0,1.0,1.0,7.0,4.0,5.0,2.0,1.0,0.0,,,4.0,3.0,5.0,5.0,0.0,3.0,3.0,2.0,,,,,,,,,,,,,,,1.95,1.8,,,,,1.98,1.88,2022-2023
Guadalajara vs Juárez,2022-07-02 22:00:00,Game ended in draw.,Mexico Liga MX,Guadalajara,Juárez,0,0,9,10,9.0,3.0,2.0,10.0,14.0,11.0,99.0,94.0,44.0,9.0,53.0,47.0,0.0,0.0,10.0,4.0,4.0,7.0,3.0,0.0,,,2.0,3.0,10.0,5.0,0.0,2.0,3.0,1.0,,,,,,,,,,,,,,,1.57,2.25,1.9,1.95,,,,,2022-2023
Tigres UANL vs Cruz Azul,2022-07-03 00:05:00,Cruz Azul won after full-time.,Mexico Liga MX,Tigres UANL,Cruz Azul,2,3,17,8,4.0,0.0,12.0,3.0,21.0,7.0,129.0,63.0,64.0,7.0,67.0,33.0,0.0,1.0,14.0,7.0,7.0,0.0,0.0,2.0,,,8.0,3.0,7.0,18.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,,,1.8,1.95,,,1.95,1.9,,,2022-2023
América vs Atlas,2022-07-03 02:05:00,Game ended in draw.,Mexico Liga MX,América,Atlas,0,0,9,10,4.0,4.0,11.0,5.0,16.0,8.0,99.0,97.0,41.0,34.0,55.0,45.0,0.0,0.0,7.0,6.0,9.0,2.0,2.0,0.0,,,5.0,5.0,6.0,11.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,1.67,2.1,1.93,1.93,,,,,2022-2023
Pumas UNAM vs Tijuana,2022-07-03 17:00:00,Game ended in draw.,Mexico Liga MX,Pumas UNAM,Tijuana,1,1,15,18,9.0,1.0,7.0,0.0,13.0,5.0,144.0,60.0,60.0,13.0,59.0,41.0,0.0,0.0,10.0,4.0,3.0,1.0,2.0,4.0,,,9.0,2.0,7.0,12.0,1.0,3.0,5.0,2.0,,,,,,,,,,,,,,,1.91,1.91,,,,,2.03,1.83,2022-2023
Atlético San Luis vs León,2022-07-03 22:00:00,León won after full-time.,Mexico Liga MX,Atlético San Luis,León,1,2,13,14,7.0,2.0,7.0,5.0,10.0,15.0,99.0,70.0,48.0,27.0,56.0,44.0,0.0,0.0,9.0,11.0,1.0,4.0,3.0,0.0,,,5.0,4.0,15.0,8.0,3.0,2.0,0.0,1.0,,,,,,,,,,,,,,,1.95,1.8,,,,,2.03,1.83,2022-2023
Santos Laguna vs Monterrey,2022-07-04 00:05:00,Santos Laguna won after full-time.,Mexico Liga MX,Santos Laguna,Monterrey,4,3,18,15,7.0,6.0,7.0,7.0,19.0,17.0,88.0,81.0,28.0,27.0,53.0,47.0,2.0,1.0,14.0,11.0,5.0,6.0,0.0,2.0,,,5.0,6.0,6.0,17.0,4.0,1.0,2.0,4.0,,,,,,,,,,,,,,,2.0,1.75,,,,,2.0,1.85,2022-2023
Pachuca vs Querétaro,2022-07-05 02:00:00,Pachuca won after full-time.,Mexico Liga MX,Pachuca,Querétaro,2,0,17,18,3.0,0.0,8.0,8.0,17.0,9.0,125.0,107.0,43.0,38.0,57.0,43.0,0.0,0.0,8.0,6.0,9.0,3.0,1.0,2.0,,,8.0,6.0,15.0,9.0,1.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
Mazatlán vs Tigres UANL,2022-07-09 00:00:00,Tigres UANL won after full-time.,Mexico Liga MX,Mazatlán,Tigres UANL,0,1,16,14,2.0,9.0,6.0,7.0,13.0,17.0,55.0,57.0,32.0,49.0,41.0,59.0,0.0,0.0,5.0,10.0,8.0,7.0,1.0,3.0,,,2.0,4.0,10.0,15.0,3.0,1.0,3.0,3.0,,,,,,,,,,,,,,,2.0,1.75,,,,,1.98,1.88,2022-2023
Puebla vs Santos Laguna,2022-07-09 02:05:00,Puebla won after full-time.,Mexico Liga MX,Puebla,Santos Laguna,1,0,1,4,10.0,2.0,7.0,6.0,17.0,10.0,127.0,124.0,78.0,39.0,62.0,38.0,0.0,0.0,8.0,5.0,9.0,5.0,0.0,3.0,,,11.0,4.0,8.0,7.0,0.0,5.0,3.0,2.0,,,,,,,,,,,,,,,2.05,1.7,,,,,1.9,1.95,2022-2023
Tijuana vs Juárez,2022-07-09 02:05:00,Juárez won after full-time.,Mexico Liga MX,Tijuana,Juárez,0,2,9,13,4.0,6.0,4.0,5.0,7.0,11.0,48.0,76.0,27.0,43.0,39.0,61.0,0.0,0.0,4.0,6.0,3.0,5.0,2.0,3.0,,,1.0,3.0,8.0,8.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,,1.7,2.05,,,2.05,1.8,,,2022-2023
León vs Pumas UNAM,2022-07-10 00:00:00,Game ended in draw.,Mexico Liga MX,León,Pumas UNAM,3,3,6,9,6.0,1.0,3.0,3.0,8.0,17.0,97.0,98.0,36.0,16.0,52.0,48.0,0.0,1.0,6.0,8.0,2.0,9.0,0.0,2.0,,,4.0,5.0,12.0,12.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,2.2,1.62,,,,,,,2022-2023
