name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Farense vs Torreense,2022-08-06 10:00:00,Farense won after full-time.,Portugal LigaPro,Farense,Torreense,2,1,,,5.0,6.0,5.0,4.0,11.0,9.0,121.0,124.0,53.0,84.0,52.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,,,15.0,15.0,2.0,1.0,3.0,4.0,,,,1.78,2.08,,,,,,,,,,1.62,2.2,,,1.88,1.98,,,2022-2023
UD Oliveirense vs Mafra,2022-08-06 13:00:00,UD Oliveirense won after full-time.,Portugal LigaPro,UD Oliveirense,Mafra,3,1,17,9,5.0,3.0,6.0,9.0,14.0,15.0,80.0,92.0,55.0,59.0,49.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,,,11.0,17.0,4.0,6.0,3.0,3.0,,,,1.95,1.88,,,,,,,,,,1.83,1.83,,,1.9,1.95,,,2022-2023
Nacional vs Tondela,2022-08-06 13:00:00,Tondela won after full-time.,Portugal LigaPro,Nacional,Tondela,0,1,11,15,7.0,7.0,5.0,4.0,7.0,7.0,162.0,122.0,116.0,103.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,15.0,13.0,5.0,2.0,2.0,3.0,,,,2.01,1.83,,,,,,,,,,1.91,1.8,,,,,2.05,1.8,2022-2023
Trofense vs Belenenses,2022-08-06 14:30:00,Trofense won after full-time.,Portugal LigaPro,Trofense,Belenenses,3,2,16,4,13.0,0.0,13.0,2.0,20.0,10.0,112.0,92.0,81.0,30.0,63.0,37.0,1.0,0.0,,,,,5.0,2.0,,,,,13.0,15.0,5.0,4.0,4.0,2.0,,,,,,,,,,,,,,,1.8,1.91,,,1.9,1.95,,,2022-2023
Benfica II vs Academico Viseu,2022-08-06 17:00:00,Game ended in draw.,Portugal LigaPro,Benfica II,Academico Viseu,1,1,10,9,4.0,5.0,5.0,5.0,4.0,8.0,178.0,132.0,83.0,66.0,62.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,,,3.0,4.0,1.0,0.0,4.0,2.0,,,,2.09,1.77,,,,,,,,,,2.0,1.73,,,,,1.9,1.95,2022-2023
Feirense vs Estrela Amadora,2022-08-07 10:00:00,Game ended in draw.,Portugal LigaPro,Feirense,Estrela Amadora,1,1,12,11,5.0,2.0,2.0,6.0,6.0,11.0,146.0,113.0,73.0,51.0,57.0,43.0,0.0,0.0,,,,,0.0,2.0,,,,,11.0,11.0,4.0,4.0,1.0,1.0,,,,1.85,1.98,,,,,,,,,,1.8,1.91,,,2.0,1.85,,,2022-2023
Moreirense vs Vilafranquense,2022-08-07 14:30:00,Moreirense won after full-time.,Portugal LigaPro,Moreirense,Vilafranquense,1,0,14,18,4.0,10.0,4.0,6.0,1.0,0.0,96.0,88.0,8.0,3.0,45.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,,,1.0,2.0,0.0,1.0,3.0,3.0,,,,1.93,1.9,,,,,,,,,,1.83,1.83,,,,,1.95,1.9,2022-2023
Porto II vs Sporting Covilhã,2022-08-07 17:00:00,Sporting Covilhã won after full-time.,Portugal LigaPro,Porto II,Sporting Covilhã,0,1,17,18,17.0,1.0,6.0,2.0,18.0,7.0,131.0,66.0,111.0,35.0,71.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,5.0,,,13.0,12.0,0.0,5.0,1.0,3.0,,,,1.93,1.91,,,,,,,,,,1.8,1.91,,,,,1.98,1.88,2022-2023
Penafiel vs Leixões,2022-08-08 17:00:00,Game ended in draw.,Portugal LigaPro,Penafiel,Leixões,0,0,18,17,10.0,4.0,9.0,0.0,16.0,4.0,81.0,72.0,47.0,25.0,57.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,,15.0,12.0,1.0,5.0,3.0,3.0,,,,1.85,2.0,,,,,,,,,,1.73,2.0,,,2.1,1.78,,,2022-2023
Tondela vs Benfica II,2022-08-12 17:00:00,Game ended in draw.,Portugal LigaPro,Tondela,Benfica II,1,1,6,8,8.0,6.0,10.0,0.0,19.0,6.0,140.0,139.0,71.0,43.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9.0,11.0,4.0,4.0,1.0,6.0,,,,2.13,1.74,,,,,,,,,,2.0,1.73,,,,,1.88,1.98,2022-2023
Sporting Covilhã vs Feirense,2022-08-13 10:00:00,Feirense won after full-time.,Portugal LigaPro,Sporting Covilhã,Feirense,0,2,14,7,5.0,5.0,4.0,7.0,7.0,14.0,145.0,131.0,61.0,64.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,,8.0,18.0,5.0,2.0,0.0,3.0,,,,1.81,2.04,,,,,,,,,,1.73,2.0,,,2.13,1.75,,,2022-2023
Torreense vs Nacional,2022-08-13 14:30:00,Nacional won after full-time.,Portugal LigaPro,Torreense,Nacional,0,2,14,15,8.0,4.0,8.0,5.0,12.0,9.0,117.0,88.0,86.0,50.0,57.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,14.0,16.0,0.0,2.0,2.0,4.0,,,,1.95,1.88,,,,,,,,,,1.83,1.83,,,1.9,1.95,,,2022-2023
Estrela Amadora vs Farense,2022-08-13 14:30:00,Game ended in draw.,Portugal LigaPro,Estrela Amadora,Farense,1,1,10,5,7.0,8.0,4.0,6.0,11.0,14.0,97.0,94.0,72.0,64.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13.0,14.0,2.0,1.0,3.0,2.0,,,,1.88,1.94,,,,,,,,,,1.8,1.91,,,1.98,1.88,,,2022-2023
