name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Volos NFC vs Asteras Tripolis,2022-08-19 18:30:00,Game ended in draw.,Greece Super Liga,Volos NFC,Asteras Tripolis,3,3,,,3.0,3.0,3.0,8.0,9.0,13.0,72.0,75.0,31.0,32.0,52.0,48.0,0.0,0.0,5.0,11.0,4.0,2.0,2.0,1.0,,,9.0,12.0,12.0,18.0,1.0,3.0,4.0,3.0,,,,1.91,1.89,,,,,,,,,,1.8,1.95,,,1.93,1.93,,,2022-2023
Atromitos vs OFI,2022-08-20 17:00:00,Atromitos won after full-time.,Greece Super Liga,Atromitos,OFI,3,1,5,9,2.0,5.0,5.0,3.0,11.0,9.0,60.0,110.0,26.0,64.0,44.0,56.0,1.0,0.0,6.0,6.0,5.0,3.0,0.0,0.0,7.0,4.0,6.0,5.0,3.0,10.0,1.0,1.0,2.0,4.0,,,,1.97,1.84,,,,,,,,,,1.95,1.8,,,1.8,2.05,,,2022-2023
Lamia vs AEK Athens,2022-08-20 18:30:00,AEK Athens won after full-time.,Greece Super Liga,Lamia,AEK Athens,0,3,7,3,0.0,1.0,3.0,5.0,7.0,9.0,75.0,78.0,22.0,25.0,36.0,64.0,1.0,0.0,3.0,5.0,4.0,4.0,1.0,4.0,7.0,4.0,4.0,8.0,15.0,15.0,0.0,1.0,1.0,1.0,,,,1.35,3.23,,,,,,,,,,1.33,3.25,,,1.95,1.9,,,2022-2023
PAOK vs Panaitolikos,2022-08-20 18:45:00,PAOK won after full-time.,Greece Super Liga,PAOK,Panaitolikos,1,0,11,13,7.0,4.0,4.0,2.0,15.0,5.0,174.0,64.0,59.0,14.0,82.0,18.0,0.0,0.0,9.0,3.0,6.0,2.0,0.0,0.0,,,9.0,4.0,10.0,7.0,1.0,6.0,0.0,2.0,,,,1.8,2.02,,,,,,,,,,1.8,1.95,,,,,,,2022-2023
Panathinaikos vs Ionikos,2022-08-21 17:00:00,Panathinaikos won after full-time.,Greece Super Liga,Panathinaikos,Ionikos,1,0,14,10,6.0,1.0,5.0,3.0,12.0,4.0,128.0,58.0,40.0,29.0,63.0,36.0,1.0,0.0,9.0,2.0,3.0,2.0,1.0,1.0,4.0,5.0,9.0,3.0,18.0,18.0,1.0,2.0,1.0,4.0,,,,1.57,2.41,,,,,,,,,,1.57,2.25,,,,,1.9,1.95,2022-2023
Aris vs Levadiakos,2022-08-21 17:30:00,Aris won after full-time.,Greece Super Liga,Aris,Levadiakos,3,0,9,11,6.0,3.0,3.0,4.0,12.0,13.0,130.0,77.0,40.0,21.0,57.0,43.0,0.0,0.0,9.0,6.0,3.0,7.0,1.0,1.0,4.0,4.0,10.0,9.0,14.0,18.0,5.0,3.0,1.0,3.0,,,,1.63,2.28,,,,,,,,,,1.62,2.2,,,,,2.03,1.83,2022-2023
Olympiakos Piraeus vs PAS Giannina,2022-08-21 19:00:00,Olympiakos Piraeus won after full-time.,Greece Super Liga,Olympiacos F.C.,PAS Giannina,2,0,13,14,6.0,2.0,7.0,7.0,15.0,10.0,136.0,52.0,77.0,23.0,64.0,35.0,0.0,0.0,11.0,3.0,4.0,7.0,3.0,2.0,,,12.0,8.0,8.0,11.0,1.0,1.0,0.0,0.0,,,,1.59,2.35,,,,,,,,,,1.57,2.25,,,,,,,2022-2023
Ionikos vs Levadiakos,2022-08-26 18:30:00,Game ended in draw.,Greece Super Liga,Ionikos,Levadiakos,0,0,9,14,6.0,2.0,4.0,8.0,12.0,13.0,117.0,119.0,65.0,54.0,53.0,47.0,0.0,0.0,5.0,6.0,7.0,7.0,3.0,3.0,,,11.0,9.0,20.0,18.0,2.0,4.0,3.0,2.0,,,,1.82,1.99,,,,,,,,,,1.8,1.95,,,1.95,1.9,,,2022-2023
PAS Giannina vs Lamia,2022-08-27 17:00:00,Game ended in draw.,Greece Super Liga,PAS Giannina,Lamia,1,1,11,7,6.0,8.0,7.0,4.0,12.0,11.0,91.0,94.0,40.0,45.0,54.0,45.0,0.0,0.0,7.0,7.0,5.0,4.0,0.0,5.0,9.0,8.0,11.0,8.0,18.0,21.0,3.0,2.0,2.0,4.0,,,,1.62,2.29,,,,,,,,,,1.62,2.2,1.93,1.93,,,,,2022-2023
AEK Athens vs Volos NFC,2022-08-27 18:30:00,Volos NFC won after full-time.,Greece Super Liga,AEK Athens,Volos NFC,0,1,3,14,8.0,1.0,5.0,1.0,16.0,5.0,131.0,51.0,55.0,5.0,70.0,29.0,0.0,0.0,12.0,2.0,4.0,3.0,4.0,1.0,,,11.0,4.0,17.0,11.0,2.0,2.0,3.0,5.0,,,,1.75,2.07,,,,,,,,,,1.75,2.0,,,,,,,2022-2023
