name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
SC Heerenveen vs Sparta Rotterdam,2022-08-05 18:00:00,Game ended in draw.,Netherlands Eredivisie,SC Heerenveen,Sparta Rotterdam,0,0,,,3.0,6.0,4.0,7.0,11.0,13.0,104.0,111.0,37.0,52.0,49.0,50.0,0.0,0.0,7.0,3.0,4.0,10.0,0.0,2.0,2.0,0.0,5.0,6.0,8.0,5.0,1.0,0.0,1.0,1.0,,,,2.0,1.86,,,,,,,,,,1.95,1.8,,,,,2.0,1.85,2022-2023
Fortuna Sittard vs Ajax,2022-08-06 14:30:00,Ajax won after full-time.,Netherlands Eredivisie,Fortuna Sittard,Ajax,2,3,12,4,3.0,10.0,8.0,4.0,13.0,15.0,69.0,130.0,22.0,68.0,28.0,72.0,0.0,0.0,7.0,10.0,6.0,5.0,3.0,2.0,,,8.0,10.0,15.0,12.0,1.0,0.0,3.0,0.0,,,,2.11,1.75,,,,,,,,,,2.0,1.75,,,,,,,2022-2023
SC Cambuur vs Excelsior,2022-08-06 16:45:00,Excelsior won after full-time.,Netherlands Eredivisie,SC Cambuur,Excelsior,0,2,17,6,10.0,2.0,12.0,1.0,27.0,7.0,176.0,67.0,93.0,1.0,82.0,18.0,0.0,0.0,19.0,4.0,8.0,3.0,2.0,1.0,5.0,7.0,21.0,5.0,1.0,0.0,2.0,8.0,1.0,2.0,,,,2.65,1.51,,,,,,,,,,2.63,1.44,,,,,,,2022-2023
PSV vs FC Emmen,2022-08-06 18:00:00,PSV won after full-time.,Netherlands Eredivisie,PSV,FC Emmen,4,1,15,7,3.0,6.0,2.0,4.0,11.0,6.0,151.0,68.0,42.0,22.0,61.0,39.0,0.0,0.0,9.0,5.0,2.0,1.0,1.0,0.0,5.0,7.0,9.0,4.0,6.0,11.0,1.0,1.0,0.0,1.0,,,,1.68,2.22,,,,,,,,,,1.62,2.2,,,,,,,2022-2023
RKC Waalwijk vs FC Utrecht,2022-08-06 19:00:00,Game ended in draw.,Netherlands Eredivisie,RKC Waalwijk,FC Utrecht,2,2,17,12,3.0,7.0,3.0,7.0,11.0,11.0,68.0,162.0,31.0,60.0,38.0,62.0,0.0,0.0,7.0,7.0,4.0,4.0,1.0,0.0,,,7.0,10.0,8.0,10.0,1.0,1.0,1.0,0.0,,,,2.13,1.76,,,,,,,,,,2.05,1.7,,,,,,,2022-2023
FC Groningen vs FC Volendam,2022-08-07 10:15:00,Game ended in draw.,Netherlands Eredivisie,FC Groningen,FC Volendam,2,2,12,14,7.0,4.0,10.0,4.0,18.0,11.0,104.0,92.0,64.0,35.0,58.0,41.0,0.0,0.0,12.0,6.0,6.0,5.0,4.0,2.0,,,14.0,7.0,10.0,6.0,1.0,1.0,0.0,1.0,,,,2.2,1.71,,,,,,,,,,2.05,1.7,,,,,,,2022-2023
Vitesse vs Feyenoord,2022-08-07 12:30:00,Feyenoord won after full-time.,Netherlands Eredivisie,Vitesse,Feyenoord,2,5,18,15,5.0,6.0,3.0,4.0,9.0,16.0,91.0,129.0,25.0,44.0,52.0,48.0,0.0,0.0,5.0,13.0,4.0,3.0,4.0,3.0,6.0,6.0,8.0,12.0,9.0,9.0,3.0,1.0,2.0,1.0,,,,2.38,1.61,,,,,,,,,,2.25,1.57,,,,,,,2022-2023
NEC vs FC Twente,2022-08-07 12:30:00,FC Twente won after full-time.,Netherlands Eredivisie,NEC Nijmegen,FC Twente,0,1,17,14,6.0,9.0,5.0,6.0,11.0,13.0,91.0,141.0,18.0,7.0,46.0,54.0,0.0,0.0,6.0,6.0,5.0,7.0,2.0,0.0,7.0,8.0,8.0,8.0,3.0,2.0,1.0,4.0,1.0,1.0,,,,2.16,1.74,,,,,,,,,,2.05,1.7,,,,,1.9,1.95,2022-2023
AZ vs Go Ahead Eagles,2022-08-07 14:45:00,AZ won after full-time.,Netherlands Eredivisie,AZ,Go Ahead Eagles,2,0,17,18,7.0,3.0,5.0,3.0,19.0,8.0,131.0,81.0,11.0,8.0,64.0,35.0,0.0,0.0,13.0,6.0,6.0,2.0,5.0,1.0,,,12.0,3.0,11.0,8.0,2.0,6.0,1.0,1.0,,,,1.75,2.14,,,,,,,,,,1.7,2.05,,,,,,,2022-2023
Excelsior vs Vitesse,2022-08-12 18:00:00,Excelsior won after full-time.,Netherlands Eredivisie,Excelsior,Vitesse,3,1,4,17,1.0,8.0,4.0,11.0,11.0,22.0,73.0,121.0,27.0,60.0,39.0,60.0,0.0,0.0,8.0,11.0,3.0,11.0,3.0,1.0,,,7.0,14.0,18.0,16.0,5.0,2.0,0.0,0.0,,,,2.66,1.51,,,,,,,,,,2.5,1.5,,,,,,,2022-2023
