name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Khimki vs Zenit,2022-07-15 17:00:00,Game ended in draw.,Russia Premier League,Khimki,Zenit,1,1,,,2.0,8.0,4.0,4.0,8.0,7.0,81.0,169.0,35.0,88.0,33.0,66.0,0.0,0.0,6.0,4.0,2.0,3.0,1.0,0.0,4.0,8.0,7.0,6.0,9.0,7.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
CSKA Moskva vs Ural,2022-07-16 12:00:00,CSKA Moskva won after full-time.,Russia Premier League,CSKA Moskva,Ural,2,0,4,16,6.0,3.0,16.0,2.0,30.0,6.0,91.0,80.0,61.0,45.0,43.0,56.0,2.0,0.0,21.0,2.0,9.0,4.0,0.0,1.0,5.0,14.0,19.0,4.0,11.0,12.0,0.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
Orenburg vs Krylya Sovetov,2022-07-16 14:30:00,Krylya Sovetov won after full-time.,Russia Premier League,Orenburg,Krylya Sovetov,2,4,12,10,8.0,3.0,8.0,9.0,17.0,27.0,79.0,82.0,109.0,56.0,41.0,58.0,0.0,0.0,10.0,16.0,7.0,11.0,1.0,1.0,11.0,11.0,14.0,17.0,3.0,6.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
Akhmat Grozny vs Spartak Moskva,2022-07-16 17:00:00,Game ended in draw.,Russia Premier League,Akhmat Grozny,Spartak Moskva,1,1,7,15,2.0,3.0,7.0,4.0,17.0,13.0,96.0,106.0,61.0,58.0,44.0,56.0,0.0,0.0,11.0,7.0,6.0,6.0,0.0,1.0,8.0,10.0,11.0,7.0,9.0,10.0,3.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
Torpedo Moskva vs Sochi,2022-07-17 12:00:00,Sochi won after full-time.,Russia Premier League,Torpedo Moskva,Sochi,1,3,16,15,2.0,7.0,6.0,3.0,11.0,13.0,,,,,44.0,55.0,0.0,0.0,6.0,10.0,5.0,3.0,3.0,2.0,,,,,11.0,8.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
Lokomotiv Moskva vs FK Nizjni Novgorod,2022-07-17 14:30:00,Game ended in draw.,Russia Premier League,Lokomotiv Moskva,FK Nizjni Novgorod,1,1,15,12,15.0,0.0,13.0,1.0,30.0,2.0,124.0,56.0,83.0,25.0,72.0,27.0,0.0,0.0,24.0,1.0,6.0,1.0,5.0,2.0,3.0,15.0,18.0,1.0,9.0,13.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
Krasnodar vs Fakel,2022-07-17 17:00:00,Game ended in draw.,Russia Premier League,Krasnodar,Fakel,2,2,15,14,2.0,3.0,7.0,4.0,21.0,16.0,91.0,69.0,40.0,28.0,65.0,34.0,1.0,0.0,9.0,12.0,12.0,4.0,1.0,0.0,8.0,10.0,14.0,15.0,11.0,10.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
Dinamo Moskva vs Rostov,2022-07-17 17:00:00,Game ended in draw.,Russia Premier League,Dinamo Moskva,Rostov,1,1,13,16,8.0,7.0,3.0,7.0,9.0,13.0,87.0,111.0,33.0,57.0,33.0,67.0,0.0,0.0,5.0,11.0,4.0,2.0,0.0,2.0,10.0,6.0,7.0,9.0,15.0,15.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
Zenit vs Krylya Sovetov,2022-07-22 17:00:00,Zenit won after full-time.,Russia Premier League,Zenit,Krylya Sovetov,3,0,13,1,7.0,6.0,4.0,1.0,15.0,2.0,88.0,62.0,53.0,35.0,62.0,37.0,3.0,0.0,11.0,1.0,4.0,1.0,4.0,3.0,3.0,10.0,10.0,1.0,9.0,10.0,0.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2022-2023
CSKA Moskva vs Sochi,2022-07-23 12:00:00,CSKA Moskva won after full-time.,Russia Premier League,CSKA Moskva,Sochi,3,0,4,13,2.0,3.0,4.0,6.0,9.0,11.0,123.0,123.0,86.0,62.0,39.0,61.0,0.0,0.0,7.0,3.0,2.0,8.0,4.0,2.0,9.0,7.0,5.0,7.0,11.0,11.0,3.0,0.0,0.0,0.0,,,,2.19,1.7,,,,,,,,,,,,,,,,,,2022-2023
