name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,Temporada
Benfica vs Arouca,2022-08-05 19:15:00,Benfica won after full-time.,Liga Portugal,Benfica,Arouca,0,0,,,7.0,1.0,12.0,0.0,22.0,3.0,,,,,73.0,27.0,,,13.0,1.0,9.0,2.0,2.0,2.0,1.0,17.0,,,7.0,7.0,2.0,2.0,3.0,1.0,,,,1.6,2.4,,,,,,,,,,1.57,2.25,,,,,,,2022-2023
Rio Ave vs Vizela,2022-08-06 14:30:00,Vizela won after full-time.,Liga Portugal,Rio Ave,Vizela,0,1,13,18,6.0,7.0,4.0,4.0,7.0,12.0,124.0,77.0,54.0,42.0,65.0,35.0,0.0,0.0,1.0,10.0,6.0,2.0,1.0,2.0,,,4.0,8.0,19.0,16.0,6.0,0.0,7.0,4.0,,,,1.92,1.93,,,,,,,,,,1.8,1.95,,,1.85,2.0,,,2022-2023
Estoril vs Famalicão,2022-08-06 17:00:00,Estoril won after full-time.,Liga Portugal,Estoril,Famalicão,2,0,8,9,1.0,2.0,4.0,8.0,10.0,15.0,99.0,103.0,30.0,44.0,48.0,52.0,0.0,1.0,4.0,7.0,6.0,8.0,0.0,2.0,5.0,7.0,9.0,9.0,11.0,8.0,4.0,3.0,4.0,1.0,,,,2.01,1.85,,,,,,,,,,1.91,1.91,,,1.9,1.95,,,2022-2023
Porto vs Marítimo,2022-08-06 19:30:00,Porto won after full-time.,Liga Portugal,Porto,Marítimo,5,1,14,11,4.0,4.0,10.0,6.0,22.0,9.0,112.0,66.0,49.0,27.0,60.0,40.0,,,15.0,7.0,7.0,2.0,1.0,2.0,10.0,12.0,15.0,9.0,13.0,11.0,2.0,2.0,3.0,2.0,,,,1.59,2.41,,,,,,,,,,1.57,2.25,,,,,,,2022-2023
Santa Clara vs Casa Pia,2022-08-07 14:30:00,Game ended in draw.,Liga Portugal,Santa Clara,Casa Pia,0,0,15,10,7.0,6.0,2.0,7.0,7.0,11.0,95.0,92.0,38.0,35.0,53.0,46.0,0.0,1.0,2.0,7.0,5.0,4.0,0.0,2.0,3.0,3.0,4.0,9.0,13.0,13.0,2.0,3.0,1.0,3.0,,,,1.8,2.07,,,,,,,,,,1.8,1.95,,,2.05,1.8,,,2022-2023
Sporting Braga vs Sporting CP,2022-08-07 17:00:00,Game ended in draw.,Liga Portugal,Sporting Braga,Sporting CP,3,3,16,17,3.0,3.0,7.0,5.0,15.0,11.0,102.0,98.0,32.0,23.0,44.0,55.0,0.0,0.0,9.0,4.0,6.0,7.0,2.0,0.0,7.0,5.0,12.0,9.0,16.0,16.0,1.0,3.0,2.0,2.0,,,,2.06,1.81,,,,,,,,,,2.0,1.75,,,,,1.98,1.88,2022-2023
Portimonense vs Boavista,2022-08-07 19:30:00,Boavista won after full-time.,Liga Portugal,Portimonense SAD,Boavista,0,1,15,9,7.0,1.0,7.0,1.0,18.0,10.0,162.0,84.0,52.0,26.0,63.0,37.0,,,12.0,6.0,6.0,4.0,0.0,1.0,2.0,10.0,10.0,4.0,13.0,11.0,4.0,8.0,3.0,1.0,,,,1.84,2.02,,,,,,,,,,1.75,2.0,,,2.03,1.83,,,2022-2023
Chaves vs Vitória SC,2022-08-07 19:30:00,Vitória SC won after full-time.,Liga Portugal,Chaves,Vitória SC,0,1,14,18,2.0,5.0,9.0,6.0,14.0,15.0,98.0,96.0,43.0,41.0,49.0,50.0,0.0,0.0,8.0,8.0,6.0,7.0,1.0,2.0,,,10.0,11.0,20.0,15.0,4.0,2.0,2.0,9.0,,,,1.99,1.86,,,,,,,,,,1.91,1.91,,,1.9,1.95,,,2022-2023
Gil Vicente vs Paços de Ferreira,2022-08-08 19:15:00,Gil Vicente won after full-time.,Liga Portugal,Gil Vicente,Paços de Ferreira,1,0,17,18,8.0,6.0,5.0,4.0,17.0,12.0,93.0,113.0,38.0,54.0,47.0,52.0,0.0,0.0,6.0,7.0,11.0,5.0,6.0,3.0,,,12.0,7.0,15.0,19.0,5.0,4.0,1.0,6.0,,,,1.88,1.97,,,,,,,,,,1.8,1.95,,,1.9,1.95,,,2022-2023
Famalicão vs Sporting Braga,2022-08-12 19:15:00,Sporting Braga won after full-time.,Liga Portugal,Famalicão,Sporting Braga,0,3,16,8,7.0,7.0,3.0,8.0,11.0,24.0,123.0,105.0,60.0,58.0,49.0,50.0,0.0,0.0,5.0,17.0,6.0,7.0,1.0,1.0,,,3.0,12.0,14.0,10.0,4.0,4.0,3.0,1.0,,,,2.19,1.72,,,,,,,,,,2.05,1.7,,,,,1.83,2.03,2022-2023
